Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,1160395,347,347,3,56,1159709
0,18293,404,404,3,155,17649
0,7200,135,135,4,24,6637
0,55025,359,359,4,99,54438
0,1464254,89,89,4,95,1463646
1,494817,203,203,4,14,494134
0,2016292,329,329,4,62,2015537
0,9057,388,388,4,89,8128
0,4555,133,133,4,129,3962
0,683253,99,99,4,58,682675
0,844685,368,368,3,111,844098
0,112468,401,401,1,37,111971
0,4870,340,340,4,138,4217
0,2682,264,264,4,129,1954
1,163066,8,8,4,141,162521
0,1955674,332,332,4,159,1955171
1,756041,100,100,4,95,755460
1,1368555,309,309,4,75,1367977
1,1487064,93,93,4,28,1486369
1,36247,73,73,4,63,35642
0,265007,258,258,4,5,264339
0,120884,35,35,2,105,120498
1,1921473,109,109,4,58,1920904
0,458814,352,352,4,98,458125
0,316703,371,371,4,46,316059
0,548591,226,226,2,41,548190
0,1604078,117,117,4,75,1603452
0,85370,62,62,4,76,84681
0,17407,261,261,4,42,16820
0,1033564,299,299,4,166,1032920
0,1738968,28,28,3,41,1738420
1,6677,379,379,4,88,6162
1,278070,222,222,4,156,277438
0,1731530,336,336,4,58,1730895
0,477620,206,206,4,111,476973
0,567879,381,381,2,87,567310
0,10321,127,127,4,42,9749
0,1686468,113,113,4,95,1685914
0,7629,230,230,4,42,6979
0,1645,356,356,4,103,1004
1,376974,56,56,4,149,376393
1,807869,25,25,3,116,807330
1,426818,138,138,4,127,426186
1,39701,53,53,4,42,39237
0,307213,259,259,4,14,306524
1,782,47,47,4,125,129
1,1132814,317,317,4,58,1132212
1,30799,74,74,4,67,30158
1,159847,68,68,4,97,159101
1,717564,270,270,4,121,716974
1,1637787,115,115,4,58,1637185
0,487905,171,171,4,149,487330
1,356421,430,430,3,136,355831
0,1932015,108,108,4,95,1931470
0,2027,40,40,4,71,1341
0,1743790,335,335,4,58,1743146
0,515441,207,207,4,65,514617
1,1118634,319,319,4,151,1117975
0,347837,18,18,3,9,347313
0,250738,323,323,4,156,250097
1,1579,3,3,4,165,1004
0,570400,77,77,4,113,569783
1,552848,146,146,4,162,552180
0,52129,265,265,4,129,51491
1,19103,380,380,3,31,18480
0,4829,257,257,4,38,4128
1,599763,233,233,4,6,598996
0,436400,12,12,4,26,435816
0,1148872,410,410,4,34,1148204
0,339516,225,225,4,82,338926
1,1581481,215,215,4,84,1580900
1,1081012,406,406,4,168,1080440
0,15668,344,344,4,20,15015
1,6518,304,304,4,149,5874
1,26110,306,306,4,31,25487
1,504309,428,428,3,144,503911
1,668902,150,150,4,77,668282
0,1995197,217,217,4,148,1994529
0,216763,322,322,4,142,216122
1,588625,158,158,3,107,587969
0,416038,383,383,4,64,415541
1,463493,102,102,3,79,462885
1,14001,394,394,4,152,13402
0,385637,21,21,3,56,384969
1,602338,320,320,4,91,601643
1,1845,389,389,2,86,1489
0,314714,124,124,4,25,314181
0,1473130,88,88,4,27,1472456
1,1134002,408,408,4,48,1133424
0,444695,32,32,4,109,444042
0,42175,386,386,4,148,41594
0,9261,129,129,4,42,8539
0,382637,58,58,4,156,382086
1,35038,303,303,4,119,34388
0,416102,247,247,4,23,415509
1,13194,349,349,3,104,12661
1,641578,84,84,4,55,640880
1,320021,423,423,4,96,319437
0,70385,300,300,4,157,69732
0,2893,384,384,4,146,2228
1,36160,20,20,4,54,35462
1,628319,184,184,3,65,627354
1,1066542,405,405,4,69,1065931
0,438865,351,351,4,21,438233
0,345916,155,155,4,132,345353
0,499409,366,366,3,56,498789
0,262228,38,38,4,167,261515
0,340144,413,413,4,97,339536
0,224418,168,168,4,21,223792
0,17055,49,49,4,42,16375
1,1049,285,285,4,68,204
1,807166,153,153,4,115,806492
1,874302,275,275,3,116,873739
1,281,10,10,5,73,3
0,16035,342,342,4,53,15472
1,301818,279,279,4,31,301183
1,6125,11,11,4,73,5631
0,578960,78,78,4,113,578253
0,1670681,29,29,4,121,1670067
0,544317,148,148,1,111,543658
0,285006,246,246,4,132,284026
0,482096,254,254,4,108,481446
0,16573,166,166,4,125,15977
0,1236,126,126,4,0,691
1,2152710,107,107,4,159,2152117
0,218124,167,167,4,21,217234
1,497850,296,296,4,42,497083
1,653543,85,85,4,55,652923
0,729959,97,97,4,17,729363
1,350824,414,414,2,97,350453
1,584282,134,134,4,6,583626
0,425782,142,142,2,47,425384
0,1261581,324,324,3,128,1260970
0,160801,403,403,4,49,160181
0,10872,105,105,3,101,10210
1,412598,281,281,4,45,411981
1,514088,295,295,4,42,513441
1,667099,4,4,4,6,666332
0,253563,289,289,4,130,252895
0,237931,287,287,4,23,237338
0,266589,177,177,4,21,265723
0,1078119,193,193,4,159,1077559
1,198335,43,43,4,6,197730
1,1243238,187,187,4,159,1242540
0,1176204,399,399,4,5,1175530
0,6197,387,387,4,153,5628
1,38888,80,80,4,57,38181
0,374682,42,42,4,17,374062
0,1420673,92,92,4,159,1420101
1,388432,195,195,2,74,388043
0,70633,60,60,4,125,70109
0,11230,374,374,4,124,10535
0,694973,307,307,4,70,694383
0,1677970,119,119,4,135,1677395
0,5761,375,375,4,22,5141
0,1886263,218,218,4,100,1885670
1,311313,422,422,4,134,310645
1,274287,174,174,4,97,273715
0,456160,321,321,4,117,455483
1,36542,385,385,4,148,35961
0,541203,104,104,4,65,540331
1,375081,123,123,4,25,374536
1,1142859,409,409,4,48,1142287
1,1481322,94,94,4,75,1480762
1,1306828,209,209,4,90,1306226
1,1739,6,6,4,34,1236
0,405277,141,141,4,31,404699
0,1587490,212,212,4,90,1586741
1,2442,286,286,4,29,1612
1,327963,424,424,4,96,327337
0,1411596,22,22,4,17,1410949
0,260483,178,178,4,98,259935
0,917604,274,274,4,100,916954
1,358436,278,278,2,57,358038
1,11470,48,48,2,125,11081
1,371048,277,277,4,97,370350
0,1943209,9,9,4,58,1942577
1,7470,269,269,4,125,6853
1,76266,280,280,4,47,75574
1,21243,15,15,4,16,20602
1,605996,239,239,4,6,605367
0,332148,411,411,4,97,331510
0,862102,242,242,3,1,861431
0,1875155,219,219,4,48,1874526
1,617680,234,234,4,15,617066
0,59685,50,50,4,76,58891
0,1611491,330,330,4,121,1610868
0,31626,357,357,4,22,31012
0,67780,415,415,4,31,67067
0,430625,13,13,4,132,430509
0,288480,176,176,4,98,287506
0,1187163,346,346,4,167,1186465
0,1200244,312,312,4,58,1199621
0,18926,390,390,4,150,18276
1,2115566,26,26,4,95,2114982
1,1109679,316,316,4,95,1109041
1,1559,52,52,4,42,987
0,413954,418,418,4,17,413337
0,128464,416,416,2,7,128075
1,1139142,315,315,4,58,1138561
1,462219,364,364,4,114,461563
1,1348,169,169,4,42,512
0,1344856,199,199,4,122,1344239
1,190891,67,67,4,97,190256
1,3660,196,196,4,42,3085
0,1001979,96,96,4,164,1001410
0,1671935,120,120,3,119,1671336
1,3008,164,164,4,142,2760
0,17644,348,348,4,154,17072
0,393310,282,282,4,10,392783
0,1025055,192,192,4,75,1024453
1,1654543,31,31,4,149,1654004
1,11006,14,14,4,138,10434
0,1840810,111,111,4,58,1840178
1,1182146,313,313,4,58,1181541
1,377041,363,363,4,25,376496
0,398667,249,249,4,23,398035
1,1235855,188,188,2,95,1235211
0,1806636,337,337,4,145,1806064
0,7249,54,54,4,42,6641
0,452612,283,283,4,95,451995
0,410649,143,143,2,31,410251
0,1121,2,2,4,161,531
1,725245,152,152,4,115,724664
0,7534,343,343,2,147,7151
0,14571,377,377,4,100,14272
0,244449,290,290,4,118,243556
0,622513,27,27,4,95,621803
0,253619,172,172,4,31,252897
0,253089,179,179,4,21,252442
0,305429,372,372,4,9,304515
0,690105,149,149,3,56,689434
1,22995,305,305,2,57,22609
1,47042,81,81,4,31,46335
1,6670,228,228,4,42,6140
0,467996,365,365,4,162,467418
0,1079,128,128,2,76,750
1,1784731,333,333,4,145,1784156
0,1392058,308,308,4,164,1391459
1,170789,69,69,4,31,170208
1,44727,395,395,3,66,44119
0,978860,276,276,1,116,978390
0,7294,262,262,4,42,6638
0,9111,132,132,2,76,8734
1,633393,83,83,4,60,632488
0,2852,17,17,4,36,2211
0,1610144,116,116,4,75,1609563
1,219644,72,72,4,54,218985
1,873,5,5,4,32,262
0,462632,140,140,4,96,462006
0,1707,378,378,4,86,1054
0,555039,79,79,4,78,554104
0,897457,273,273,4,61,896894
1,522983,294,294,4,6,522417
1,930600,243,243,4,167,929947
0,459742,250,250,4,26,459083
0,8892,376,376,4,4,8245
0,410431,182,182,4,63,409799
1,95645,65,65,4,110,95094
1,296809,421,421,4,96,296102
1,438791,33,33,4,142,438168
0,302673,245,245,4,46,302005
1,311595,412,412,2,97,311224
0,22912,59,59,2,129,22523
1,20624,75,75,4,67,19953
0,276224,137,137,4,81,275592
1,603114,238,238,4,15,602248
0,610905,157,157,4,134,610333
1,893116,240,240,3,11,892445
1,9993,34,34,4,126,9376
1,1448091,90,90,4,17,1447573
1,12594,198,198,4,93,11959
0,389569,248,248,4,108,388676
0,28027,45,45,4,125,27344
0,406686,139,139,4,96,406078
0,32545,263,263,4,125,31979
0,11424,41,41,3,106,10828
0,474095,354,354,4,112,473496
1,891600,272,272,1,41,891058
1,1570983,122,122,4,95,1570405
1,487260,202,202,4,123,486679
