Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,1037760,369,369,4,168,1037092
0,18293,404,404,3,156,17649
0,7200,136,136,4,23,6637
0,55025,359,359,4,99,54438
0,1464254,88,88,4,95,1463646
1,487260,203,203,4,124,486679
0,2016292,330,330,4,60,2015537
0,9057,388,388,4,89,8128
0,4555,133,133,4,130,3962
0,683253,98,98,4,56,682675
1,807166,154,154,4,116,806492
0,112468,401,401,1,36,111971
0,4870,341,341,4,139,4217
0,2682,266,266,4,130,1954
1,163066,8,8,4,142,162521
0,1955674,333,333,4,160,1955171
1,756041,99,99,4,95,755460
1,1368555,310,310,4,74,1367977
1,1487064,92,92,4,27,1486369
1,36247,72,72,4,61,35642
0,1187163,347,347,4,168,1186465
0,120884,34,34,2,106,120498
1,1921473,108,108,4,56,1920904
0,438865,352,352,4,20,438233
0,308712,370,370,4,25,308044
0,1033564,300,300,4,167,1032920
0,1604078,116,116,4,74,1603452
0,85370,61,61,4,75,84681
0,17407,263,263,4,41,16820
0,497483,126,126,4,113,496893
0,1738968,27,27,3,40,1738420
1,6677,379,379,4,88,6162
1,278070,224,224,4,157,277438
0,1731530,337,337,4,56,1730895
0,477620,208,208,4,112,476973
0,565167,382,382,2,79,564760
0,10321,127,127,4,41,9749
0,1686468,112,112,4,95,1685914
0,7629,232,232,4,41,6979
0,1645,356,356,4,103,1004
1,376974,55,55,4,150,376393
1,807869,24,24,3,117,807330
1,426818,139,139,4,128,426186
1,39701,52,52,4,41,39237
0,265007,261,261,4,5,264339
1,782,46,46,4,126,129
1,1132814,318,318,4,56,1132212
1,30799,73,73,4,65,30158
1,159847,67,67,4,97,159101
1,717564,272,272,4,122,716974
1,1637787,114,114,4,56,1637185
0,487905,171,171,4,150,487330
1,356421,430,430,3,137,355831
0,1932015,107,107,4,95,1931470
0,2027,39,39,4,69,1341
0,1743790,336,336,4,56,1743146
0,515441,209,209,4,63,514617
1,1118634,320,320,4,152,1117975
0,347837,17,17,3,9,347313
0,250738,324,324,4,157,250097
1,1579,3,3,4,166,1004
0,570400,76,76,4,114,569783
0,544317,148,148,1,112,543658
0,52129,267,267,4,130,51491
1,19103,380,380,3,30,18480
0,4829,260,260,4,37,4128
1,599763,235,235,4,6,598996
0,430625,12,12,4,133,430509
0,1148872,410,410,4,33,1148204
0,339516,227,227,4,81,338926
1,1413348,212,212,4,12,1412725
1,1081012,406,406,4,169,1080440
0,15668,345,345,4,19,15015
1,6518,305,305,4,150,5874
1,26110,307,307,4,30,25487
1,504309,428,428,3,145,503911
1,610947,367,367,4,168,610288
0,1995197,219,219,4,149,1994529
0,216763,323,323,4,143,216122
1,588625,159,159,3,108,587969
0,416038,383,383,4,62,415541
1,463493,101,101,3,78,462885
1,14001,394,394,4,153,13402
0,276224,138,138,4,80,275592
1,602338,321,321,4,91,601643
1,1845,389,389,2,86,1489
0,314714,123,123,4,24,314181
0,1473130,87,87,4,26,1472456
1,1134002,408,408,4,47,1133424
0,444695,31,31,4,110,444042
0,42175,386,386,4,149,41594
0,9261,129,129,4,41,8539
0,382637,57,57,4,157,382086
1,35038,304,304,4,120,34388
0,410050,250,250,4,22,409331
1,13194,350,350,3,104,12661
1,641578,83,83,4,53,640880
1,320021,423,423,4,96,319437
0,70385,301,301,4,158,69732
0,2893,384,384,4,147,2228
1,36160,19,19,4,52,35462
1,628319,186,186,3,63,627354
1,1066542,405,405,4,67,1065931
0,288480,176,176,4,98,287506
0,331967,155,155,4,133,331098
0,467996,365,365,4,163,467418
0,1344856,200,200,4,123,1344239
0,340144,413,413,4,97,339536
0,218124,168,168,4,20,217234
0,17055,48,48,4,41,16375
1,1049,287,287,4,66,204
1,789660,153,153,4,57,789061
1,874302,277,277,3,117,873739
1,281,10,10,5,71,3
0,16035,343,343,4,51,15472
1,301818,281,281,4,30,301183
1,6125,11,11,4,71,5631
0,578960,77,77,4,114,578253
0,1670681,28,28,4,122,1670067
1,538452,147,147,4,117,537880
0,278450,246,246,4,45,277617
0,473006,256,256,4,133,472107
0,16573,167,167,4,126,15977
0,1236,125,125,4,0,691
1,2152710,106,106,4,160,2152117
0,750998,202,202,4,131,750414
1,497850,297,297,4,41,497083
1,653543,84,84,4,53,652923
0,729959,96,96,4,16,729363
1,350824,414,414,2,97,350453
1,584282,134,134,4,6,583626
0,425782,143,143,2,46,425384
0,1183104,326,326,4,38,1182499
0,160801,403,403,4,48,160181
0,10872,104,104,3,101,10210
1,412598,283,283,4,44,411981
1,514088,296,296,4,41,513441
1,667099,4,4,4,6,666332
0,244449,291,291,4,119,243556
0,223254,292,292,4,22,222562
0,260483,178,178,4,98,259935
0,1078119,194,194,4,160,1077559
1,198335,42,42,4,6,197730
1,1243238,188,188,4,160,1242540
0,1109266,398,398,4,138,1108595
0,6197,387,387,4,154,5628
1,38888,79,79,4,55,38181
0,374682,41,41,4,16,374062
0,1420673,91,91,4,160,1420101
1,388432,196,196,2,72,388043
0,70633,59,59,4,126,70109
0,11230,374,374,4,125,10535
0,694973,308,308,4,68,694383
0,1677970,118,118,4,136,1677395
0,5761,375,375,4,21,5141
0,1886263,220,220,4,100,1885670
1,311313,422,422,4,135,310645
1,274287,174,174,4,97,273715
0,433446,207,207,4,5,432955
1,36542,385,385,4,149,35961
0,541203,103,103,4,63,540331
1,375081,122,122,4,24,374536
1,1142859,409,409,4,47,1142287
1,1481322,93,93,4,74,1480762
0,1261581,325,325,3,129,1260970
1,1739,6,6,4,33,1236
0,405277,142,142,4,30,404699
1,1581481,217,217,4,83,1580900
1,2442,288,288,4,28,1612
1,327963,424,424,4,96,327337
0,1411596,21,21,4,16,1410949
0,253089,179,179,4,20,252442
0,917604,276,276,4,100,916954
1,358436,280,280,2,55,358038
1,11470,47,47,2,126,11081
1,371048,279,279,4,97,370350
0,1943209,9,9,4,56,1942577
1,7470,271,271,4,126,6853
1,76266,282,282,4,46,75574
1,21243,14,14,4,15,20602
1,605996,241,241,4,6,605367
0,332148,411,411,4,97,331510
0,844685,368,368,3,112,844098
0,1875155,221,221,4,47,1874526
1,617680,236,236,4,14,617066
0,59685,49,49,4,75,58891
0,1611491,331,331,4,122,1610868
0,31626,357,357,4,21,31012
0,67780,415,415,4,30,67067
0,425359,251,251,4,22,424565
0,281837,180,180,4,98,281250
0,1169771,348,348,4,73,1169145
0,1200244,313,313,4,56,1199621
0,18926,390,390,4,151,18276
1,2115566,25,25,4,95,2114982
1,1109679,317,317,4,95,1109041
1,1559,51,51,4,41,987
0,413954,418,418,4,16,413337
0,128464,416,416,2,7,128075
1,1139142,316,316,4,56,1138561
0,385637,20,20,3,54,384969
1,1348,169,169,4,41,512
0,567879,381,381,2,87,567310
1,190891,66,66,4,97,190256
1,3660,197,197,4,41,3085
0,1001979,95,95,4,165,1001410
0,1671935,119,119,3,120,1671336
1,3008,165,165,4,143,2760
0,17644,349,349,4,155,17072
0,393310,284,284,4,10,392783
0,1025055,193,193,4,74,1024453
1,1654543,30,30,4,150,1654004
1,11006,13,13,4,139,10434
0,1840810,110,110,4,56,1840178
1,1182146,314,314,4,56,1181541
1,377041,363,363,4,24,376496
0,389569,252,252,4,109,388676
1,1235855,189,189,2,95,1235211
0,1806636,338,338,4,146,1806064
0,7249,53,53,4,41,6641
0,452612,285,285,4,95,451995
0,410649,144,144,2,30,410251
0,1121,2,2,4,162,531
0,690105,150,150,3,54,689434
0,7534,344,344,2,148,7151
0,14571,377,377,4,100,14272
0,237931,289,289,4,22,237338
0,622513,26,26,4,95,621803
0,253619,172,172,4,30,252897
0,244194,182,182,4,20,243160
0,1176204,399,399,4,5,1175530
1,668902,151,151,4,76,668282
1,22995,306,306,2,55,22609
1,47042,80,80,4,30,46335
1,6670,230,230,4,41,6140
1,462219,364,364,4,115,461563
0,1079,128,128,2,75,750
1,1784731,334,334,4,146,1784156
0,1392058,309,309,4,165,1391459
1,170789,68,68,4,30,170208
1,44727,395,395,3,64,44119
