Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,1474,51,50,9,1,9,24,0
1,34744,158,157,9,1,43,33178,0
0,4728447,71,70,8,0,24,4728247,1
0,673514,117,116,7,0,11,671973,1
1,192280,162,161,9,1,13,190928,0
1,2991723,155,154,9,1,43,2990299,1
0,98113,62,61,11,0,24,96665,1
0,234927,106,105,7,0,4,233464,1
0,3074,32,32,7,0,2,1527,1
1,117932,3,3,9,1,50,116413,1
1,194108,16,16,9,1,52,192547,1
1,45373,137,136,9,1,59,43850,0
0,1673892,128,127,0,0,45,1672390,1
1,56811,1,1,9,1,59,55260,1
1,34085,100,99,11,1,22,32568,0
1,13747,45,44,10,1,1,12274,0
1,4722977,92,91,9,1,46,4721453,1
1,55488,42,41,9,1,0,53963,1
1,6514,24,24,9,1,17,4976,1
1,1176353,119,118,9,1,21,1175359,1
1,397,21,21,9,1,8,120,0
1,268059,141,140,9,1,43,266604,0
0,1338858,64,63,8,0,58,1337821,0
0,140801,161,160,7,0,38,139203,0
0,3300734,68,67,7,0,24,3299619,0
1,147206,102,101,9,1,1,145692,1
0,4811681,75,74,7,0,24,4810350,1
1,1190683,121,120,9,1,55,1189121,1
1,1134,49,48,9,1,57,394,1
1,5469370,56,55,9,1,15,5468462,0
0,4592637,88,87,7,0,53,4591225,0
1,189308,104,103,9,1,22,187760,0
1,147872,14,14,9,1,52,146312,1
0,4790735,74,73,8,0,58,4789134,1
1,43444,101,100,12,1,22,41978,0
1,4055896,84,83,9,1,10,4054376,0
0,26455,58,57,11,0,58,24893,1
1,87159,61,60,11,1,15,85747,1
1,2653794,144,143,9,1,13,2652725,1
1,3085393,156,155,9,1,43,3083824,1
0,96632,122,121,7,0,34,95058,0
1,1587516,123,122,9,1,35,1585925,1
0,4918348,78,77,8,0,58,4916846,1
1,4097911,87,86,9,1,20,4096637,0
1,4785610,93,92,6,1,39,4785032,1
1,1565211,133,132,9,1,6,1563723,1
1,926246,63,62,13,1,15,924816,1
0,4109268,69,68,7,0,24,4108888,0
1,2900714,152,151,9,1,43,2899262,1
0,28198,38,37,7,0,38,26588,0
0,593688,114,113,7,0,4,592108,1
1,135030,13,13,9,1,52,133507,0
1,13271,47,46,9,1,18,11830,0
0,2161844,66,65,7,0,24,2161053,0
0,138222,160,159,8,0,38,136702,0
1,32771,50,49,9,1,57,31464,0
1,120397,12,12,9,1,52,118489,0
0,1783574,129,128,0,0,3,1782018,0
0,47692,59,58,11,0,40,46340,1
1,12451,46,45,9,1,19,11360,1
0,1629760,126,125,7,0,3,1628255,1
0,1799779,65,64,0,0,58,1798304,1
1,2790703,147,146,9,1,13,2789186,1
1,4871690,96,95,1,1,39,4870365,1
1,167770,15,15,9,1,52,166233,1
1,4866989,95,94,1,1,39,4866255,1
0,126989,140,139,8,0,12,125412,0
0,31216,39,38,8,0,54,29741,1
1,3088628,157,156,9,1,13,3087307,1
1,18623,36,162,9,1,49,18300,1
1,10546,20,20,9,1,19,9201,1
0,40024,6,6,7,0,36,38597,1
1,5571,33,33,9,1,49,4160,1
1,121323,4,4,9,1,50,119770,1
1,24394,7,7,9,1,31,23117,0
1,364495,110,109,9,1,22,363050,1
0,10563,52,51,7,0,56,9100,1
0,4877715,77,76,8,0,24,4876315,1
1,4696555,91,90,4,1,39,4695357,0
0,76678,60,59,11,0,24,74915,1
0,4782124,73,72,8,0,58,4781585,1
1,2842847,151,150,9,1,13,2842087,1
1,335414,109,108,9,1,22,333937,1
1,11536,9,9,9,1,42,10562,0
1,208752,105,104,9,1,1,207286,1
1,56392,10,10,9,1,42,54844,0
0,682801,118,117,8,0,4,681272,1
0,616961,115,114,7,0,11,615417,1
1,106612,2,2,9,1,50,106202,1
1,4907622,98,97,3,1,46,4906250,1
1,1633265,127,126,9,1,7,1631685,1
0,4776857,72,71,8,0,58,4776225,1
1,4912,19,19,9,1,19,4080,1
0,4967327,79,78,7,0,24,4966602,1
1,93783,159,158,9,1,43,92470,0
1,21634,30,30,10,1,24,20639,0
0,4874210,76,75,7,0,24,4872705,1
1,4685459,90,89,1,1,39,4683882,1
0,1579460,125,124,8,0,45,1577859,1
1,2794118,148,147,9,1,43,2793789,0
0,4803585,94,93,8,0,53,4802227,1
1,660088,116,115,9,1,22,658460,1
1,13354,34,34,9,1,29,11827,1
1,13439,25,25,9,1,44,11985,0
1,41821,41,40,9,1,0,40324,1
0,5282553,81,80,7,0,24,5281459,0
1,1565816,124,123,9,1,7,1564291,1
0,2882434,67,66,8,0,24,2880989,0
0,1789201,130,129,0,0,3,1788008,0
1,2963001,153,152,9,1,13,2961642,0
1,70716,138,137,9,1,51,69197,0
1,1494614,132,131,9,1,6,1493022,1
1,12732,29,29,10,1,42,11219,1
1,16779,35,35,9,1,49,15187,1
1,38437,136,135,9,1,48,36916,0
0,1792811,131,130,0,0,3,1791306,0
0,2586486,143,142,8,0,28,2584942,0
0,23403,31,31,7,0,37,22009,1
1,4496,23,23,9,1,32,3127,1
1,546312,113,112,9,1,1,544894,1
0,4064628,85,84,0,0,62,4063192,0
1,6249,27,27,9,1,44,4591,0
1,15374,54,53,9,1,3,14245,0
1,1622,57,56,11,1,27,585,1
1,2436,18,18,9,1,25,1291,1
1,56650,37,36,9,1,49,55175,1
0,47277,43,42,8,0,46,45691,0
0,19432,0,0,8,0,5,17837,1
1,2810144,150,149,9,1,25,2809842,1
0,5380636,82,81,7,0,24,5379008,0
1,9494,53,52,9,1,16,7965,1
1,29574,17,17,9,1,47,28997,0
0,8343,28,28,7,0,41,6676,1
0,4971029,80,79,7,0,24,4969470,1
1,35078,135,134,9,1,59,33526,0
0,309925,108,107,8,0,11,308399,0
0,22070,22,22,7,0,30,20550,0
1,69439,11,11,9,1,26,67885,0
1,19005,48,47,9,1,23,17968,1
1,501101,111,110,9,1,22,499566,1
0,4542881,70,69,7,0,24,4541535,0
1,138167,5,5,9,1,50,137305,1
1,63306,44,43,9,1,38,61772,0
0,1057855,83,82,8,0,51,1056242,1
0,4658068,89,88,7,0,53,4656557,0
1,4875012,97,96,5,1,39,4874521,1
1,511211,112,111,3,1,1,509571,1
1,4930611,99,98,2,1,46,4929155,0
