Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Strand_Orientation
0,1037760,370,370,0,1037092,1
1,18293,404,404,1,17649,0
0,1236,126,126,0,691,0
0,55025,360,360,0,54438,0
0,1457890,90,90,0,1457246,0
0,487260,206,206,0,486679,1
0,1995197,223,223,0,1994529,0
0,9057,388,388,0,8128,0
1,28680,132,132,1,27985,0
0,622513,28,28,0,621803,0
0,807166,156,156,0,806492,1
1,112468,401,401,1,111971,0
0,4870,342,342,0,4217,0
0,2682,269,269,0,1954,0
0,163066,9,9,0,162521,1
0,1943209,10,10,0,1942577,0
0,735451,97,97,0,734867,0
0,1357417,313,313,0,1356881,1
0,1481322,93,93,0,1480762,1
0,36247,73,73,0,35642,1
0,1187163,348,348,0,1186465,0
0,120884,36,36,0,120498,0
0,1894275,111,111,0,1893637,1
0,438865,353,353,0,438233,0
0,308712,371,371,0,308044,0
0,1033564,302,302,0,1032920,0
0,1578872,120,120,0,1578312,0
0,77237,62,62,0,76545,0
0,17407,266,266,0,16820,0
0,497483,127,127,0,496893,0
0,1707996,30,30,0,1707370,1
0,6677,380,380,0,6162,1
0,278070,228,228,0,277438,1
0,1686468,112,112,0,1685914,0
0,477620,211,211,0,476973,0
0,565167,383,383,0,564760,0
0,3882,128,128,0,3223,1
0,1685667,117,117,0,1685527,0
0,4704,235,235,0,4066,0
0,1645,357,357,0,1004,0
0,376974,57,57,0,376393,1
0,767988,276,276,0,767290,0
0,426818,141,141,0,426186,1
0,7249,55,55,0,6641,0
0,265007,264,264,0,264339,0
0,28027,46,46,0,27344,0
0,1118634,322,322,0,1117975,1
0,30799,74,74,0,30158,1
0,159847,68,68,0,159101,1
0,694973,310,310,0,694383,0
0,1610144,115,115,0,1609563,0
0,487905,173,173,0,487330,0
1,356421,430,430,1,355831,1
0,1921473,108,108,0,1920904,1
0,10499,40,40,0,10110,1
0,1739252,338,338,0,1738602,0
0,515441,212,212,0,514617,0
0,1109679,319,319,0,1109041,1
1,347837,19,19,1,347313,0
0,250738,326,326,0,250097,0
0,4939,8,8,0,4241,1
0,570400,76,76,0,569783,0
1,544317,150,150,1,543658,0
0,52129,270,270,0,51491,0
1,19103,381,381,1,18480,1
0,4829,263,263,0,4128,0
0,599763,238,238,0,598996,1
0,430625,13,13,0,430509,0
0,1142859,409,409,0,1142287,1
0,339516,231,231,0,338926,0
0,1413348,215,215,0,1412725,1
0,1066542,405,405,0,1065931,1
0,15668,346,346,0,15015,0
0,6518,307,307,0,5874,1
0,26110,309,309,0,25487,1
1,504309,428,428,1,503911,1
0,610947,368,368,0,610288,1
0,1935320,222,222,0,1934724,0
0,216763,325,325,0,216122,0
1,588625,161,161,1,587969,1
0,412598,286,286,0,411981,1
1,463493,102,102,1,462885,1
0,14001,394,394,0,13402,1
0,276224,140,140,0,275592,0
0,602338,323,323,0,601643,1
0,1845,389,389,0,1489,1
0,314714,123,123,0,314181,0
0,1464254,89,89,0,1463646,0
0,1100102,407,407,0,1099440,1
0,444695,33,33,0,444042,0
0,42175,386,386,0,41594,0
0,1079,130,130,0,750,0
0,382637,59,59,0,382086,0
0,35038,306,306,0,34388,1
0,410050,253,253,0,409331,0
1,13194,351,351,1,12661,1
0,641578,83,83,0,640880,1
0,320021,423,423,0,319437,1
0,70385,303,303,0,69732,0
0,2893,384,384,0,2228,0
0,36160,21,21,0,35462,1
1,628319,188,188,1,627354,1
1,978860,281,281,1,978390,0
0,288480,178,178,0,287506,0
0,331967,157,157,0,331098,0
0,467996,366,366,0,467418,0
0,1344856,203,203,0,1344239,0
0,340144,413,413,0,339536,0
0,218124,170,170,0,217234,0
0,11303,52,52,0,10641,1
0,12594,202,202,0,11959,1
0,789660,155,155,0,789061,1
0,855201,25,25,0,854569,1
0,873,6,6,0,262,1
0,16035,344,344,0,15472,0
0,301818,284,284,0,301183,1
0,281,11,11,0,3,1
0,578960,77,77,0,578253,0
0,1665163,31,31,0,1664528,0
0,538452,149,149,0,537880,1
0,278450,249,249,0,277617,0
0,473006,259,259,0,472107,0
0,10738,169,169,0,10142,1
1,15631,124,124,1,14972,0
0,2130876,105,105,0,2130250,1
0,750998,205,205,0,750414,0
0,497850,299,299,0,497083,1
0,653543,84,84,0,652923,1
0,698962,98,98,0,698387,1
0,350824,414,414,0,350453,1
0,584282,136,136,0,583626,1
0,425782,145,145,0,425384,0
0,1183104,328,328,0,1182499,0
0,160801,403,403,0,160181,0
0,6106,95,95,0,5495,1
0,393310,287,287,0,392783,0
0,514088,298,298,0,513441,1
0,667099,5,5,0,666332,1
0,244449,293,293,0,243556,0
0,223254,294,294,0,222562,0
0,260483,180,180,0,259935,0
0,1069989,198,198,0,1069351,0
0,198335,44,44,0,197730,1
0,1235855,191,191,0,1235211,1
0,1109266,398,398,0,1108595,0
0,6197,387,387,0,5628,0
0,38888,79,79,0,38181,1
0,2159962,329,329,0,2159390,0
0,1411596,23,23,0,1410949,0
0,2152710,106,106,0,2152117,1
0,22912,60,60,0,22523,0
0,2442,290,290,0,1612,1
0,673589,189,189,0,672981,1
1,1671935,119,119,1,1671336,0
0,11230,375,375,0,10535,0
0,1875155,225,225,0,1874526,0
0,311313,422,422,0,310645,1
0,274287,176,176,0,273715,1
0,433446,210,210,0,432955,0
0,36542,385,385,0,35961,1
0,541203,104,104,0,540331,0
0,375081,122,122,0,374536,1
0,1134002,408,408,0,1133424,1
0,1473130,88,88,0,1472456,0
1,1261581,327,327,1,1260970,0
0,1121,3,3,0,531,0
0,405277,144,144,0,404699,0
0,1581481,220,220,0,1580900,1
0,1049,289,289,0,204,1
0,327963,424,424,0,327337,1
0,1392058,311,311,0,1391459,0
0,253089,181,181,0,252442,0
0,897457,278,278,0,896894,0
0,358436,283,283,0,358038,1
0,782,48,48,0,129,1
0,371048,282,282,0,370350,1
0,1932015,107,107,0,1931470,0
0,7470,274,274,0,6853,1
0,76266,285,285,0,75574,1
0,16265,14,14,0,15666,1
0,605996,244,244,0,605367,1
0,332148,411,411,0,331510,0
1,844685,369,369,1,844098,0
0,1790185,226,226,0,1789544,1
0,617680,239,239,0,617066,1
0,17055,50,50,0,16375,0
0,1591262,333,333,0,1590720,0
0,31626,358,358,0,31012,0
0,67780,415,415,0,67067,0
0,425359,254,254,0,424565,0
0,281837,182,182,0,281250,0
0,1169771,349,349,0,1169145,0
0,1192370,318,318,0,1191744,1
0,18926,390,390,0,18276,0
0,2103139,227,227,0,2102468,1
0,1094415,321,321,0,1093786,1
0,59685,51,51,0,58891,0
0,395098,43,43,0,394403,1
0,128464,416,416,0,128075,0
0,1132814,320,320,0,1132212,1
1,385637,22,22,1,384969,0
0,26079,168,168,0,25390,0
0,567879,382,382,0,567310,0
0,190891,67,67,0,190256,1
0,7816,172,172,0,6941,1
0,756041,100,100,0,755460,1
0,1653046,113,113,0,1652444,1
0,7200,138,138,0,6637,0
0,17644,350,350,0,17072,0
0,388432,199,199,0,388043,1
0,1001979,96,96,0,1001410,0
0,1611491,332,332,0,1610868,0
0,6125,12,12,0,5631,1
0,1806636,339,339,0,1806064,0
0,1150552,317,317,0,1149983,1
0,377041,364,364,0,376496,1
0,389569,255,255,0,388676,0
0,1212108,314,314,0,1211533,0
0,1793869,335,335,0,1793264,1
0,1559,53,53,0,987,1
0,421453,417,417,0,420860,0
0,410649,146,146,0,410251,0
1,2936,1,1,1,2637,1
1,690105,152,152,1,689434,0
0,7534,345,345,0,7151,0
0,8892,377,377,0,8245,0
0,237931,291,291,0,237338,0
0,615493,18,18,0,614912,0
0,253619,174,174,0,252897,0
0,244194,184,184,0,243160,0
0,1176204,399,399,0,1175530,0
0,668902,153,153,0,668282,1
0,22995,308,308,0,22609,1
0,47042,80,80,0,46335,1
0,3660,200,200,0,3085,1
0,462219,365,365,0,461563,1
0,10321,129,129,0,9749,0
1,1773473,336,336,1,1772775,1
0,1368555,312,312,0,1367977,1
0,170789,69,69,0,170208,1
1,44727,395,395,1,44119,1
0,917604,279,279,0,916954,0
0,7294,267,267,0,6638,0
0,6256,133,133,0,5888,0
0,633393,82,82,0,632488,1
1,1947,16,16,1,1330,1
0,1604078,116,116,0,1603452,0
0,219644,72,72,0,218985,1
0,1579,4,4,0,1004,1
0,462632,143,143,0,462006,0
0,1707,379,379,0,1054,0
0,555039,78,78,0,554104,0
1,891600,277,277,1,891058,1
0,522983,297,297,0,522417,1
0,897652,246,246,0,897068,0
0,445439,137,137,0,444747,0
0,5761,376,376,0,5141,0
0,407298,187,187,0,406639,0
0,95645,65,65,0,95094,1
0,296809,421,421,0,296102,1
0,438791,34,34,0,438168,1
0,296422,250,250,0,295724,0
0,311595,412,412,0,311224,1
0,39701,54,54,0,39237,1
1,22510,56,56,1,21845,0
0,262228,39,39,0,261515,0
0,603114,243,243,0,602248,1
0,610905,160,160,0,610333,0
1,862102,247,247,1,861431,0
0,8700,17,17,0,8095,0
0,1439745,91,91,0,1439215,1
0,9539,201,201,0,8904,1
0,367683,158,158,0,367096,0
0,11825,47,47,0,11139,0
0,406686,142,142,0,406078,0
0,32545,268,268,0,31979,0
0,2027,41,41,0,1341,0
0,465000,355,355,0,464038,0
1,874302,280,280,1,873739,1
0,1522297,87,87,0,1521722,0
0,456160,324,324,0,455483,0
0,9111,134,134,0,8734,0
0,478938,103,103,0,478315,0
0,494817,207,207,0,494134,1
0,21792,347,347,0,21193,0
0,649380,242,242,0,648745,1
1,499409,367,367,1,498789,0
0,21840,236,236,0,21079,0
0,551183,233,233,0,550740,0
0,53116,397,397,0,52718,0
0,302673,251,251,0,302005,0
0,633183,240,240,0,632827,1
0,1148872,410,410,0,1148204,0
0,548259,147,147,0,547909,0
0,627298,101,101,0,626603,1
0,555039,429,429,0,554545,1
0,269583,420,420,0,268954,0
0,1587490,217,217,0,1586741,0
0,1038285,195,195,0,1037734,1
0,266589,179,179,0,265723,0
0,21892,341,341,0,21179,0
0,400683,58,58,0,400036,1
0,1863,45,45,0,1279,0
0,564291,151,151,0,563632,1
0,1722444,340,340,0,1721857,1
0,1850809,110,110,0,1850192,1
0,1081012,406,406,0,1080440,1
0,217404,24,24,0,216745,0
0,2115566,27,27,0,2114982,1
0,5418,237,237,0,4696,1
0,266951,177,177,0,266226,0
0,643220,204,204,0,642618,0
0,238595,175,175,0,237978,1
0,174019,66,66,0,173294,1
0,33533,391,391,0,32910,1
0,66227,305,305,0,65685,0
0,1032696,196,196,0,1032121,1
0,1279824,192,192,0,1279111,1
0,549268,75,75,0,548651,0
1,1738968,29,29,1,1738420,0
0,110877,159,159,0,110344,1
1,44362,304,304,1,43754,1
0,375323,426,426,0,374682,1
0,1871216,109,109,0,1870641,0
0,48963,359,359,0,48349,0
0,57983,64,64,0,57381,1
0,559332,148,148,0,558976,0
0,21243,15,15,0,20602,1
1,807869,26,26,1,807330,1
0,17246,272,272,0,16593,0
0,11667,265,265,0,10975,1
0,1182146,316,316,0,1181541,1
0,777907,154,154,0,777242,0
0,474095,356,356,0,473496,0
0,548591,232,232,0,548190,0
0,1654543,32,32,0,1654004,1
0,15815,362,362,0,15231,0
0,417430,209,209,0,416753,1
0,50225,396,396,0,49587,0
0,23909,363,363,0,23259,0
0,1886263,224,224,0,1885670,0
0,1420673,92,92,0,1420101,0
0,1628056,218,218,0,1627475,0
0,5356,352,352,0,4736,1
0,272757,183,183,0,271798,0
0,422988,186,186,0,422386,0
0,431207,427,427,0,430704,0
0,563485,94,94,0,563114,0
0,1739,7,7,0,1236,1
0,488252,257,257,0,487683,0
0,2141017,330,330,0,2140400,0
0,305429,373,373,0,304515,0
1,210445,139,139,1,209840,1
0,636879,163,163,0,636250,1
0,2091750,38,38,0,2091055,1
0,211634,419,419,0,211245,0
0,34921,273,273,0,34262,1
0,1570983,121,121,0,1570405,1
0,596495,164,164,0,595866,0
0,3008,167,167,0,2760,1
0,491431,300,300,0,490859,1
0,458814,354,354,0,458125,0
0,283286,425,425,0,282588,0
1,11424,42,42,1,10828,0
0,1306828,214,214,0,1306226,1
0,14571,378,378,0,14272,0
0,9261,131,131,0,8539,0
0,70633,61,61,0,70109,0
0,1677970,118,118,0,1677395,0
0,566496,301,301,0,565864,1
0,1200244,315,315,0,1199621,0
0,8071,393,393,0,7124,1
0,631273,162,162,0,630704,1
0,1299223,190,190,0,1298663,0
1,1337715,216,216,1,1337152,0
1,893116,245,245,1,892445,1
0,102031,0,0,0,101630,1
0,452612,288,288,0,451995,0
0,542828,295,295,0,542232,1
0,2067976,37,37,0,2067425,0
0,632235,86,86,0,631654,1
0,253563,292,292,0,252895,0
0,1060193,194,194,0,1059636,1
0,54130,400,400,0,53294,1
1,225709,70,70,1,225092,1
0,2016292,331,331,0,2015537,0
0,55031,271,271,0,54300,0
0,42738,392,392,0,42403,1
0,683253,99,99,0,682675,0
0,930600,248,248,0,929947,1
0,510533,431,431,0,509916,0
0,1637787,114,114,0,1637185,1
0,602022,165,165,0,601444,0
0,9693,361,361,0,9067,0
0,325661,372,372,0,325122,0
0,85370,63,63,0,84681,0
0,482096,260,260,0,481446,0
0,152203,402,402,0,151562,0
0,1348,171,171,0,512,1
0,459742,256,256,0,459083,0
0,8984,262,262,0,8412,1
0,285006,252,252,0,284026,0
0,786,374,374,0,88,0
0,521226,213,213,0,520573,0
0,1896,261,261,0,1198,1
0,423275,208,208,0,422700,0
0,297265,230,230,0,296609,0
0,413954,418,418,0,413337,0
0,3185,166,166,0,2544,1
0,410431,185,185,0,409799,0
0,717564,275,275,0,716974,1
0,497547,258,258,0,496699,0
0,1973331,334,334,0,1972666,0
0,9993,35,35,0,9376,1
0,12963,343,343,0,12349,0
0,1274037,193,193,0,1273459,1
1,2090413,221,221,1,2089832,1
0,203566,71,71,0,203195,1
0,641268,241,241,0,640657,1
0,1749740,337,337,0,1749048,0
0,537100,296,296,0,536468,1
0,4555,135,135,0,3962,0
0,1078119,197,197,0,1077559,0
0,567898,125,125,0,567485,0
0,6670,234,234,0,6140,1
0,55203,81,81,0,54550,0
0,288418,229,229,0,287768,0
0,165971,20,20,0,165327,0
0,627125,85,85,0,626559,1
0,1646736,219,219,0,1646206,0
0,11470,49,49,0,11081,1
0,661517,2,2,0,660867,1
