TimeZone,OpenStreetMapRelationId,CommonsCategory,MusicBrainzAreaId,ExecutiveBody,EncyclopediaOfChinaThirdEditionId,EncyclopdiaBritannicaOnlineId,TripAdvisorId,MuseumDigitalPlaceId,FreebaseId,LegislativeBody,INaturalistPlaceId,HeadOfGovernment,FastId,CapitalCity,CurlieId,WorldCatEntitiesId,CiNiiResearchId,FlagImage,WhosOnFirstId,Country,FipsCode,NdlAuthorityId,WorldCatIdentitiesIdSuperseded,MainCategory,GoogleNewsTopicsId,GeoNlpIdObsolete,LibraryOfCongressAuthorityId,CoatOfArmsImage,GoogleMapsCustomerId,LocatorMapImage,ViafId,GettyThesaurusOfGeographicNamesId,ReplacedBy,GeoNamesId,BabelNetId,Woeid,ArchInformLocationId,DeAgostiniId,PopulationCount,QuoraTopicId,NacsisCatAuthorId,NationalLibraryOfIsraelJ9uId,OnlinePwnEncyclopediaId,NicoNicoPediaId,MainTemplate,GndId
1,1761820.0,5,9,3,,4,8,,3,3,34907.0,2,,3,0,6,,5,102031531.0,2,6,300530.0,3,4,5,9,9,4,,7,259005992.0,,6,1856942.0,5,5,17314.0,3,194460.0,4,6,9.870075552687052e+17,3942107.0,0,0,6
0,2689476.0,4,6,3,326365.0,3,6,23981.0,7,3,,7,1211511.0,1,6,4,1.1400007916501664e+18,4,102031627.0,1,6,265320.0,0,3,2,8,5,8,9.856676542989455e+18,5,154774996.0,1140451.0,4,1859635.0,4,0,1165.0,2,1539522.0,3,3,9.870075480378052e+17,3921345.0,4,0,2
1,1768185.0,7,3,4,,6,7,23830.0,1,5,10931.0,5,,4,4,0,1.1405637416515667e+18,7,85672807.0,0,3,259491.0,0,7,5,5,3,5,,3,126663953.0,7016797.0,5,1853226.0,5,5,5036.0,3,7343100.0,7,0,9.870075620826052e+17,,2,3,5
1,2689487.0,3,1,2,330490.0,2,5,17233.0,8,2,10918.0,4,1207897.0,7,3,1,1.1405637417947478e+18,3,85672805.0,0,2,258390.0,0,2,0,7,2,3,1.2946758361692987e+18,4,170687681.0,7016696.0,3,1860291.0,3,3,2812.0,1,9216009.0,2,1,9.870075619299052e+17,,7,2,1
1,3578391.0,9,4,6,,8,8,24042.0,2,7,10940.0,6,,2,0,5,,9,85672821.0,0,5,258043.0,0,9,5,3,6,7,,9,140725036.0,7016854.0,0,1848649.0,5,5,3164.0,3,803963.0,9,6,9.870075503059052e+17,,3,5,3
1,2689481.0,6,5,3,,5,0,,5,4,34118.0,8,1213825.0,3,0,3,1.1405637416457271e+18,6,102031421.0,1,6,298379.0,0,6,4,0,7,9,1.8331252890728968e+19,8,259896603.0,1081168.0,9,1853293.0,2,1,,4,722973.0,6,5,9.870075668630052e+17,3971077.0,6,0,6
1,2679957.0,1,0,0,333197.0,1,4,23960.0,0,0,10907.0,3,1214103.0,0,1,6,1.140563741752013e+18,1,85672797.0,0,0,260113.0,2,1,3,4,8,1,2.0689728655977664e+18,1,147756698.0,1000971.0,2,2113014.0,1,2,2714.0,0,6279002.0,0,4,9.870075668365052e+17,,1,1,4
1,3795658.0,2,8,1,322655.0,0,3,,9,1,13078.0,0,,5,2,6,,2,85672761.0,0,1,258064.0,0,5,5,2,0,2,,2,,1000985.0,1,2130037.0,5,5,,3,5432200.0,1,6,,,0,0,6
1,1760124.0,0,2,3,,0,2,,4,3,34874.0,2,,3,0,6,,0,,2,6,267516.0,0,0,5,6,4,0,,0,157107829.0,1003915.0,7,1865750.0,5,5,5418.0,3,682326.0,5,6,9.870075597858052e+17,,0,0,6
1,3578391.0,9,4,6,,8,8,24042.0,2,7,10940.0,6,,2,0,5,,9,85672821.0,0,5,258043.0,0,9,5,3,6,7,,9,140725036.0,7016854.0,0,1848649.0,5,5,3164.0,3,803963.0,9,6,9.870075503059052e+17,,3,5,3
1,2679957.0,1,0,0,333197.0,1,4,23960.0,0,0,10907.0,3,1214103.0,0,1,6,1.140563741752013e+18,1,85672797.0,0,0,260113.0,2,1,3,4,8,1,2.0689728655977664e+18,1,147756698.0,1000971.0,2,2113014.0,1,2,2714.0,0,6279002.0,0,4,9.870075668365052e+17,,1,1,4
1,1760124.0,0,2,3,,0,2,,4,3,34874.0,2,,3,0,6,,0,,2,6,267516.0,0,0,5,6,4,0,,0,157107829.0,1003915.0,7,1865750.0,5,5,5418.0,3,682326.0,5,6,9.870075597858052e+17,,0,0,6
1,1543125.0,8,7,5,322504.0,7,1,1660.0,6,6,10935.0,1,1204835.0,6,5,2,1.1400007916230801e+18,8,85672817.0,0,4,280764.0,1,8,1,1,1,6,3.315038050925878e+18,6,140713831.0,1001032.0,8,1850144.0,0,4,3168.0,5,14264798.0,8,2,9.870075596350052e+17,3987787.0,5,4,0
1,1768185.0,7,3,4,,6,7,23830.0,1,5,10931.0,5,,4,4,0,1.1405637416515667e+18,7,85672807.0,0,3,259491.0,0,7,5,5,3,5,,3,126663953.0,7016797.0,5,1853226.0,5,5,5036.0,3,7343100.0,7,0,9.870075620826052e+17,,2,3,5
1,2689481.0,6,5,3,,5,0,,5,4,34118.0,8,1213825.0,3,0,3,1.1405637416457271e+18,6,102031421.0,1,6,298379.0,0,6,4,0,7,9,1.8331252890728968e+19,8,259896603.0,1081168.0,9,1853293.0,2,1,,4,722973.0,6,5,9.870075668630052e+17,3971077.0,6,0,6
