Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position
0,513253,105,0,512495
0,1465514,80,0,1464672
0,25097,63,0,24648
1,1795788,49,0,1795339
1,360949,38,0,360191
1,2126663,22,0,2125983
0,106626,2,0,106183
1,1512529,18,0,1511897
0,1801028,85,0,1800459
0,215252,107,0,214692
0,455384,88,0,454782
0,18478,13,0,17702
1,522763,58,0,521789
0,615111,31,0,614353
1,334491,39,0,333733
0,398960,28,0,398058
0,203789,70,0,203085
1,390327,11,0,389875
1,5270,62,0,4815
1,1249825,37,0,1249373
1,548988,16,0,548008
1,382758,90,0,382141
1,1915099,48,0,1914353
1,1404526,45,0,1403861
0,229245,104,0,228751
1,447197,92,0,446745
0,47774,65,0,46746
0,215868,25,0,215278
1,2055769,82,0,2055320
1,213832,24,0,212933
1,404244,67,0,403621
1,171000,40,2,170227
1,1351182,74,0,1350433
0,469905,61,0,469240
0,190450,99,0,190100
0,1500372,19,0,1500022
0,19040,56,0,18594
0,1292754,34,0,1292116
0,293595,59,0,292942
1,504446,93,0,503646
1,491545,94,0,490745
1,1335494,35,0,1334871
0,311877,52,1,310678
1,516832,14,0,515849
1,930230,66,0,929781
1,1962152,47,0,1961658
1,2108845,50,0,2108303
0,24241,27,0,23690
1,369901,12,0,369557
1,561672,68,0,560914
0,1327169,36,0,1326369
1,17745,71,0,16912
0,529567,21,0,528818
0,249191,32,0,247920
1,1040614,101,0,1040054
1,374729,77,1,373830
0,258510,79,0,258202
1,981065,42,0,980400
0,3241,97,0,2789
1,2054734,8,0,2054069
0,249755,33,0,248955
0,354499,30,0,353846
0,21345,87,0,20596
1,541726,15,0,540743
1,1188592,75,0,1187834
0,398759,78,0,398094
1,30522,86,0,29761
0,2006097,83,0,2005645
1,2046738,9,0,2046013
1,989439,20,0,989029
1,543870,102,0,542632
0,835812,95,3,835600
1,985522,41,0,984710
0,873951,10,0,873346
1,976756,43,0,976091
0,2720,96,0,1839
0,574747,29,0,573722
0,1771495,46,0,1771046
0,439937,91,0,439305
0,25672,64,0,25139
0,1055868,57,0,1055320
0,1133852,98,0,1133403
1,6198,5,0,5503
0,58473,1,0,57784
1,260224,53,0,259535
1,2014286,51,0,2013333
1,3147,54,0,2389
0,121362,106,0,120919
0,407069,60,0,406629
0,192020,69,0,191304
1,16682,72,0,16377
0,187539,4,0,186739
1,1589372,23,0,1589025
1,1379076,73,0,1378327
1,1474,7,0,1025
1,972438,44,0,971773
1,26420,55,0,25257
1,1694721,6,1,1693825
1,430215,103,0,429457
1,2189977,81,0,2189303
0,4118,26,0,3549
0,45033,89,0,44497
1,166893,3,0,166510
0,1027295,100,0,1026840
0,1966887,84,0,1966264
1,582312,0,0,581629
1,1125325,76,0,1124525
0,1533448,17,0,1532690
