Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,1169344,40,40,1158920
1,7614,2,0,1030
1,609988,156,156,605538
0,1211309,161,161,1200861
1,71128,80,80,60752
1,18759,150,150,8548
1,52109,55,55,41772
1,18044,36,36,13358
0,424181,137,137,413739
0,225503,222,222,215040
0,1026196,140,140,1015775
0,330111,108,108,322282
1,458221,50,50,447770
0,328819,64,64,318764
0,18045,172,172,7588
1,83617,100,100,73238
0,743366,13,13,733188
0,775910,130,130,765552
1,22103,169,169,14689
0,332104,166,166,321641
1,7780,9,9,2
0,818767,119,119,810066
0,573981,157,157,563530
1,459416,61,61,449073
1,5380,25,25,2
1,214744,10,10,206012
1,31572,74,74,21127
1,63253,173,173,52823
0,286931,190,190,283691
0,149649,114,114,143326
1,14171,178,178,4392
1,11492,31,31,5925
1,26884,60,60,16478
1,45907,205,205,38978
0,13390,159,159,2987
0,193120,183,183,183374
0,9732,191,191,1
1,1233807,176,176,1224493
1,62951,93,93,52593
1,970184,184,184,959784
1,138304,215,215,127910
1,13701,151,151,3220
0,328850,46,46,318795
1,5595,7,7,1
0,213628,99,99,203258
0,24168,111,111,13795
1,31191,120,120,20812
0,3034,90,90,2
1,347060,219,219,339083
1,127990,148,148,117557
1,390898,218,218,380639
1,60872,206,206,50520
1,141214,129,129,130814
0,842551,211,211,832124
0,475972,76,76,470489
1,534898,112,112,529028
1,47512,123,123,39092
0,2345983,164,164,2335691
0,33876,199,199,23431
0,2017022,5,5,2011656
0,796435,41,41,786038
0,908777,37,37,898398
0,1020605,200,200,1014285
1,25728,92,92,21774
0,13163,65,65,2601
0,789447,212,212,779023
0,7954,192,192,2
1,229560,213,213,219184
0,1028641,19,19,1018586
1,69531,217,217,59128
0,5243,68,68,2
0,9826,22,22,2831
1,12411,132,132,1858
0,6482,4,4,3
1,78813,196,196,72588
1,12312,195,195,7990
1,40663,197,197,30197
1,24830,101,101,14646
0,288082,208,208,277652
1,64484,127,127,55971
1,127475,170,170,117093
1,32850,186,186,28143
0,207695,52,52,204667
1,36235,216,216,25871
0,11147,32,32,4143
0,1351353,153,153,1340908
0,30892,73,73,20468
0,745319,39,39,734937
1,353296,96,96,348857
0,7476,0,1,127
1,21015,75,75,14486
0,5481,154,154,1
1,5231,26,26,1
1,78745,63,63,68291
0,574518,141,141,565420
1,27113,193,193,16665
0,647211,115,115,636820
1,802151,14,14,791817
0,65194,21,21,54806
1,6388,122,122,323
0,296067,109,109,288610
0,62219,38,38,51870
1,19188,33,33,11071
1,34912,168,168,27714
0,239506,160,160,231410
0,217558,3,3,208664
1,52443,43,43,42064
0,5929,149,149,3
1,35770,42,42,25298
0,5956,20,20,733
0,586972,45,45,576509
1,88568,198,198,78117
0,13525,107,107,3143
0,623676,89,89,613279
1,11537,174,174,1098
0,505288,12,12,494840
1,39653,24,24,33702
1,158064,214,214,147781
1,54831,125,125,44338
1,1392969,104,104,1382515
0,2345195,165,165,2334792
0,5893,35,35,1
0,1174010,188,188,1168695
0,595061,48,48,584655
1,89016,117,117,78604
1,487135,84,84,478468
0,3341,189,189,3
0,5467,72,72,2
1,225073,34,34,217409
1,6046,78,78,2
0,610602,139,139,600223
0,548110,152,152,541838
0,8611,116,116,3
1,940675,88,88,930293
0,566844,202,202,556376
1,94486,145,145,84056
1,19647,54,54,9304
1,1142692,87,87,1136952
1,17336,67,67,6891
1,6309,69,69,1
0,6144,62,62,3
0,796416,187,187,789632
0,252780,210,210,242332
0,6275,17,17,3
1,9243,23,23,3028
0,230403,209,209,222871
0,638425,171,171,628055
1,54812,6,6,50482
0,5690,77,77,3
1,6239,134,134,3
0,47046,57,57,36631
0,1352921,106,106,1342479
0,536745,47,47,531839
0,1415129,8,8,1406220
1,53597,30,30,43140
0,6877,29,29,2
1,82139,162,162,71676
1,571446,180,180,561022
1,97751,79,79,91272
1,40882,91,91,30431
0,64329,97,97,53935
0,19778,82,82,9420
1,409474,179,179,399029
0,501262,102,102,494255
0,1441553,105,105,1431102
0,736142,224,224,726108
0,18102,16,16,7759
0,635740,95,95,625292
1,29124,135,135,18715
0,510863,220,220,500484
0,347622,83,83,337195
0,8750,11,11,352
1,12299,144,144,2049
0,816094,66,66,805796
0,424985,124,124,418893
1,11317,85,85,5433
0,902706,94,94,892584
0,656937,155,155,646543
0,400877,70,70,396354
0,490459,110,110,480062
1,188433,128,128,178087
1,34480,143,143,24017
1,76316,28,28,71757
0,571102,15,15,563645
0,508446,158,158,497998
1,22907,1,2,17262
1,72152,147,147,61794
1,7036,194,194,1
0,1048694,136,136,1038261
1,14711,133,133,4479
1,5905,53,53,1
1,8139,177,177,1
1,15047,121,121,4680
1,563694,142,142,556752
1,46671,98,98,36289
0,138943,49,49,131411
0,682115,113,113,675892
0,656716,86,86,646334
0,56068,175,175,45617
0,2370774,163,163,2360422
1,107347,18,18,100946
1,364951,59,59,356759
1,79790,207,207,69342
0,698669,81,81,688299
0,545365,221,221,535076
1,7213,71,71,1
1,12287,131,131,1776
0,572820,182,182,566630
1,1301475,103,103,1291027
1,53674,203,203,43286
0,7785,138,138,1726
0,1049310,58,58,1038856
1,22220,223,223,11901
1,934030,201,201,926063
0,243214,167,167,232769
0,685626,118,118,675331
1,5029,27,27,2
0,780586,126,126,770171
1,12152,204,204,4158
1,102066,44,44,91621
1,19621,51,51,13649
1,6015,146,146,103
1,600090,181,181,589645
0,9497,185,185,3
1,364064,56,56,353619
