Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,493953,87,87,493609
0,9446,81,81,7647
0,5255,73,73,2763
0,287968,35,35,286817
1,2113129,4,4,2112008
0,456990,38,38,456034
0,524283,28,28,523744
0,446968,56,56,445976
1,389254,84,84,388238
0,415,77,77,74
0,34900,83,83,34403
1,1568049,33,33,1567459
0,806760,70,70,805210
1,752839,23,23,752246
1,1050401,92,92,1050087
1,434997,7,7,434554
0,796791,67,67,795304
1,57693,63,63,56791
1,1786875,47,47,1786159
0,776048,25,25,775092
0,155295,90,90,154171
0,14817,15,15,14209
0,74492,20,20,73803
1,1037381,93,93,1036476
0,1751697,6,6,1751281
0,318778,36,36,318386
1,1078009,0,0,1077569
0,994934,12,12,993237
0,556441,27,27,555500
0,1575106,48,48,1574483
0,810033,66,66,808633
1,1226536,43,43,1225625
0,292232,49,49,291777
1,520133,88,88,519183
1,579,45,45,1
0,1605890,79,79,1605162
1,1285729,42,42,1284860
0,767190,26,26,766081
1,145136,59,59,143469
1,6256,13,13,4343
1,3678,41,41,1996
0,415202,8,8,414870
0,457660,39,39,457121
1,26464,54,54,24623
0,43740,64,64,43105
1,623355,24,24,622414
0,310242,37,37,309811
0,409340,95,95,408633
1,14261,89,89,11517
1,69017,91,91,68592
1,1643722,31,31,1642802
1,84542,19,19,84111
1,2665,11,11,1541
1,1180888,78,78,1179752
0,309976,52,52,309383
1,598,60,60,2
0,876723,51,51,875551
1,1445532,21,21,1444765
1,829655,3,3,828978
1,1493,82,82,471
1,1115404,69,69,1114712
1,2418,10,10,715
1,447558,86,86,447142
0,1735953,72,72,1735636
0,1067748,80,80,1067248
1,2026309,9,9,2025506
1,483,18,18,1
0,1735532,71,71,1734645
1,647282,5,5,646296
0,787501,68,68,786539
1,18905,62,62,17574
0,703062,65,65,702091
0,1021876,55,55,1021316
1,3924,61,61,2239
0,302448,34,34,301999
0,796821,75,75,795886
1,15756,44,44,14755
0,232541,29,29,231249
0,459577,76,76,458618
0,747945,58,58,745645
0,156954,97,97,155782
1,479784,85,85,478387
0,12112,17,17,11726
1,3821,14,14,1521
0,1680779,32,32,1680060
1,11816,46,46,9516
1,571767,74,74,570709
1,1658775,30,30,1658077
0,1430208,22,22,1429318
0,1217,96,96,24
1,75990,1,1,74263
1,828817,2,2,828224
0,408301,94,94,407363
0,1000,40,40,2
0,571876,57,57,570902
1,2307,50,50,1621
0,322283,53,53,321357
0,11716,16,16,11321
