Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,7608,40,40,1,6745,5,1
1,326018,100,100,1,323649,5,0
1,476915,36,36,1,476025,5,0
0,346408,203,203,0,346178,4,1
1,216862,123,123,1,214952,5,0
1,80177,230,230,1,78453,5,1
1,8014,82,82,1,5234,5,1
1,557,89,89,1,3,5,1
1,74182,14,14,1,73355,5,1
0,346850,202,202,0,346512,2,1
1,921959,63,63,1,919047,5,0
1,1129891,144,144,1,1128836,5,0
1,2216,39,39,1,1884,5,0
1,56787,222,222,1,55507,5,1
1,612,69,69,1,103,5,1
1,929,173,173,1,3,5,0
1,9109,151,151,1,6119,5,1
1,35665,149,149,1,33647,5,1
1,223303,154,154,1,221369,5,0
1,30441,194,194,1,27628,5,1
1,1839347,129,129,1,1836461,5,0
1,67398,220,220,1,66466,5,1
1,122795,34,34,1,121053,5,0
1,1121147,212,212,1,1120731,5,0
1,216652,229,229,1,216302,5,1
1,53404,239,239,1,53066,5,1
1,20561,118,118,1,20007,5,1
1,215357,60,60,1,214062,5,1
1,543960,135,135,1,542011,5,0
1,23503,234,234,1,21764,5,1
1,57738,223,223,1,56893,5,1
1,857583,107,107,1,854629,5,0
1,615828,185,185,1,612868,5,0
1,3521,174,174,1,564,5,0
1,640889,121,121,1,638082,5,0
1,119855,180,180,1,118959,5,1
1,351059,62,62,1,348930,5,0
0,157631,183,183,0,157230,2,0
0,218,153,153,0,3,1,0
1,578507,186,186,1,577500,5,0
1,835,4,4,1,1,5,0
1,12423,125,125,1,10753,5,1
1,100170,26,26,1,98553,5,1
1,76293,27,27,1,74227,5,1
1,17384,122,122,1,15111,5,1
1,395,199,199,1,3,5,1
0,1415811,19,19,0,1415230,1,0
1,229154,238,238,1,227562,5,0
1,64517,120,120,1,64071,5,1
1,10942,198,198,1,10619,5,1
1,45868,110,110,1,44981,5,1
1,10805,104,104,1,10074,5,0
1,706956,35,35,1,704473,5,0
0,4265,64,64,0,3411,2,0
1,8105,57,57,1,5802,5,1
1,1034156,72,72,1,1031220,5,0
1,1842055,207,207,1,1840004,5,0
1,7838,213,213,1,7741,5,1
1,794,8,8,1,3,5,0
0,1231,13,13,0,899,1,1
1,51751,105,105,1,49106,5,0
1,2332647,197,197,1,2330257,5,0
1,114401,61,61,1,112584,5,1
1,41471,155,155,1,39177,5,1
1,1399795,23,23,1,1397420,5,0
1,6985,80,80,1,4031,5,1
1,46358,90,90,1,44298,5,1
1,1122061,143,143,1,1121249,5,0
1,535,6,6,1,1,5,0
1,11717,175,175,1,11061,5,0
1,629366,206,206,1,627348,5,0
1,34648,29,29,1,31775,5,1
1,56420,156,156,1,55923,5,1
1,42976,227,227,1,42014,5,1
1,2400,165,165,1,211,5,0
1,3058,137,137,1,647,5,0
1,33980,163,163,1,31590,5,1
1,358301,171,171,1,355485,5,0
0,202126,75,75,0,201683,2,0
1,83691,195,195,1,83233,5,1
1,33312,78,78,1,32212,5,1
1,1050263,157,157,1,1049748,5,0
1,368350,48,48,1,367493,5,0
1,23148,138,138,1,20869,5,1
1,877,16,16,1,2,5,0
1,1381,101,101,1,2,5,0
0,1130987,145,145,0,1130442,1,0
1,33975,33,33,1,32362,5,1
1,47107,231,231,1,46339,5,1
1,25397,150,150,1,23602,5,1
1,2035,127,127,1,1445,5,0
1,254233,179,179,1,251879,5,1
0,282,116,116,0,1,2,1
1,903359,159,159,1,902475,5,0
1,3364,169,169,1,1112,5,0
1,8634,58,58,1,6310,5,0
1,6051,108,108,1,3256,5,0
1,88109,217,217,1,87465,5,0
1,147,10,10,1,1,5,0
1,36817,148,148,1,35931,5,1
1,15156,24,24,1,14362,5,1
1,944659,160,160,1,941918,5,1
1,513917,236,236,1,513297,5,0
1,24472,187,187,1,23342,5,1
1,46075,232,232,1,44094,5,1
1,4117,224,224,1,1346,5,1
1,1991,177,177,1,321,5,1
1,7580,85,85,1,6150,5,1
1,317768,191,191,1,315381,5,0
0,581031,237,237,0,580762,2,0
1,783875,67,67,1,783721,5,0
1,929,17,17,1,492,5,0
1,6341,59,59,1,3546,5,0
1,28634,140,140,1,28311,5,1
1,392192,103,103,1,389835,5,0
0,2270,56,56,0,1968,0,1
0,17833,30,30,0,17345,1,1
1,609376,205,205,1,606950,5,0
1,2735,214,214,1,1362,5,1
1,1444050,22,22,1,1442287,5,0
1,6226,11,11,1,4295,5,0
1,481120,106,106,1,478592,5,0
1,215,5,5,1,3,5,0
1,2208,142,142,1,1,5,1
1,15743,204,204,1,15195,5,1
1,4959,98,98,1,2632,5,0
1,38673,88,88,1,38134,5,1
1,2184398,84,84,1,2181870,5,1
1,781276,166,166,1,779186,5,0
1,46181,182,182,1,45609,5,1
1,703894,112,112,1,701207,5,0
0,2011553,3,3,0,2010699,3,0
1,4564,43,43,1,2810,5,1
1,1582,12,12,1,692,5,1
1,3052,54,54,1,605,5,0
1,498493,235,235,1,497942,5,0
1,6017,219,219,1,3066,5,0
1,4965,124,124,1,2173,5,1
1,585603,188,188,1,583600,5,0
1,2706,86,86,1,1,5,1
1,89160,181,181,1,86623,5,1
1,88412,93,93,1,86619,5,1
1,101201,25,25,1,100433,5,1
1,6087,15,15,1,4936,5,1
1,1639600,196,196,1,1637255,5,0
1,1686,2,2,1,1,5,1
1,10351,176,176,1,7736,5,1
1,1338938,192,192,1,1337487,5,0
1,699100,70,70,1,696140,5,0
1,16367,31,31,1,13620,5,1
1,1153652,146,146,1,1152030,5,0
1,32383,200,200,1,29822,5,0
1,69602,81,81,1,68706,5,1
1,71222,126,126,1,69540,5,1
1,18217,117,117,1,15659,5,0
1,57820,32,32,1,56951,5,0
1,73875,209,209,1,71692,5,1
1,5666,168,168,1,3972,5,0
1,267665,225,225,1,267153,5,0
1,578251,162,162,1,576644,5,0
1,475584,94,94,1,473026,5,0
1,583,158,158,1,2,5,0
1,2783,37,37,1,909,5,1
1,56560,221,221,1,55610,5,1
1,453362,130,130,1,452610,5,0
1,11981,102,102,1,9216,5,0
1,915785,190,190,1,913926,5,0
1,772241,46,46,1,769332,5,0
1,228,18,18,1,1,5,0
0,2248,20,20,0,1520,1,1
