time_zone,google_knowledge_graph_id,latitude,postal_code,fact_grid_item_id,koatuu_id,country_name,longitude,elevation_meters,administrative_entity
0,432,46.1845638889,68502.0,620,5124755100.0,1,29.1494944444,84.0,236
0,267,48.0972222222,,296,1413567000.0,1,38.135,174.0,131
0,143,49.9058333333,62457.0,27,6325155800.0,1,36.0641666667,150.0,85
0,416,49.8516666667,62466.0,543,6325159100.0,1,36.2277777778,142.0,85
0,111,49.9138888889,62458.0,437,6325158200.0,1,36.175,103.0,85
0,361,49.0702777778,84431.0,678,1423056000.0,1,37.6913888889,80.0,126
0,122,47.1597222222,87591.0,688,1412365600.0,1,37.4869444444,39.0,135
0,432,45.0936111111,296574.0,382,124355500.0,1,33.568333333300004,,156
0,219,48.1127777778,86397.0,84,1412147000.0,1,38.3108333333,141.0,295
0,432,46.362875,75200.0,554,6525455100.0,1,33.5302027778,20.0,156
0,432,47.9652777778,86195.0,323,1413568100.0,1,38.0311111111,,131
0,432,48.4947222222,94455.0,677,4421456200.0,1,39.5036111111,55.0,141
0,115,48.1780751425,,137,1222655400.0,1,36.483032177,168.0,46
0,412,50.9263888889,45109.0,158,724555300.0,1,25.3,182.0,201
0,341,48.6644444444,84536.0,657,1410345600.0,1,38.0183333333,113.0,4
0,71,48.2058333333,24700.0,434,523255100.0,1,28.8888888889,232.0,184
0,129,48.0858333333,,481,1414448000.0,1,38.6941666667,295.0,223
0,293,48.6758333333,93720.0,478,4424556200.0,1,38.765,66.0,76
0,432,50.6,12101.0,544,1821155100.0,1,28.45,208.0,89
0,420,48.2562925805,52900.0,324,1222655100.0,1,36.7312899095,176.0,46
0,432,49.9666666667,30455.0,125,6825555300.0,1,27.2166666667,267.0,216
0,432,48.0,90564.0,521,2124456200.0,1,23.6991666667,235.0,242
0,432,51.2023166667,11401.0,343,1823755100.0,1,29.0813944444,144.0,150
0,349,51.0794722222,42320.0,545,5924756200.0,1,34.78,,230
0,204,48.0844444444,85486.0,551,1413846500.0,1,37.3094444444,198.0,209
0,432,50.4172222222,12720.0,211,1820655700.0,1,27.8380555556,234.0,298
0,228,48.1144444444,,351,1413566500.0,1,38.1605555556,124.0,131
0,432,45.7691666667,,460,123955100.0,1,33.4855555556,12.0,156
0,273,45.5655555556,96186.0,83,121155400.0,1,34.3063888889,472.0,156
0,276,46.6791388889,,11,6510165300.0,1,32.7227777778,,87
0,311,48.1972222222,,157,1412045900.0,1,38.2833333333,192.0,281
0,432,49.3913888889,,505,3224255100.0,1,30.1916666667,181.0,228
0,385,48.7713888889,93290.0,349,4412145400.0,1,38.62,,60
0,356,48.405904694,52520.0,199,1224855300.0,1,35.2734454237,152.0,234
0,66,49.7477777778,22131.0,176,510541000.0,1,28.7866666667,305.0,156
0,244,49.3372222222,81741.0,110,4621555300.0,1,24.1052777778,,229
0,432,51.1602777778,11023.0,142,1824455300.0,1,27.9727777778,224.0,173
0,432,44.5625,98646.0,266,111947400.0,1,34.2930555556,30.0,278
0,432,48.3938888889,92006.0,693,4422256800.0,1,39.1536111111,78.0,124
0,326,47.9986111111,86594.0,44,1414445600.0,1,38.8272222222,241.0,223
0,3,47.8616666667,56301.0,97,4822355100.0,1,30.5930555556,158.0,156
0,432,45.3427777778,97200.0,203,125255100.0,0,34.9283333333,19.0,156
0,432,46.5844444444,67553.0,625,5122755900.0,1,30.9341666667,,36
0,30,46.8124722222,74822.0,307,6523583001.0,1,33.5648888889,58.0,156
0,332,48.9144444444,93490.0,684,4412945900.0,1,38.5152777778,,218
0,432,51.3,15558.0,116,7425555200.0,1,30.9333333333,,31
0,38,47.9666666667,86196.0,325,1413569700.0,1,38.0708333333,154.0,131
0,432,49.9477777778,81050.0,584,4625856500.0,1,23.5319444444,258.0,280
0,432,51.0763888889,7053.0,270,3223556100.0,1,29.6375,151.0,186
0,432,49.8694444444,62489.0,23,6325155600.0,1,36.2719444444,114.0,85
0,316,47.0736111111,87632.0,484,1423655400.0,1,38.1602777778,0.0,159
0,432,46.6638888889,,606,5123955400.0,1,29.9708333333,11.0,127
0,227,47.4962305556,74200.0,368,6524155100.0,1,33.9229694444,80.0,156
0,161,48.3564888889,28200.0,360,3523455100.0,1,32.6466277778,114.0,108
0,348,51.7197222222,16220.0,440,7422255500.0,1,32.85,,158
0,177,49.2330692512,39070.0,120,5320655400.0,1,33.1320371282,89.0,61
0,432,49.945,80671.0,431,4620355400.0,1,25.3263888889,368.0,22
0,325,47.1808333333,74500.0,640,6521255100.0,1,33.9427222222,85.0,156
0,432,48.95,32423.0,495,6821855700.0,1,26.55,240.0,78
0,432,51.3122222222,34240.0,527,5625055500.0,1,27.025,161.0,197
0,432,51.5661111111,16200.0,254,7422255100.0,1,32.9508333333,126.0,158
0,150,48.5806277778,,391,1411745300.0,1,37.6115694444,84.0,54
0,294,46.2516666667,,332,6523255400.0,1,33.47,16.0,156
0,251,47.9944444444,,340,4412346700.0,1,39.4730555556,145.0,51
0,80,49.9505555556,62042.0,259,6323555400.0,1,35.1163888889,,106
0,330,48.12027778,,8,1414445300.0,1,38.6975,159.0,223
0,24,47.9333333333,55104.0,271,4823955100.0,1,30.3333333333,96.0,156
0,383,48.8397222222,,631,1424255600.0,1,37.4980555556,72.0,222
0,432,49.1166666667,,173,6825255400.0,1,26.35,313.0,78
0,193,48.2469444444,,129,4411645400.0,1,38.8091666667,,90
0,402,48.5575233624,,14,1222055300.0,1,34.4627848198,100.0,81
0,432,49.9666666667,80600.0,394,4620655600.0,1,24.8833333333,232.0,26
0,168,48.2321972222,26600.0,86,3524355100.0,1,30.8778833333,93.0,91
0,432,51.2133333333,11021.0,377,1824456000.0,1,28.0019444444,198.0,173
0,432,48.4666666667,89636.0,242,2122755300.0,1,22.7666666667,132.0,143
0,10,46.3731358383,72563.0,221,2320355400.0,1,35.3675498798,10.0,276
0,314,48.6013027778,26223.0,494,3523155700.0,1,31.2952166667,,165
0,169,48.2997222222,94434.0,638,4411447400.0,1,39.6127777778,,141
0,432,51.3891666667,11114.0,421,1824255400.0,1,28.8625,191.0,179
