Gene_Type,Genomic_End_Position,Gene_Db_Id,Gene_Label,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,1160395,347,347,56,1159709,0
1,18293,404,404,156,17649,0
0,7200,135,135,24,6637,0
0,55025,359,359,100,54438,0
0,1464254,88,88,96,1463646,0
0,494817,203,203,14,494134,1
0,2016292,329,329,62,2015537,0
0,9057,388,388,90,8128,0
0,4555,132,132,130,3962,0
0,683253,98,98,58,682675,0
1,844685,368,368,112,844098,0
1,112468,401,401,37,111971,0
0,4870,340,340,139,4217,0
0,2682,265,265,130,1954,0
0,163066,8,8,142,162521,1
0,1955674,332,332,160,1955171,0
0,756041,99,99,96,755460,1
0,1368555,309,309,75,1367977,1
0,1487064,92,92,28,1486369,1
0,36247,72,72,63,35642,1
0,265007,259,259,5,264339,0
0,120884,34,34,106,120498,0
0,1921473,108,108,58,1920904,1
0,458814,352,352,99,458125,0
0,308712,370,370,26,308044,0
0,548591,226,226,41,548190,0
0,1604078,116,116,75,1603452,0
0,85370,61,61,76,84681,0
0,17407,262,262,42,16820,0
0,1033564,299,299,167,1032920,0
1,1738968,27,27,41,1738420,0
0,6677,379,379,89,6162,1
0,278070,222,222,157,277438,1
0,1731530,336,336,58,1730895,0
0,477620,206,206,112,476973,0
0,567879,381,381,88,567310,0
0,10321,126,126,42,9749,0
0,1686468,112,112,96,1685914,0
0,7629,230,230,42,6979,0
0,1645,356,356,104,1004,0
0,376974,55,55,150,376393,1
1,807869,24,24,117,807330,1
0,426818,138,138,128,426186,1
0,39701,52,52,42,39237,1
0,307213,260,260,14,306524,0
0,782,46,46,126,129,1
0,1132814,317,317,58,1132212,1
0,30799,73,73,67,30158,1
0,159847,67,67,98,159101,1
0,717564,271,271,122,716974,1
0,1637787,114,114,58,1637185,1
0,487905,170,170,150,487330,0
1,356421,430,430,137,355831,1
0,1932015,107,107,96,1931470,0
0,2027,39,39,71,1341,0
0,1743790,335,335,58,1743146,0
0,515441,207,207,65,514617,0
0,1118634,319,319,152,1117975,1
1,347837,17,17,9,347313,0
0,250738,323,323,157,250097,0
0,1579,3,3,166,1004,1
0,570400,76,76,114,569783,0
0,552848,146,146,163,552180,1
0,52129,266,266,130,51491,0
1,19103,380,380,31,18480,1
0,4829,258,258,38,4128,0
0,599763,233,233,6,598996,1
0,430625,12,12,133,430509,0
0,1148872,410,410,34,1148204,0
0,339516,225,225,82,338926,0
0,1581481,215,215,84,1580900,1
0,1081012,406,406,169,1080440,1
0,15668,344,344,20,15015,0
0,6518,304,304,150,5874,1
0,26110,306,306,31,25487,1
1,504309,428,428,145,503911,1
0,668902,150,150,77,668282,1
0,1995197,217,217,149,1994529,0
0,216763,322,322,143,216122,0
1,588625,158,158,108,587969,1
0,416038,383,383,64,415541,0
1,463493,101,101,79,462885,1
0,14001,394,394,153,13402,1
1,385637,20,20,56,384969,0
0,602338,320,320,92,601643,1
0,1845,389,389,87,1489,1
0,314714,123,123,25,314181,0
0,1473130,87,87,27,1472456,0
0,1134002,408,408,48,1133424,1
0,444695,31,31,110,444042,0
0,42175,386,386,149,41594,0
0,9261,128,128,42,8539,0
0,382637,57,57,157,382086,0
0,35038,303,303,120,34388,1
0,410050,248,248,23,409331,0
1,13194,349,349,105,12661,1
0,641578,83,83,55,640880,1
0,320021,423,423,97,319437,1
0,70385,300,300,158,69732,0
0,2893,384,384,147,2228,0
0,36160,19,19,54,35462,1
1,628319,184,184,65,627354,1
0,1066542,405,405,69,1065931,1
0,438865,351,351,21,438233,0
0,331967,154,154,133,331098,0
1,499409,366,366,56,498789,0
0,262228,37,37,168,261515,0
0,340144,413,413,98,339536,0
0,218124,167,167,21,217234,0
0,17055,48,48,42,16375,0
