Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,301826,243,243,1,86,299487
1,125132,82,82,1,46,122370
0,387675,28,28,0,101,385183
0,736453,80,80,2,70,733583
1,190552,81,81,1,50,188093
1,1516533,43,43,1,60,1514173
0,476728,161,161,1,104,474101
1,54199,31,31,1,45,51578
1,988200,209,209,1,34,985546
1,1062895,234,234,1,82,1060310
0,246580,88,88,1,6,243767
0,758419,46,46,1,21,756089
0,488327,205,205,2,22,485541
0,322020,237,237,0,90,319249
0,33755,25,25,1,54,30969
1,423886,68,68,1,115,421607
1,993191,44,44,1,60,990858
1,1150558,195,195,0,85,1147775
0,1152306,223,223,1,114,1149583
0,1161129,168,168,1,110,1158613
1,32977,217,217,0,113,30248
1,33431,24,24,1,95,30843
1,504459,248,248,1,109,501763
1,1757922,191,191,1,33,1755496
0,553480,176,176,2,64,550610
0,16153,29,29,1,45,13502
0,355891,245,245,1,115,353552
0,309384,109,109,1,120,306937
0,25495,52,52,1,95,22811
1,8691,198,198,1,29,6085
0,200907,151,151,1,48,198367
1,15222,214,214,1,8,12538
0,867065,115,115,1,70,864531
1,1966199,102,102,1,39,1963551
0,557682,143,143,1,104,555076
0,1024944,233,233,1,82,1022305
0,556640,255,255,1,94,553878
0,1176004,167,167,1,102,1173581
1,156435,33,33,2,82,153649
1,447956,179,179,1,63,445458
0,735391,127,127,1,71,733043
0,1102343,227,227,1,75,1099539
0,1314205,91,91,1,110,1311887
1,1034195,211,211,1,5,1031508
1,650434,39,39,2,37,647633
1,1800605,107,107,1,71,1797939
0,187941,232,232,1,36,185287
0,17633,20,20,0,63,14982
0,4209,120,120,1,66,1423
0,198843,126,126,1,76,196225
0,1065877,201,201,1,108,1063010
0,432191,134,134,1,17,429708
0,536061,258,258,1,84,533287
1,568671,175,175,1,2,566338
0,1123469,222,222,0,91,1120611
0,443238,159,159,1,103,440629
0,422008,203,203,1,32,419294
1,125047,38,38,1,43,122324
1,50888,153,153,1,51,48174
0,119436,257,257,1,14,116878
0,622377,41,41,1,10,620053
0,404953,163,163,1,84,402317
1,352788,252,252,1,108,350182
0,185153,22,22,1,129,182502
0,389747,166,166,0,127,387120
1,373899,27,27,1,26,371611
0,475012,141,141,1,112,472298
0,7162,18,18,1,45,4697
0,378614,165,165,1,84,375975
1,23290,219,219,1,71,20606
0,9867,62,62,1,95,7462
0,473501,204,204,2,121,470631
0,1713823,7,7,1,83,1711409
0,381075,238,238,1,17,378301
0,14845,49,49,2,50,11996
0,8092,215,215,1,43,5759
1,13979,200,200,0,0,11352
0,1053239,111,111,1,3,1050549
0,15062,87,87,1,45,12438
1,1100880,197,197,0,38,1098211
1,8115,174,174,2,44,5269
1,379418,172,172,1,51,376740
1,2047179,187,187,1,78,2044399
1,665447,75,75,2,22,662586
0,519004,254,254,1,72,516413
0,1324430,90,90,1,60,1322082
0,1156973,236,236,1,30,1154469
1,9580,199,199,0,37,6749
0,428427,89,89,2,81,425755
1,1096585,235,235,1,98,1093946
0,810651,171,171,1,123,808318
0,12594,152,152,1,45,9967
1,9089,218,218,1,23,6579
0,45075,123,123,0,25,42286
1,1611964,99,99,0,80,1609262
0,1828534,106,106,1,82,1825916
1,483376,96,96,1,105,480707
0,1865809,104,104,1,71,1862957
0,139709,256,256,1,87,138117
0,404584,117,117,1,89,402206
0,1731005,193,193,2,9,1728183
1,2060220,186,186,1,98,2057611
0,255561,16,16,0,38,253126
1,12158,10,10,1,53,9363
0,21771,85,85,1,45,19363
0,506933,17,17,2,70,504105
0,465591,164,164,1,111,462814
1,292921,246,246,1,118,290183
0,579976,259,259,1,84,577358
1,16377,145,145,1,45,13513
1,199898,35,35,0,90,197364
0,1633076,189,189,0,28,1630521
0,602587,42,42,1,82,600077
0,768058,77,77,1,70,765323
1,1129346,170,170,1,60,1126764
0,20976,59,59,1,10,18310
0,5331,150,150,1,95,2932
1,204433,64,64,1,44,201761
0,1825289,190,190,1,60,1822929
0,700388,14,14,1,104,697620
1,6553,119,119,1,61,4166
0,1169591,224,224,2,105,1166769
1,21057,156,156,1,43,18763
1,565683,139,139,1,115,563344
0,262330,244,244,1,81,259847
0,1251196,183,183,1,119,1248512
1,1015945,210,210,1,70,1013150
1,1147282,169,169,1,60,1144757
1,721934,76,76,1,34,719244
0,1582479,188,188,0,93,1579936
1,237391,72,72,1,20,234584
1,218715,57,57,1,69,215884
0,11062,4,4,1,35,8450
1,1570228,98,98,3,40,1568267
0,308185,67,67,0,85,306188
0,561205,47,47,1,117,558770
0,410579,135,135,1,17,407808
0,57145,58,58,2,88,54284
0,849988,207,207,1,77,847319
1,456596,15,15,1,36,453903
1,60414,228,228,1,13,57859
1,1007699,208,208,1,70,1005114
1,7898,9,9,1,62,5274
0,245264,50,50,1,2,242583
0,4732,122,122,1,95,2051
0,21506,60,60,1,95,18858
1,23129,125,125,2,95,20358
0,472189,71,71,1,48,469499
0,1014233,133,133,0,28,1011738
0,34218,61,61,1,95,31414
1,2102129,101,101,1,98,2099463
1,82609,137,137,2,41,79808
0,1317329,97,97,1,83,1314768
1,396615,253,253,0,11,394090
1,585607,83,83,1,118,583331
1,10603,6,6,2,1,7772
1,460231,148,148,1,24,457457
0,276688,212,212,0,93,274223
1,187696,250,250,1,15,185057
1,10893,92,92,1,58,8359
1,4709,30,30,1,50,2067
1,13678,157,157,1,16,10931
1,14331,231,231,1,24,11776
1,1650945,11,11,1,126,1648582
0,7054,121,121,1,50,4541
0,476059,149,149,0,101,473501
1,3590,213,213,1,29,942
0,1816759,192,192,1,110,1814429
1,2010450,108,108,1,111,2008033
1,529696,178,178,1,64,526820
0,280853,65,65,1,128,278046
0,436968,247,247,0,79,434224
1,408724,138,138,0,31,406415
0,1036042,116,116,1,122,1033382
0,25731,8,8,2,56,22858
0,35248,53,53,1,95,32438
1,2099,2,2,3,125,3
0,903444,114,114,0,47,900637
1,559805,147,147,0,89,557001
1,2171498,185,185,1,98,2169063
0,817323,79,79,1,70,814468
1,35322,194,194,1,61,32611
0,585177,206,206,2,22,582301
1,41459,220,220,2,105,38613
1,594398,177,177,1,7,592146
0,421319,162,162,1,127,418704
0,16042,110,110,2,50,13142
1,629809,112,112,2,7,627020
1,620072,45,45,1,92,617640
1,86749,154,154,0,67,84020
0,1115182,221,221,1,75,1112378
0,546370,48,48,1,92,543824
0,22835,146,146,1,95,20457
0,65602,23,23,1,45,62846
0,321121,173,173,1,93,318503
1,3099,86,86,1,50,313
1,2201057,56,56,1,110,2198634
0,1882048,103,103,0,116,1879670
0,2065088,100,100,0,28,2062416
1,8030,144,144,1,50,5538
1,54570,26,26,2,54,51787
1,12466,230,230,1,99,9926
0,1745786,12,12,1,71,1743231
0,1189938,226,226,1,106,1187140
1,596823,95,95,1,117,594229
1,565358,84,84,1,110,563163
1,935144,130,130,1,82,932427
1,7331,93,93,2,59,4482
1,167573,36,36,2,27,164778
1,191757,113,113,1,57,188965
1,344245,13,13,1,96,341906
1,205713,249,249,1,19,202903
0,546874,142,142,1,103,544250
0,1851640,105,105,1,78,1848668
0,468388,69,69,2,77,465485
0,14547,19,19,1,45,12235
0,425184,136,136,1,52,422410
1,249052,73,73,1,4,246272
0,7271,21,21,1,95,4884
0,3982,1,1,1,68,1541
0,71558,155,155,0,74,69066
0,399549,239,239,1,52,396772
0,11601,40,40,1,50,9187
1,175571,94,94,1,100,172800
0,110238,229,229,2,97,107374
0,783613,78,78,1,34,780839
1,8573,216,216,1,63,6039
1,7513,3,3,1,124,4757
1,171781,0,0,3,42,169685
1,221070,140,140,1,82,218443
1,1484951,184,184,2,44,1482129
1,880730,132,132,1,39,877992
1,12861,241,241,1,106,10087
0,763632,128,128,1,71,761305
1,1152001,182,182,0,107,1149578
0,184674,5,5,1,92,182293
1,194602,251,251,2,82,191840
1,2180588,55,55,1,55,2178147
1,17047,37,37,1,102,14579
0,256062,181,181,1,120,253732
0,1181628,225,225,1,75,1179322
1,2776,51,51,0,12,113
1,950785,131,131,1,39,948302
0,8596,124,124,1,50,5819
0,24923,63,63,1,18,22032
0,42017,202,202,0,49,39222
0,1200167,196,196,1,34,1197396
0,696919,74,74,1,22,694046
0,316755,118,118,0,91,314314
0,428401,70,70,1,73,425663
0,388287,240,240,1,114,385492
0,2113696,54,54,0,28,2111357
0,272153,66,66,1,70,269451
1,22052,242,242,1,9,19278
0,222070,180,180,1,65,219359
1,775880,129,129,1,78,773208
0,432436,160,160,0,60,429818
1,180486,34,34,1,41,177754
1,11536,32,32,1,50,9554
0,15093,158,158,2,129,12226
