Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,1662950,13,13,1661937
0,384182,75,75,382887
0,1957918,57,57,1956215
0,740372,23,23,739299
1,1356346,48,48,1354634
0,401051,45,45,400292
0,545819,22,22,544815
0,807440,72,72,806025
0,120630,14,14,119065
0,2350,5,5,965
1,183296,63,63,181743
1,96204,71,71,95182
1,2122182,2,2,2120788
0,434782,74,74,433358
1,373406,51,51,371496
1,276965,34,34,276033
1,2133734,55,55,2133172
0,1720929,30,30,1719919
0,802557,79,79,801154
0,432759,19,19,431323
0,428550,44,44,427162
0,406809,78,78,405529
0,423414,18,18,422794
0,488962,26,26,488378
1,603942,61,61,602953
1,649350,3,3,647746
1,1053526,27,27,1052240
0,428424,40,40,427006
0,532018,81,81,530630
0,6897,4,4,5479
0,413826,41,41,412408
1,1480218,11,11,1478512
0,1111176,69,69,1109698
0,168069,0,0,166519
0,406516,39,39,405110
1,5338,43,43,4406
0,461547,46,46,460189
1,21584,9,9,19890
0,489416,6,6,489063
0,3277,17,17,1805
1,375903,7,7,374896
0,445437,42,42,444157
1,464293,20,20,462872
1,5790,24,24,4375
1,17774,66,66,16488
0,1623870,29,29,1622425
0,1178108,70,70,1176633
0,1206373,50,50,1204937
0,915863,35,35,915636
1,10843,64,64,9875
0,2077637,31,31,2076276
1,161,65,65,3
0,4346,59,59,2898
0,411951,36,36,410611
0,1613551,56,56,1612028
1,486119,28,28,484647
1,21672,12,12,20227
1,848504,1,1,847224
1,1885991,15,15,1884423
0,229325,58,58,227910
0,42175,60,60,40730
0,1861827,33,33,1860490
1,2138530,54,54,2137184
1,6645,68,68,5179
0,401095,21,21,399644
0,440871,73,73,439477
0,129767,80,80,128835
1,1181813,53,53,1181490
0,377047,76,76,375671
1,407538,25,25,407386
0,395492,77,77,394080
0,19699,10,10,17999
0,1461,38,38,1
0,1673448,16,16,1672462
1,56906,8,8,55425
0,5370,62,62,3925
0,587224,82,82,585836
0,1876953,32,32,1875676
1,1345315,49,49,1343381
0,385849,47,47,384458
0,18574,37,37,17966
0,1142020,52,52,1140743
1,39044,67,67,37485
