Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,28251,116,116,27310
0,497232,50,50,497002
0,1220025,98,98,1218841
0,2356,7,7,188
1,553680,112,112,551527
0,17469,87,87,15220
0,551749,32,32,551012
1,160581,125,125,159610
1,17708,30,30,16425
0,802663,58,58,801878
1,501852,59,59,499696
1,1105132,107,107,1103840
1,590889,96,96,588715
0,2355697,100,100,2354525
1,5081,19,19,2874
0,2356776,6,6,2355799
0,1431,21,21,1
0,1193345,106,106,1191366
0,195717,5,5,194815
1,395040,111,111,392911
0,1058918,109,109,1056777
1,114991,85,85,114542
1,161676,78,78,160684
1,5239,49,49,3059
1,2942,34,34,882
1,603844,97,97,602780
1,18169,8,8,16115
0,508321,33,33,506186
1,32651,27,27,31587
0,646319,103,103,643902
1,346367,41,41,344166
0,2001346,64,64,1998842
0,705460,51,51,703286
0,203063,81,81,200871
0,5373,104,104,3175
1,80858,14,14,80019
0,53186,22,22,51024
1,18788,26,26,16752
1,9199,105,105,7001
0,305003,101,101,302736
0,194168,89,89,192141
1,605835,114,114,604711
1,302402,44,44,301785
1,628874,56,56,628374
1,1560715,16,16,1558235
1,141673,126,126,140918
1,38921,60,60,36609
1,352533,110,110,352018
0,879776,20,20,877512
1,229342,93,93,227192
1,6731,35,35,4560
1,628270,37,37,627785
0,875271,71,71,874933
1,53693,57,57,52560
1,1092022,122,122,1090076
1,45587,119,119,43530
1,2117,25,25,3
0,573072,94,94,571858
0,10034,9,9,9492
1,64228,75,75,62066
1,238993,67,67,236726
0,479217,79,79,477172
0,606833,36,36,604902
1,356850,24,24,356083
0,6331,18,18,3935
1,69895,4,4,67685
1,27802,123,123,25553
1,4270,23,23,3989
0,149082,120,120,147823
0,551317,83,83,549344
1,85717,39,39,84713
0,12912,3,3,12295
1,116089,76,76,115388
0,24063,90,90,21859
0,399746,92,92,397836
0,551038,38,38,548948
1,258202,88,88,255983
1,7513,2,2,7115
0,522056,129,129,520707
0,560632,53,53,560198
1,8796,43,43,6766
0,242101,45,45,241769
0,742170,80,80,739927
0,13846,12,12,12761
1,886828,77,77,884852
0,656983,70,70,654773
1,29812,132,132,28472
1,45873,86,86,43711
0,2323,66,66,1850
0,510087,17,17,508918
1,20468,95,95,18309
1,3818,117,117,2061
1,2179419,99,99,2176948
0,143770,130,130,141896
0,395811,48,48,393328
0,50190,28,28,48196
1,107570,31,31,105642
1,216636,68,68,214564
1,26356,42,42,24182
1,521,0,0,3
0,2747,84,84,2046
0,843337,63,63,841178
0,630544,13,13,630077
1,61722,124,124,61057
0,414917,91,91,412986
1,9794,121,121,7884
0,630340,40,40,629867
0,576256,1,1,575726
1,8315,11,11,7779
0,640806,113,113,638620
0,808511,73,73,806334
1,22616,118,118,21297
1,7341,15,15,5542
1,591642,55,55,591283
1,5374,108,108,4073
1,15656,47,47,13635
0,495949,82,82,493973
1,33070,65,65,31073
0,12118,52,52,9896
1,569,74,74,3
0,1428134,62,62,1426182
0,2001160,72,72,1999253
1,967593,54,54,965515
0,1157244,29,29,1157023
1,292285,128,128,290090
1,131468,102,102,129252
0,429,127,127,1
0,461012,69,69,460530
0,804175,46,46,801998
0,1718373,10,10,1716442
0,111044,131,131,109113
0,853635,115,115,852247
1,1375094,61,61,1372983
