OpenStreetMapRelationId,GeoNamesId,CommonsCategory,FreebaseId,CountryName,INaturalistPlaceId
162069.0,4138106.0,78,321,50,5.0
22041.0,3214105.0,211,26,15,
1701741.0,830704.0,194,64,13,30125.0
1686649.0,2661739.0,53,43,42,12660.0
16732433.0,,252,252,32,
594508.0,8347354.0,61,160,38,50149.0
1319978.0,6418542.0,213,124,11,96857.0
54413.0,2721357.0,43,302,41,11997.0
13024980.0,,180,321,16,
51903.0,3333124.0,149,312,49,30319.0
1376330.0,3527646.0,161,112,27,59014.0
4103336.0,360631.0,49,50,12,10514.0
7429.0,3013500.0,110,306,14,30185.0
12988361.0,7649047.0,180,260,16,
12979606.0,7649059.0,180,271,16,
444400.0,2751772.0,139,236,29,17477.0
402968.0,2364205.0,180,149,46,12047.0
4731198.0,7870268.0,180,94,40,27078.0
51477.0,2921044.0,99,83,15,7207.0
191706.0,1486462.0,274,59,37,13219.0
38092.0,830708.0,92,63,13,49282.0
61320.0,5128638.0,175,122,50,48.0
43648.0,3164604.0,262,230,23,13074.0
1376330.0,3527646.0,161,112,27,59014.0
62611.0,2953481.0,29,288,15,12870.0
12834039.0,,180,321,16,
1516302.0,2784805.0,264,10,5,15007.0
47796.0,2750405.0,170,121,25,7506.0
68841.0,6093943.0,188,133,9,6883.0
412409.0,3147022.0,146,114,33,40276.0
12969841.0,7648983.0,180,278,16,
1686649.0,2661739.0,53,43,42,12660.0
402968.0,2364205.0,180,149,46,12047.0
2674447.0,6930710.0,106,181,8,96807.0
53134.0,3337388.0,180,77,5,96793.0
3338188.0,2365173.0,155,148,46,12045.0
1684821.0,8260142.0,41,192,42,
10442769.0,7647386.0,180,191,16,30669.0
12999000.0,7649056.0,180,217,16,30611.0
5675756.0,,180,108,8,
39295.0,2523918.0,159,321,23,
63594.0,2867539.0,210,22,15,
12979603.0,7649013.0,180,210,16,30623.0
47540.0,2756631.0,80,250,29,7507.0
13004773.0,7648990.0,120,205,16,30702.0
1543125.0,1850144.0,249,166,24,10935.0
192737.0,2747372.0,247,169,29,17513.0
16347.0,2870912.0,163,49,15,
41485.0,3169070.0,215,142,23,9087.0
4422604.0,4566966.0,203,138,50,6848.0
3793581.0,1851715.0,227,18,24,13084.0
1991858.0,7649057.0,245,218,16,30647.0
224951.0,5101760.0,173,131,50,51.0
4103336.0,360631.0,49,50,12,10514.0
1320608.0,6418538.0,212,170,11,12916.0
3330249.0,2304116.0,24,143,16,10617.0
13025000.0,7649003.0,180,130,16,
41485.0,3169070.0,215,142,23,9087.0
1384720.0,293198.0,119,93,22,10865.0
12834037.0,7649051.0,242,216,16,30660.0
224042.0,6254928.0,267,176,50,7.0
9823701.0,4020095.0,64,36,14,10320.0
60189.0,2017370.0,217,140,37,7161.0
3061846.0,361059.0,14,57,12,10509.0
4103336.0,360631.0,49,50,12,10514.0
318861.0,921064.0,58,186,54,12516.0
318864.0,909129.0,152,187,54,12571.0
3320955.0,2274890.0,165,74,26,12836.0
1407192.0,2792411.0,144,8,5,
13038220.0,7648967.0,180,265,16,
47696.0,2749990.0,181,247,29,11469.0
37355.0,830709.0,259,86,13,30121.0
13024991.0,7648949.0,25,199,16,30628.0
165475.0,5332921.0,50,35,50,14.0
1384720.0,293198.0,119,93,22,10865.0
5921806.0,,196,41,39,
13038232.0,7648939.0,180,197,16,30580.0
22041.0,3214105.0,211,26,15,
1991850.0,2306104.0,3,249,16,30642.0
1916530.0,11609040.0,142,245,49,30369.0
90689.0,798549.0,214,141,36,8858.0
8806187.0,,73,123,9,
11205889.0,,224,118,14,
38092.0,830708.0,92,63,13,49282.0
3328699.0,2294234.0,268,159,16,10624.0
14262382.0,,72,91,39,
332631.0,2965139.0,67,237,35,10796.0
62611.0,2953481.0,29,288,15,12870.0
7457.0,2967196.0,279,307,14,30182.0
2027346.0,1278341.0,22,17,20,10787.0
44879.0,3174618.0,147,231,23,10870.0
192787.0,2328926.0,178,128,31,7141.0
22027.0,6555606.0,208,27,15,
10212837.0,,180,321,16,
365331.0,3175395.0,115,99,23,6973.0
1384720.0,293198.0,119,93,22,10865.0
3718182.0,2332453.0,134,81,31,11436.0
421151.0,3463504.0,79,1,6,12591.0
10440111.0,10303430.0,32,70,16,30666.0
156393.0,2641364.0,184,126,49,8475.0
2188567.0,,205,321,14,
305455.0,2666219.0,258,88,41,44997.0
402968.0,2364205.0,180,149,46,12047.0
10212838.0,,221,321,16,
13024990.0,,77,321,16,
1376330.0,3527646.0,161,112,27,59014.0
47811.0,2759793.0,16,109,29,17309.0
12988368.0,,145,266,16,30599.0
16347.0,2870912.0,163,49,15,
1231749.0,3577279.0,21,292,25,8359.0
8649.0,3012874.0,283,136,14,10577.0
1902793.0,2803137.0,180,66,5,
1275551.0,542634.0,197,232,37,
7449.0,3013657.0,107,256,14,99548.0
12834029.0,,180,6,16,
3218798.0,2448083.0,9,144,30,11413.0
3718090.0,2332785.0,180,154,31,11435.0
13038208.0,7649025.0,180,269,16,
11205889.0,,224,118,14,
13024977.0,7649073.0,277,223,16,30641.0
13012944.0,7648932.0,180,195,16,30697.0
10215259.0,7648988.0,180,203,16,30686.0
3338185.0,2364370.0,195,150,46,12046.0
2897141.0,2267056.0,143,116,34,13203.0
12834041.0,12105110.0,162,5,16,
192782.0,2363686.0,248,168,46,8516.0
13038210.0,7649023.0,180,225,16,30590.0
156393.0,2641364.0,184,126,49,8475.0
10429612.0,7647385.0,180,201,16,30670.0
12904680.0,7649043.0,231,215,16,30696.0
51827.0,3333138.0,150,311,49,30328.0
192795.0,203312.0,75,180,10,7054.0
175905.0,5128581.0,176,54,50,674.0
191706.0,1486462.0,274,59,37,13219.0
191706.0,1486462.0,274,59,37,13219.0
412538.0,3162593.0,282,16,33,40109.0
68841.0,6093943.0,188,133,9,6883.0
13012951.0,7649021.0,180,274,16,30704.0
196240.0,1512440.0,260,175,51,7352.0
68841.0,6093943.0,188,133,9,6883.0
3061846.0,361059.0,14,57,12,10509.0
1991849.0,2300569.0,102,157,16,10621.0
47772.0,2743698.0,230,164,29,11475.0
12904683.0,7648984.0,180,202,16,30684.0
20727.0,6269531.0,191,40,14,
58274.0,2800866.0,46,76,5,11318.0
7444.0,2968815.0,190,137,14,99545.0
1404291.0,726048.0,261,257,7,20054.0
2807397.0,,180,111,39,
1682378.0,7285212.0,40,242,42,
2298154.0,4952349.0,236,299,50,2947.0
44107.0,3164526.0,201,104,23,33208.0
12982260.0,,180,321,16,
2674447.0,6930710.0,106,181,8,96807.0
192737.0,2747372.0,247,169,29,17513.0
10429466.0,7647390.0,33,71,16,30667.0
2674447.0,6930710.0,106,181,8,96807.0
59518.0,2803139.0,17,254,5,
9823701.0,4020095.0,64,36,14,10320.0
3716250.0,2345891.0,70,97,31,11420.0
9823701.0,4020095.0,64,36,14,10320.0
1255987.0,9881950.0,125,173,37,
16347.0,2870912.0,163,49,15,
13038204.0,7649033.0,180,267,16,
402968.0,2364205.0,180,149,46,12047.0
12834031.0,7647382.0,180,162,16,30657.0
13024999.0,7649009.0,180,208,16,30635.0
54413.0,2721357.0,43,302,41,11997.0
54413.0,2721357.0,43,302,41,11997.0
175342.0,11591955.0,180,321,49,
1224652.0,3435910.0,48,34,2,10434.0
11205889.0,,224,118,14,
2027346.0,1278341.0,22,17,20,10787.0
191706.0,1486462.0,274,59,37,13219.0
3690682.0,3513314.0,218,38,29,96796.0
12860793.0,7649070.0,270,221,16,30662.0
12904670.0,7649041.0,180,268,16,30695.0
51477.0,2921044.0,99,83,15,7207.0
73340.0,2955470.0,206,19,15,
13012946.0,7649028.0,180,270,16,
1059668.0,3144096.0,186,125,33,7016.0
3560336.0,1865694.0,10,62,24,10905.0
939334.0,6558814.0,96,51,15,
224040.0,4597040.0,229,161,50,43.0
68841.0,6093943.0,188,133,9,6883.0
47811.0,2759793.0,16,109,29,17309.0
347591.0,6359352.0,220,42,39,
12754462.0,7647658.0,180,276,16,
5675756.0,,180,108,8,
51477.0,2921044.0,99,83,15,7207.0
122586.0,4896861.0,111,102,50,35.0
3329833.0,,180,321,16,
3218798.0,2448083.0,9,144,30,11413.0
3330249.0,2304116.0,24,143,16,10617.0
1991851.0,7648926.0,8,262,16,
12979602.0,7648998.0,180,207,16,30621.0
1109531.0,2964574.0,81,56,35,6719.0
1947815.0,730836.0,180,0,7,19872.0
3498734.0,2294076.0,273,80,16,10625.0
326266.0,3665474.0,5,32,6,9316.0
13012940.0,7649030.0,226,284,16,
304751.0,1643084.0,112,100,21,6966.0
1384720.0,293198.0,119,93,22,10865.0
68841.0,6093943.0,188,133,9,6883.0
51701.0,2658434.0,237,147,42,7236.0
3327998.0,2294291.0,256,146,16,10623.0
62770.0,2849645.0,128,23,15,98340.0
2804753.0,3041566.0,180,321,1,10401.0
3218798.0,2448083.0,9,144,30,11413.0
62477.0,3302158.0,135,39,15,98616.0
7444.0,2968815.0,190,137,14,99545.0
398021.0,2673723.0,234,89,41,44985.0
1991853.0,,6,321,16,
5400756.0,8010557.0,13,229,34,48933.0
2674447.0,6930710.0,106,181,8,96807.0
5396194.0,4140963.0,269,318,50,7643.0
12988360.0,7649049.0,180,226,16,30608.0
40600.0,3172391.0,158,3,23,
2027346.0,1278341.0,22,17,20,10787.0
34914.0,658225.0,108,95,13,118805.0
347591.0,6359352.0,220,42,39,
1546085.0,5398563.0,233,46,50,
4260419.0,,180,171,2,
52411.0,2802361.0,34,12,5,7008.0
51477.0,2921044.0,99,83,15,7207.0
45205.0,6541509.0,169,258,23,
192737.0,2747372.0,247,169,29,17513.0
122604.0,4887398.0,60,24,50,49906.0
5356213.0,5959974.0,97,316,9,69916.0
62571.0,3249085.0,136,14,15,51341.0
1826727.0,4127619.0,204,314,50,694.0
62583.0,3249077.0,129,315,15,98475.0
2775550.0,6453366.0,180,321,33,11485.0
192781.0,2300660.0,100,84,16,7228.0
1991849.0,2300569.0,102,157,16,10621.0
5675756.0,,180,108,8,
