db_id,method,accuracy,f1,auc,loss
10626,solo,0.9814814814814815,0.9647218453188602,,0.1257725954055786
13841,solo,1.0,1.0,1.0,0.0009201556094922125
17587,solo,0.9838709677419355,0.9657754010695188,,0.07774059474468231
57240,solo,0.9930555555555556,0.9839279974284796,1.0,0.007534794509410858
73136,solo,0.5,0.3333333333333333,,1.0705597400665283
10626,fedavg,0.9814814814814815,0.9647218453188602,,0.4476188123226166
13841,fedavg,1.0,1.0,1.0,0.3411937654018402
17587,fedavg,0.9838709677419355,0.9657754010695188,,0.4236592948436737
57240,fedavg,0.9930555555555556,0.9839279974284796,1.0,0.3935558497905731
73136,fedavg,1.0,1.0,,0.8686690330505371
10626,fedgnn_both,0.9814814814814815,0.9647218453188602,,0.42827457189559937
13841,fedgnn_both,1.0,1.0,1.0,0.33399698138237
17587,fedgnn_both,0.9838709677419355,0.9657754010695188,,0.413750559091568
57240,fedgnn_both,1.0,1.0,1.0,0.34893980622291565
73136,fedgnn_both,1.0,1.0,,0.766016960144043
10626,fedgnn_node_only,0.9814814814814815,0.9647218453188602,,0.4386765956878662
13841,fedgnn_node_only,1.0,1.0,1.0,0.35065680742263794
17587,fedgnn_node_only,0.9838709677419355,0.9657754010695188,,0.45794907212257385
57240,fedgnn_node_only,1.0,1.0,1.0,0.3606470227241516
73136,fedgnn_node_only,0.5,0.3333333333333333,,0.7719874978065491
10626,fedgnn_edge_only,0.9814814814814815,0.9647218453188602,,0.3772924244403839
13841,fedgnn_edge_only,1.0,1.0,1.0,0.3600403070449829
17587,fedgnn_edge_only,0.9838709677419355,0.9657754010695188,,0.3660392463207245
57240,fedgnn_edge_only,1.0,1.0,1.0,0.3476179540157318
73136,fedgnn_edge_only,1.0,1.0,,0.7720798850059509
10626,fedgnn_none,0.9814814814814815,0.9647218453188602,,0.4389024078845978
13841,fedgnn_none,1.0,1.0,1.0,0.3870565593242645
17587,fedgnn_none,0.9838709677419355,0.9657754010695188,,0.39382365345954895
57240,fedgnn_none,1.0,1.0,1.0,0.3788042962551117
73136,fedgnn_none,0.5,0.3333333333333333,,0.8163186311721802
