db_id,method,accuracy,f1,auc,loss
10626,solo,0.9814814814814815,0.9841191066997519,,0.018210720270872116
13841,solo,1.0,1.0,1.0,0.0010618699016049504
17587,solo,1.0,1.0,,0.0014296018052846193
57240,solo,1.0,1.0,1.0,0.0004464586963877082
73136,solo,0.0,0.0,,2.7959413528442383
10626,fedavg,1.0,1.0,,0.39710426330566406
13841,fedavg,1.0,1.0,1.0,0.3366467356681824
17587,fedavg,1.0,1.0,,0.4497360587120056
57240,fedavg,1.0,1.0,1.0,0.391743540763855
73136,fedavg,0.5,0.3333333333333333,,0.9876805543899536
10626,fedgnn_both,1.0,1.0,,0.3266097903251648
13841,fedgnn_both,1.0,1.0,1.0,0.3687906563282013
17587,fedgnn_both,1.0,1.0,,0.39166459441185
57240,fedgnn_both,1.0,1.0,1.0,0.36835014820098877
73136,fedgnn_both,0.5,0.3333333333333333,,1.1775033473968506
10626,fedgnn_node_only,1.0,1.0,,0.36719414591789246
13841,fedgnn_node_only,1.0,1.0,1.0,0.39668008685112
17587,fedgnn_node_only,1.0,1.0,,0.3133668005466461
57240,fedgnn_node_only,1.0,1.0,1.0,0.373815655708313
73136,fedgnn_node_only,0.0,0.0,,1.4611167907714844
10626,fedgnn_edge_only,1.0,1.0,,0.3109511137008667
13841,fedgnn_edge_only,1.0,1.0,1.0,0.32670196890830994
17587,fedgnn_edge_only,1.0,1.0,,0.3156181275844574
57240,fedgnn_edge_only,1.0,1.0,1.0,0.3437308669090271
73136,fedgnn_edge_only,0.5,0.3333333333333333,,0.9484188556671143
10626,fedgnn_none,0.9814814814814815,0.9647218453188602,,0.3260166645050049
13841,fedgnn_none,1.0,1.0,1.0,0.34004977345466614
17587,fedgnn_none,1.0,1.0,,0.4050762355327606
57240,fedgnn_none,1.0,1.0,1.0,0.3647385835647583
73136,fedgnn_none,0.5,0.3333333333333333,,0.8634222745895386
