Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position
0,1160395,344,3,1159709
0,18293,401,3,17649
0,7200,132,4,6637
0,55025,356,4,54438
0,1464254,86,4,1463646
1,494817,199,4,494134
0,2016292,326,4,2015537
0,9057,385,4,8128
0,4555,130,4,3962
0,683253,96,4,682675
0,844685,365,3,844098
0,112468,398,1,111971
0,4870,337,4,4217
0,2682,260,4,1954
0,158502,17,4,158113
0,1955674,329,4,1955171
1,756041,97,4,755460
1,1368555,306,4,1367977
1,1487064,90,4,1486369
1,44362,297,3,43754
0,265007,254,4,264339
0,128464,413,2,128075
1,1921473,106,4,1920904
0,458814,349,4,458125
0,316703,368,4,316059
0,548591,221,2,548190
0,1604078,114,4,1603452
0,85370,59,4,84681
0,17407,257,4,16820
0,1033564,294,4,1032920
0,1738968,26,3,1738420
1,6677,376,4,6162
1,278070,217,4,277438
0,1731530,333,4,1730895
0,515441,202,4,514617
0,567879,378,2,567310
0,10321,124,4,9749
0,1686468,110,4,1685914
0,7629,225,4,6979
0,1645,353,4,1004
1,376974,53,4,376393
1,807869,23,3,807330
1,426818,134,4,426186
1,39701,50,4,39237
0,307213,255,4,306524
1,782,44,4,129
1,1132814,314,4,1132212
1,36247,70,4,35642
1,170789,66,4,170208
1,717564,266,4,716974
1,1637787,112,4,1637185
0,487905,166,4,487330
1,628319,180,3,627354
0,1932015,105,4,1931470
0,2027,38,4,1341
0,1743790,332,4,1743146
0,521226,203,4,520573
1,1118634,316,4,1117975
0,347837,16,3,347313
0,250738,320,4,250097
1,1579,2,4,1004
0,578960,74,4,578253
1,552848,142,4,552180
0,52129,261,4,51491
1,19103,377,3,18480
0,4829,253,4,4128
1,603114,234,4,602248
0,436400,10,4,435816
0,1148872,407,4,1148204
0,339516,220,4,338926
1,1581481,210,4,1580900
1,1081012,403,4,1080440
0,15668,341,4,15015
1,6518,300,4,5874
1,33001,18,4,32291
1,504309,425,3,503911
1,668902,146,4,668282
0,1995197,212,4,1994529
0,216763,319,4,216122
1,588625,154,3,587969
0,416038,380,4,415541
1,463493,99,3,462885
1,14001,391,4,13402
0,385637,19,3,384969
1,627298,98,4,626603
1,1845,386,2,1489
1,375081,120,4,374536
0,1473130,85,4,1472456
1,1134002,405,4,1133424
0,444695,30,4,444042
0,42175,383,4,41594
0,9261,126,4,8539
0,382637,55,4,382086
1,35038,299,4,34388
0,416102,243,4,415509
1,13194,346,3,12661
1,653543,82,4,652923
1,320021,420,4,319437
0,78452,296,4,77844
0,2893,381,4,2228
1,38888,77,4,38181
1,22995,301,2,22609
1,1066542,402,4,1065931
0,438865,348,4,438233
0,345916,151,4,345353
0,499409,363,3,498789
0,262228,36,4,261515
1,350824,411,2,350453
0,224418,163,4,223792
0,17055,46,4,16375
1,1049,280,4,204
1,807166,149,4,806492
1,874302,271,3,873739
1,281,8,5,3
0,16035,339,4,15472
1,311595,409,2,311224
1,6125,9,4,5631
0,582243,75,4,581596
0,1670681,27,4,1670067
0,544317,144,1,543658
0,285006,242,4,284026
0,482096,250,4,481446
0,16573,161,4,15977
0,1236,123,4,691
1,2152710,104,4,2152117
0,218124,162,4,217234
1,505974,291,4,505327
0,314714,121,4,314181
0,729959,94,4,729363
1,358436,274,2,358038
1,594102,228,4,593512
1,22696,71,4,22061
0,1261581,321,3,1260970
0,160801,400,4,160181
0,10872,102,3,10210
1,412598,276,4,411981
1,517192,290,4,516578
1,53893,303,4,53279
0,253563,284,4,252895
0,237931,282,4,237338
0,266589,173,4,265723
0,1078119,189,4,1077559
1,468817,293,4,467864
1,1243238,183,4,1242540
0,1176204,396,4,1175530
0,6197,384,4,5628
1,47042,78,4,46335
0,374682,40,4,374062
0,1420673,89,4,1420101
1,388432,191,2,388043
0,70633,57,4,70109
0,11230,371,4,10535
0,694973,304,4,694383
0,1677970,116,4,1677395
0,5761,372,4,5141
0,1886263,213,4,1885670
1,311313,419,4,310645
1,282372,170,4,281740
0,456160,318,4,455483
1,36542,382,4,35961
1,602338,317,4,601643
1,377041,360,4,376496
1,1142859,406,4,1142287
1,1481322,91,4,1480762
1,1306828,204,4,1306226
1,1739,5,4,1236
0,410649,138,2,410251
0,1587490,207,4,1586741
1,2442,281,4,1612
1,327963,421,4,327337
0,1411596,20,4,1410949
0,260483,174,4,259935
0,917604,270,4,916954
1,371048,273,4,370350
1,11470,45,2,11081
0,377176,139,4,376607
0,1943209,7,4,1942577
1,7470,265,4,6853
0,120884,33,2,120498
1,21243,13,4,20602
1,617680,229,4,617066
0,340144,410,4,339536
0,862102,238,3,861431
0,1875155,214,4,1874526
1,633183,230,2,632827
0,59685,47,4,58891
0,1611491,327,4,1610868
0,31626,354,4,31012
1,76266,275,4,75574
0,430625,11,4,430509
0,288480,172,4,287506
0,1187163,343,4,1186465
0,1200244,309,4,1199621
0,18926,387,4,18276
1,2115566,24,4,2114982
1,1109679,313,4,1109041
1,1559,49,4,987
0,413954,415,4,413337
1,159847,65,4,159101
1,1139142,312,4,1138561
1,462219,361,4,461563
1,1348,164,4,512
0,1344856,195,4,1344239
1,203566,68,2,203195
1,3660,192,4,3085
0,1001979,93,4,1001410
0,1671935,117,3,1671336
1,3008,159,4,2760
0,17644,345,4,17072
0,393310,277,4,392783
0,1025055,188,4,1024453
1,1654543,29,4,1654004
1,11006,12,4,10434
0,1840810,108,4,1840178
1,1182146,310,4,1181541
1,356421,429,3,355831
0,398667,245,4,398035
1,1235855,184,2,1235211
0,1806636,334,4,1806064
0,7249,51,4,6641
0,452612,278,4,451995
0,425782,137,2,425384
0,1121,1,4,531
1,725245,148,4,724664
0,7534,340,2,7151
0,14571,374,4,14272
0,244449,285,4,243556
0,622513,25,4,621803
0,261062,171,4,260553
0,253089,175,4,252442
0,305429,369,4,304515
0,690105,145,3,689434
1,26110,302,4,25487
0,55203,79,4,54550
1,6670,223,4,6140
0,467996,362,4,467418
0,1079,125,2,750
1,1784731,330,4,1784156
0,1392058,305,4,1391459
1,174019,63,4,173294
1,44727,392,3,44119
0,978860,272,1,978390
0,7294,258,4,6638
0,9111,129,2,8734
1,641578,81,4,640880
0,2852,15,4,2211
0,1610144,113,4,1609563
1,225709,67,3,225092
1,873,4,4,262
0,462632,136,4,462006
0,1707,375,4,1054
0,570400,73,4,569783
0,897457,269,4,896894
1,528985,289,4,528356
1,930600,239,4,929947
0,459742,246,4,459083
0,8892,373,4,8245
0,410431,178,4,409799
1,95645,62,4,95094
1,296809,418,4,296102
1,438791,31,4,438168
0,302673,241,4,302005
0,332148,408,4,331510
0,22912,56,2,22523
1,20624,72,4,19953
0,276224,133,4,275592
1,605996,235,4,605367
1,631273,155,4,630704
1,893116,236,3,892445
1,9993,32,4,9376
1,1448091,87,4,1447573
1,12594,194,4,11959
0,389569,244,4,388676
0,28027,42,4,27344
0,406686,135,4,406078
0,32545,259,4,31979
0,11424,39,3,10828
0,474095,351,4,473496
1,891600,268,1,891058
1,1570983,119,4,1570405
1,487260,198,4,486679
0,28680,127,3,27985
0,478938,100,4,478315
0,1109266,395,4,1108595
0,21792,342,4,21193
1,652493,233,4,651543
1,538452,143,4,537880
0,21840,226,4,21079
0,567898,122,2,567485
0,53116,394,5,52718
0,308712,367,4,308044
1,641268,231,4,640657
0,1591262,328,4,1590720
0,559332,141,2,558976
0,643220,196,4,642618
1,555039,426,4,554545
0,269583,417,4,268954
0,1591401,208,3,1590901
1,1060193,186,4,1059636
0,272757,177,4,271798
0,21892,336,4,21179
1,400683,54,4,400036
0,11825,43,4,11139
1,610947,364,4,610288
0,1183104,322,4,1182499
0,1871216,107,4,1870641
1,1100102,404,4,1099440
0,223254,286,4,222562
1,2130876,103,4,2130250
1,5418,227,4,4696
1,274287,169,4,273715
1,212591,428,4,211887
0,253619,167,4,252897
1,190891,64,4,190256
1,33533,388,4,32910
0,66227,298,4,65685
1,1038285,187,4,1037734
0,1299223,182,4,1298663
0,555039,76,4,554104
1,1790185,215,4,1789544
1,110877,152,5,110344
0,70385,295,4,69732
1,375323,423,4,374682
1,1894275,109,4,1893637
0,48963,355,4,48349
0,63431,61,4,62859
0,563485,92,2,563114
1,1947,14,3,1330
1,849658,22,4,849029
0,17246,263,4,16593
1,11667,256,4,10975
1,1192370,311,4,1191744
