ViafId,LocatorMapImage,MusicBrainzAreaId,AssociatedPeopleCategory,CapitalCity,OpenStreetMapRelationId,CommonsCategory,GeoNamesId,HeadOfGovernmentOffice,IsniIdentifier,MainCategory,CoatOfArmsImage,PopulationCount,FreebaseId,FandomArticleId,CountryName,StoreNorskeLeksikonId,INaturalistPlaceId
144415127.0,79,323,81,62,935569.0,95,2715951.0,108,177,98,148,107468.0,101,55,57,52,44965.0
123146325.0,299,223,212,217,935576.0,303,602912.0,162,19,300,257,76542.0,393,116,57,193,45022.0
148934463.0,327,228,259,108,54223.0,369,2664870.0,52,198,370,296,283548.0,389,143,57,243,12027.0
1.15685846974978e+18,83,249,195,210,2528145.0,280,3230000.0,244,198,275,253,1228423.0,72,0,9,174,12249.0
158263965.0,281,73,307,208,4422604.0,271,4566966.0,16,42,270,102,3285874.0,165,36,64,170,6848.0
3.5241502038199034e+21,102,304,278,75,349026.0,262,2517115.0,52,198,261,40,914678.0,1,0,56,64,30001.0
143270651.0,267,205,191,194,388255.0,259,723818.0,52,198,258,217,172804.0,226,0,52,150,105765.0
130246630.0,6,141,29,0,167216.0,3,325361.0,52,198,3,217,2220125.0,34,0,60,150,12148.0
131280745.0,251,11,119,177,1381350.0,149,281184.0,35,45,155,217,936425.0,136,0,29,90,
159507607.0,120,205,280,97,42628.0,264,3175531.0,241,198,263,53,,149,0,30,83,100754.0
316431278.0,168,205,313,177,9823701.0,70,4020095.0,52,198,70,217,0.0,59,41,21,150,10320.0
132683288.0,351,256,313,251,935644.0,346,2666669.0,175,109,346,283,57045.0,337,134,57,226,45090.0
142132358.0,40,205,74,56,70563.0,87,628641.0,97,198,89,39,70391.0,211,0,7,150,15162.0
248139919.0,269,33,228,177,174916.0,326,5140405.0,44,198,325,217,148620.0,184,0,64,150,
126743644.0,150,78,128,121,101859.0,161,705811.0,52,198,166,44,903712.0,92,0,62,150,12385.0
235897079.0,237,207,313,77,409862.0,120,2755250.0,221,198,124,163,233273.0,399,0,43,150,17171.0
171912833.0,272,205,313,177,,396,758470.0,52,198,398,217,102936.0,163,161,48,150,
159635910.0,64,289,150,275,224457.0,200,3337492.0,94,198,198,229,2915245.0,70,0,48,45,11617.0
138523803.0,93,80,313,54,307849.0,106,2713217.0,114,198,108,154,10430.0,312,61,57,58,44832.0
257871792.0,171,327,313,177,,215,7429546.0,52,198,212,124,135752.0,120,0,31,150,
143184506.0,148,244,287,112,51793.0,286,3333157.0,212,100,281,105,156197.0,286,0,63,100,30360.0
159473236.0,314,243,313,107,54413.0,45,2721357.0,52,198,47,18,157973.0,275,48,57,150,11997.0
154785638.0,94,309,87,177,2537817.0,107,1843137.0,52,198,109,155,210456.0,67,0,54,95,35529.0
138220682.0,293,220,208,104,2297418.0,299,1835848.0,42,21,295,201,9668465.0,256,0,54,189,11005.0
148299018.0,251,305,60,177,1702499.0,52,3060972.0,52,198,54,37,475503.0,21,0,52,31,
316878015.0,42,10,313,177,16347.0,217,2870912.0,52,198,214,101,385748.0,78,0,22,150,
122714179.0,39,131,313,160,59065.0,35,630336.0,72,50,37,64,9155978.0,23,27,7,74,7578.0
125476363.0,340,134,232,177,3579531.0,332,634964.0,214,153,331,276,255333.0,257,0,20,212,
169605151.0,194,187,275,147,349055.0,73,3117732.0,65,198,74,143,7000621.0,259,0,56,128,10543.0
3.5144782953960296e+19,199,171,241,177,43992.0,343,3165525.0,230,49,343,279,841600.0,194,35,30,219,
139829985.0,291,278,205,192,2000361.0,294,831041.0,52,198,290,247,215351.0,107,0,20,186,30126.0
143222558.0,127,67,118,100,72488.0,146,707470.0,12,6,153,41,1351822.0,91,0,62,150,12379.0
143678804.0,358,184,250,88,37355.0,356,830709.0,52,198,356,289,1704607.0,114,0,20,157,30121.0
153063198.0,241,50,166,173,398038.0,226,2690578.0,151,16,225,213,110633.0,319,104,57,144,49487.0
150028026.0,349,111,134,177,421866.0,173,703448.0,52,198,176,31,2952301.0,105,159,62,110,12384.0
144311179.0,236,108,165,171,935518.0,225,2691347.0,150,31,224,212,16144.0,367,103,57,142,44884.0
140306806.0,286,205,308,162,,288,,66,68,283,106,147400000.0,57,14,55,172,
1.1691581882568202e+21,251,302,272,278,345740.0,384,6362983.0,234,198,386,49,682513.0,250,0,56,255,
129470289.0,65,205,313,177,288600.0,85,1812638.0,52,198,87,217,911000.0,122,0,46,150,
141880939.0,251,169,30,177,1707699.0,4,344979.0,52,198,4,133,3041002.0,229,0,19,2,96862.0
130246630.0,6,141,29,0,167216.0,3,325361.0,52,198,3,217,2220125.0,34,0,60,150,12148.0
2.381162481007438e+21,30,221,45,177,3764541.0,29,587081.0,52,12,31,62,2300500.0,47,0,6,18,97499.0
132683288.0,351,256,313,251,935644.0,346,2666669.0,175,109,346,283,57045.0,337,134,57,226,45090.0
153773296.0,87,147,84,65,935600.0,99,2715566.0,111,121,102,151,32991.0,325,58,57,54,45054.0
154772881.0,126,205,299,177,1276889.0,395,738329.0,52,198,397,217,529145.0,71,0,60,150,106470.0
164861616.0,165,161,142,71,301482.0,190,3174725.0,238,30,188,82,1550640.0,265,0,30,117,96906.0
240580114.0,15,119,38,10,3917110.0,15,828259.0,52,198,15,217,125400.0,87,0,3,150,10427.0
133849553.0,156,265,132,124,935626.0,170,2698726.0,134,186,173,192,85653.0,299,87,57,107,44856.0
132441370.0,305,245,309,212,307756.0,312,1835841.0,63,75,309,129,51466201.0,176,0,54,210,6891.0
3.1371504700906044e+21,18,9,40,8,935425.0,18,2725371.0,100,198,18,5,2609.0,376,45,57,11,44898.0
144869371.0,192,306,22,166,1867188.0,205,1821275.0,0,198,203,239,682100.0,146,0,46,126,10301.0
124213732.0,169,20,47,21,347950.0,31,6356055.0,27,78,33,36,1660122.0,46,0,56,19,
171630678.0,385,205,313,27,2416769.0,255,7531034.0,52,198,44,226,59776.0,248,0,48,150,102014.0
151281956.0,257,205,313,9,73340.0,275,2955470.0,52,198,20,90,,33,0,22,150,
142519565.0,215,319,161,177,102269.0,220,524894.0,85,198,218,88,12455682.0,144,42,50,139,97179.0
138364187.0,280,227,36,6,53114.0,14,2803136.0,20,174,13,306,1847486.0,242,0,8,7,97578.0
131504893.0,353,193,243,252,935646.0,348,602149.0,176,154,348,284,133091.0,394,135,57,228,45025.0
167448500.0,212,303,225,35,2298154.0,319,4952349.0,52,198,317,217,797936.0,271,0,64,150,2947.0
144435830.0,315,196,71,66,52834.0,80,2699767.0,196,198,82,119,287253.0,310,52,57,150,8898.0
129043165.0,320,99,124,106,54417.0,155,2702259.0,201,198,161,183,246667.0,366,79,57,94,13232.0
148335864.0,380,126,293,284,935455.0,390,2686466.0,189,145,392,323,55478.0,236,155,57,258,45032.0
130333205.0,164,159,313,135,935469.0,189,2696328.0,138,141,187,197,40539.0,329,91,57,116,45067.0
146785329.0,248,150,171,2,61320.0,232,5128638.0,14,0,231,89,20201249.0,156,0,64,150,48.0
163480438.0,162,250,95,177,418617.0,116,2920512.0,52,198,119,311,94146.0,79,0,22,150,
145614690.0,297,122,313,168,397127.0,300,2679300.0,160,113,297,255,52529.0,185,114,57,191,44981.0
137908566.0,48,318,57,155,7393.0,49,3031359.0,240,198,51,217,2056943.0,274,0,21,150,99562.0
170334907.0,20,205,313,76,1676230.0,20,3014727.0,52,198,21,217,748885.0,207,0,21,150,
134870569.0,290,82,283,209,349014.0,267,2511173.0,52,198,266,236,1044405.0,6,0,56,185,108268.0
144412252.0,131,205,313,69,,234,443337.0,52,198,160,217,,166,0,61,150,12354.0
135958350.0,72,98,14,48,50046.0,83,2623032.0,76,198,85,214,5827463.0,272,18,34,43,8051.0
124906451.0,147,181,20,12,214665.0,160,1522867.0,81,58,165,123,19002586.0,137,0,33,97,7342.0
312808968.0,17,205,313,152,2621716.0,111,3433782.0,32,198,114,138,618989.0,240,0,2,150,14134.0
151257487.0,22,226,3,184,1231749.0,21,3577279.0,70,198,22,60,106739.0,258,0,35,13,8359.0
139555348.0,228,145,313,151,147488.0,214,1699807.0,52,198,211,217,13484462.0,269,0,47,150,13178.0
155943594.0,80,79,313,63,935571.0,96,2715945.0,109,143,99,149,34775.0,342,56,57,53,44938.0
130122740.0,240,24,143,138,412416.0,192,6453350.0,224,198,190,199,28560.0,249,0,45,119,40275.0
128479115.0,49,151,59,177,62470.0,51,2945354.0,52,198,53,110,73609.0,15,0,22,29,98457.0
125653125.0,16,25,39,7,935652.0,16,2725469.0,99,130,16,4,14002.0,396,44,57,9,45036.0
130203255.0,219,205,313,46,1416621.0,321,5782267.0,52,198,319,217,42357.0,263,0,64,150,2739.0
137159957.0,71,112,13,193,51684.0,79,3077311.0,92,69,81,103,10827529.0,56,16,16,223,8264.0
144519513.0,251,205,80,177,,94,315368.0,52,198,97,217,767848.0,133,0,60,51,
131518643.0,224,87,313,154,935422.0,211,2692611.0,145,112,208,207,24647.0,331,98,57,150,
130825241.0,159,167,66,117,52345.0,65,2774686.0,198,91,64,182,561293.0,48,0,5,111,10464.0
245858555.0,186,205,103,83,62764.0,278,3221033.0,52,198,131,317,1149594.0,10,0,22,150,98531.0
143849075.0,374,205,268,177,162069.0,84,4138106.0,47,7,86,217,689545.0,399,0,64,44,5.0
144435830.0,315,196,71,66,52834.0,80,2699767.0,196,198,82,119,287253.0,310,52,57,150,8898.0
140306806.0,286,205,308,162,,288,,66,68,283,106,147400000.0,57,14,55,172,
315126489.0,362,331,221,249,38092.0,103,830708.0,52,198,310,291,481673.0,95,0,20,46,49282.0
