Profession,Profile_Image,Cycle_Base_Cyclist_Id,Cq_Ranking_Male_Cyclist_Id,Commons_Category,Social_Media_Followers,Pro_Cycling_Stats_Cyclist_Id,Cyclist_Name,Cyclist_Description,Memoire_Du_Cyclisme_Cyclist_Id,Sport_Type,Specialty_Position,Birth_Place,Uci_Rider_Id,Weight_Kg,Birth_Date,Olympedia_People_Id,Last_Name,First_Name,Cycling_Archives_Cyclist_Id,First_Cycling_Rider_Id,Height_Cm,Freebase_Id,Sports_Referencecom_Olympic_Athlete_Id_Archived
0,32,61775.0,23299.0,20,23252.0,164709,20,24,,2,0,34,89223.0,68.0,28,,29,20,72207,25726.0,186.0,2,0
0,11,46909.0,16707.0,10,57772.0,134924,10,30,52074.0,2,1,27,62712.0,65.0,24,134609.0,1,10,56765,10303.0,183.0,26,1
0,2,3262.0,387.0,0,1397142.0,137456,0,25,2513.0,2,1,17,518429.0,62.0,4,111578.0,5,0,1567,3.0,176.0,16,4
1,13,19255.0,3891.0,11,508772.0,140196,11,29,19127.0,4,1,6,32532.0,71.0,11,113194.0,31,11,11292,716.0,183.0,5,17
0,25,56041.0,20719.0,26,127549.0,174582,26,22,66232.0,3,0,31,88889.0,65.0,20,135863.0,27,26,72449,18655.0,177.0,29,14
0,23,56938.0,20257.0,21,17205.0,167585,21,6,,2,0,9,86480.0,64.0,13,133037.0,36,21,81851,16569.0,175.0,0,21
0,25,56041.0,20719.0,26,127549.0,174582,26,22,66232.0,3,0,31,88889.0,65.0,20,135863.0,27,26,72449,18655.0,177.0,29,14
0,16,19558.0,3828.0,13,65423.0,140870,13,12,5609.0,1,5,10,34012.0,69.0,9,113255.0,10,13,21215,264.0,182.0,9,7
0,10,65688.0,24926.0,7,465450.0,198937,7,8,,2,0,38,95844.0,60.0,34,,3,7,100412,58275.0,175.0,30,0
0,3,16289.0,5.0,1,470645.0,140924,1,24,19443.0,2,6,20,14575.0,61.0,0,103634.0,32,1,7005,38.0,177.0,11,18
0,16,19558.0,3828.0,13,65423.0,140870,13,12,5609.0,1,5,10,34012.0,69.0,9,113255.0,10,13,21215,264.0,182.0,9,7
0,31,39842.0,12843.0,24,1311517.0,140292,24,10,52504.0,2,1,32,67388.0,58.0,21,141955.0,26,24,57418,2276.0,166.0,22,0
0,32,61775.0,23299.0,20,23252.0,164709,20,24,,2,0,34,89223.0,68.0,28,,29,20,72207,25726.0,186.0,2,0
0,34,15225.0,2437.0,35,,140630,35,31,9635.0,2,0,30,30369.0,68.0,12,111612.0,38,34,13510,147.0,176.0,7,16
0,38,68254.0,25653.0,32,22010.0,195439,32,1,,2,0,8,88346.0,64.0,31,,12,32,105482,48008.0,180.0,30,0
0,28,92920.0,31654.0,17,20671.0,240140,17,24,,2,0,2,415141.0,,38,,21,17,140379,114659.0,183.0,30,0
1,1,49682.0,17893.0,34,39580.0,134456,34,5,58541.0,4,1,4,553301.0,58.0,26,143135.0,37,34,65130,6242.0,172.0,27,0
0,10,65688.0,24926.0,7,465450.0,198937,7,8,,2,0,38,95844.0,60.0,34,,3,7,100412,58275.0,175.0,30,0
0,18,69190.0,25740.0,16,,196424,16,11,,2,0,12,112082.0,,33,,33,16,115868,38195.0,175.0,30,0
0,33,47214.0,16722.0,37,34792.0,140674,37,20,46202.0,0,4,28,64531.0,71.0,25,132670.0,35,36,52973,6228.0,183.0,24,20
0,21,27794.0,12923.0,22,156620.0,140821,22,19,28843.0,2,0,7,58528.0,65.0,23,120895.0,13,22,36053,2961.0,176.0,19,9
0,37,11585.0,1994.0,38,569371.0,140778,38,18,16105.0,2,1,18,28378.0,65.0,7,111576.0,20,37,13069,133.0,181.0,21,11
0,3,16289.0,5.0,1,470645.0,140924,1,24,19443.0,2,6,20,14575.0,61.0,0,103634.0,32,1,7005,38.0,177.0,11,18
0,33,47214.0,16722.0,37,34792.0,140674,37,20,46202.0,0,4,28,64531.0,71.0,25,132670.0,35,36,52973,6228.0,183.0,24,20
0,17,20429.0,4189.0,14,,140939,14,26,15828.0,2,1,14,29283.0,62.0,6,,19,14,20075,2118.0,181.0,14,0
1,0,28095.0,12823.0,29,,137337,29,2,45429.0,4,0,1,58891.0,71.0,22,123794.0,6,29,34412,2322.0,182.0,10,5
0,25,56041.0,20719.0,26,127549.0,174582,26,22,66232.0,3,0,31,88889.0,65.0,20,135863.0,27,26,72449,18655.0,177.0,29,14
0,12,12980.0,1999.0,6,1980.0,140438,6,17,17159.0,2,1,24,26925.0,53.0,3,,25,6,11870,452.0,165.0,6,0
0,27,30026.0,7147.0,28,140921.0,140611,28,2,42655.0,2,5,16,57601.0,62.0,8,132499.0,24,28,32008,563.0,172.0,13,12
0,5,27804.0,15286.0,15,,137756,15,23,,2,0,35,55839.0,,18,,0,15,39975,5273.0,170.0,28,0
0,7,22663.0,5789.0,3,1529344.0,140869,3,4,12014.0,2,1,21,43936.0,69.0,10,126950.0,9,3,22017,713.0,186.0,8,6
0,4,69634.0,26526.0,36,5000.0,194619,36,21,,2,0,15,149727.0,66.0,36,146565.0,23,35,115790,45992.0,176.0,30,0
0,14,65453.0,26508.0,2,,195739,2,0,,2,0,23,150923.0,69.0,35,147406.0,17,2,113772,48539.0,183.0,30,0
0,5,27804.0,15286.0,15,,137756,15,23,,2,0,35,55839.0,,18,,0,15,39975,5273.0,170.0,28,0
0,26,83295.0,28377.0,27,84000.0,212377,27,3,,2,0,0,587366.0,62.0,37,141007.0,8,27,141854,84019.0,171.0,30,0
0,22,61866.0,23334.0,23,160840.0,185156,23,8,,2,1,22,97634.0,65.0,29,133265.0,14,23,100717,35077.0,170.0,1,10
0,38,68254.0,25653.0,32,22010.0,195439,32,1,,2,0,8,88346.0,64.0,31,,12,32,105482,48008.0,180.0,30,0
0,26,83295.0,28377.0,27,84000.0,212377,27,3,,2,0,0,587366.0,62.0,37,141007.0,8,27,141854,84019.0,171.0,30,0
0,10,65688.0,24926.0,7,465450.0,198937,7,8,,2,0,38,95844.0,60.0,34,,3,7,100412,58275.0,175.0,30,0
0,29,4863.0,446.0,31,23661.0,140571,31,31,3796.0,2,0,36,15732.0,57.0,1,,7,31,8397,65.0,159.0,17,0
1,19,39287.0,13240.0,8,66281.0,140835,8,17,10495.0,4,2,13,55029.0,67.0,17,122451.0,34,8,21075,1310.0,178.0,20,19
0,39,12832.0,7751.0,39,75813.0,140343,39,13,17044.0,0,0,33,862522.0,65.0,14,135250.0,22,38,25301,929.0,183.0,15,13
0,7,22663.0,5789.0,3,1529344.0,140869,3,4,12014.0,2,1,21,43936.0,69.0,10,126950.0,9,3,22017,713.0,186.0,8,6
0,24,56345.0,20861.0,25,2247.0,155558,25,16,67077.0,2,0,3,86624.0,71.0,30,,2,25,80972,16816.0,184.0,3,0
1,0,28095.0,12823.0,29,,137337,29,2,45429.0,4,0,1,58891.0,71.0,22,123794.0,6,29,34412,2322.0,182.0,10,5
0,30,19958.0,7006.0,33,,140820,33,9,6178.0,2,1,26,56916.0,61.0,16,124127.0,11,33,30460,5592.0,169.0,18,8
0,36,,,18,,262660,18,14,,2,0,5,736811.0,,39,,15,18,171102,159196.0,167.0,30,0
0,9,62573.0,23503.0,5,54522.0,181270,5,7,,2,0,29,92264.0,63.0,32,141954.0,16,5,91205,27124.0,174.0,30,0
0,33,47214.0,16722.0,37,34792.0,140674,37,20,46202.0,0,4,28,64531.0,71.0,25,132670.0,35,36,52973,6228.0,183.0,24,20
0,15,14221.0,333.0,19,45721.0,140862,19,27,18021.0,2,4,19,24447.0,73.0,5,125333.0,30,19,9905,,186.0,4,15
0,3,16289.0,5.0,1,470645.0,140924,1,24,19443.0,2,6,20,14575.0,61.0,0,103634.0,32,1,7005,38.0,177.0,11,18
0,23,56938.0,20257.0,21,17205.0,167585,21,6,,2,0,9,86480.0,64.0,13,133037.0,36,21,81851,16569.0,175.0,0,21
0,20,51170.0,11818.0,30,9793.0,137745,30,15,,2,0,11,77534.0,62.0,19,,18,30,66567,6222.0,178.0,25,0
0,35,59004.0,21791.0,12,,161212,12,30,,0,0,17,93848.0,62.0,27,,28,12,66571,25659.0,179.0,30,0
0,22,61866.0,23334.0,23,160840.0,185156,23,8,,2,1,22,97634.0,65.0,29,133265.0,14,23,100717,35077.0,170.0,1,10
0,4,69634.0,26526.0,36,5000.0,194619,36,21,,2,0,15,149727.0,66.0,36,146565.0,23,35,115790,45992.0,176.0,30,0
0,32,61775.0,23299.0,20,23252.0,164709,20,24,,2,0,34,89223.0,68.0,28,,29,20,72207,25726.0,186.0,2,0
0,8,22917.0,6177.0,4,25109.0,140232,4,18,2003.0,2,1,25,45643.0,65.0,15,134607.0,4,4,20659,1006.0,179.0,23,2
0,6,2453.0,73.0,9,475000.0,140846,9,28,1844.0,2,3,37,15924.0,81.0,2,103662.0,21,9,703,12.0,186.0,12,3
