Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,1097,13,13,7,55,1
1,30308,54,54,6,11,27168
1,81368,21,21,2,84,80808
0,763,10,10,1,25,5
0,703218,19,19,8,27,701626
1,5286,83,83,2,30,4336
1,93861,101,101,2,50,92599
0,716461,50,50,6,51,713525
0,581462,113,113,5,24,578019
0,213521,149,149,2,51,212382
0,38881,134,134,2,59,36347
0,302755,63,63,8,43,301802
1,83014,123,123,8,91,81473
1,720,142,142,8,28,1
0,666404,22,22,8,26,665952
1,30302,0,0,2,87,29316
1,5807,132,132,2,34,3882
1,118859,99,99,2,35,115842
0,9728,43,43,6,41,6585
0,12029,48,48,8,89,11478
1,6579,70,70,2,9,5257
1,4234,79,79,2,45,3116
0,100844,35,35,7,72,99663
1,32123,61,61,2,51,29739
0,929052,125,125,2,87,925927
1,4123,91,91,5,1,1628
0,297517,82,82,6,88,294389
0,8113,67,67,2,92,5945
1,4229,139,139,6,52,1371
1,33235,7,7,8,79,30782
0,1206,16,16,8,88,1
0,789292,98,98,2,11,788021
1,53098,128,128,2,24,49949
1,99066,114,114,2,83,97825
0,506906,102,102,0,88,503742
0,1289,11,11,8,93,3
1,546,144,144,8,63,1
1,383983,5,5,2,60,383429
1,37772,137,137,6,61,34755
1,57661,45,45,2,57,55166
1,74545,151,151,2,69,72053
0,8781,28,28,2,49,5653
0,599,1,1,7,32,3
1,81855,147,147,6,15,78709
1,341238,29,29,2,74,338959
0,227216,80,80,8,70,225387
0,5181,106,106,2,89,4192
1,99079,55,55,2,3,97820
1,35758,6,6,7,79,35156
1,46653,89,89,2,18,44743
0,521345,25,25,6,56,518232
1,54155,60,60,6,39,50976
1,96937,122,122,2,62,96035
0,1771,20,20,8,18,5
0,9252,129,129,8,81,7177
1,1005,18,18,8,64,1
0,573456,49,49,2,31,572590
1,552643,119,119,2,29,550361
0,1017672,51,51,2,12,1015075
1,1291,14,14,8,94,11
1,55385,131,131,6,54,52233
0,6751,107,107,2,92,5450
1,3425,120,120,2,68,855
1,68231,100,100,6,75,65097
0,750258,9,9,7,71,748432
1,201286,39,39,2,3,199007
0,313484,153,153,6,37,310344
1,13944,65,65,5,0,11467
1,43791,74,74,6,79,40663
0,116617,57,57,6,44,113450
1,1126783,133,133,5,14,1124243
1,4790,126,126,6,20,1644
0,304,130,130,7,82,2
1,30678,116,116,7,42,29548
0,642289,109,109,6,49,639173
1,40231,112,112,7,16,38468
1,704,15,15,3,17,18
0,701522,73,73,2,34,698580
1,33620,88,88,6,69,30504
0,673825,85,85,2,74,670661
0,782421,66,66,2,74,781378
0,100486,56,56,2,46,98009
0,632799,52,52,6,70,629461
0,559272,84,84,6,54,556483
1,4270,38,38,5,85,1799
0,673601,77,77,2,81,670680
0,429068,86,86,6,86,425925
1,484,141,141,8,60,2
1,7065,72,72,2,75,6076
0,532553,154,154,2,7,531252
1,28960,2,2,2,87,27503
1,1651,96,96,2,15,830
0,307836,152,152,8,43,304756
0,1330,12,12,8,65,2
0,492209,24,24,2,83,489726
0,704396,17,17,8,46,703461
0,225838,94,94,6,33,222980
1,24175,40,40,6,19,21059
0,1482,108,108,2,44,1
0,3560,33,33,2,6,861
1,40333,121,121,6,23,37199
0,296392,26,26,6,51,293633
0,694715,136,136,2,34,691713
0,212280,148,148,8,31,211864
0,232598,155,155,2,31,230508
1,52289,87,87,6,10,48939
0,796646,64,64,2,11,794730
0,762911,105,105,2,34,760413
0,1815,95,95,2,52,1
1,11460,145,145,7,72,9091
0,767496,97,97,2,11,766105
1,341160,156,156,2,87,338881
0,135805,157,157,6,29,132644
0,458580,59,59,2,67,455587
1,2735,81,81,2,60,246
1,4884,53,53,2,73,1753
0,562767,62,62,6,57,559651
0,720169,30,30,6,50,717008
1,11360,93,93,6,44,8184
0,1011,8,8,8,39,1
0,7732,69,69,6,38,4595
0,696,117,117,7,81,1
1,153763,104,104,5,53,151067
0,329442,68,68,7,4,326975
1,5115,58,58,5,38,2545
0,315827,127,127,6,80,312663
1,36371,143,143,2,58,34218
0,326955,34,34,6,11,323962
1,6322,47,47,6,19,3197
0,772874,150,150,6,82,769737
0,638513,75,75,2,42,636579
0,220362,118,118,5,11,217744
1,40751,44,44,2,66,38379
1,5438,140,140,7,72,3198
1,8449,124,124,6,76,5315
0,99546,111,111,2,28,97369
0,11809,41,41,2,78,9641
0,8362,135,135,2,90,5834
1,96112,115,115,6,14,92984
1,7840,71,71,2,9,6842
1,16287,37,37,2,13,13156
1,371763,4,4,9,40,371065
1,3141,92,92,7,32,982
1,5564,42,42,2,35,2433
0,567659,27,27,1,19,567123
0,634208,32,32,8,2,633441
1,34862,90,90,1,8,34431
0,742903,103,103,2,77,741965
1,11203,46,46,2,57,8075
0,12199,146,146,2,36,10430
0,631461,76,76,2,42,630235
1,2165,138,138,7,22,1
0,676357,31,31,2,95,675068
1,46094,78,78,5,61,43491
1,301337,23,23,2,5,298548
1,48145,3,3,4,21,47690
1,11508,110,110,5,47,8902
0,1015710,36,36,6,48,1014604
