Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,301826,242,242,2,91,299487
1,0,32772,96,96,1,119,29866
1,0,373899,29,29,2,28,371611
1,0,721934,74,74,2,36,719244
0,0,428427,86,86,3,85,425755
1,0,1516533,43,43,2,63,1514173
0,0,465591,161,161,2,115,462814
1,0,54199,32,32,2,48,51578
1,0,988200,207,207,2,36,985546
1,0,1062895,234,234,2,87,1060310
1,0,199898,36,36,1,95,197364
0,0,404584,118,118,2,94,402206
0,0,473501,202,202,3,125,470631
0,0,246580,85,85,2,6,243767
0,0,33755,27,27,2,57,30969
0,0,355891,244,244,2,119,353552
1,0,993191,44,44,2,63,990858
1,0,1150558,192,192,1,90,1147775
0,0,1152306,222,222,2,118,1149583
0,0,1161129,166,166,2,114,1158613
1,0,32977,216,216,1,117,30248
1,0,33431,26,26,2,100,30843
0,0,184674,6,6,2,97,182293
1,0,1757922,188,188,2,35,1755496
0,0,553480,173,173,3,67,550610
0,0,16153,30,30,2,48,13502
1,0,292921,245,245,2,122,290183
0,0,256062,178,178,2,124,253732
0,0,25495,50,50,2,100,22811
1,0,8691,195,195,2,31,6085
1,0,180436,213,213,2,46,177890
1,0,15222,212,212,2,8,12538
0,0,867065,115,115,2,73,864531
1,0,1966199,102,102,2,42,1963551
0,0,546874,142,142,2,108,544250
0,0,1024944,233,233,2,87,1022305
0,0,519004,251,251,2,76,516413
0,0,1176004,165,165,2,107,1173581
1,0,82609,137,137,3,44,79808
1,0,447956,176,176,2,66,445458
0,0,735391,128,128,2,75,733043
0,0,1102343,226,226,2,79,1099539
0,0,1314205,88,88,2,114,1311887
1,0,1034195,209,209,2,5,1031508
1,0,204433,62,62,2,47,201761
1,0,1800605,107,107,2,75,1797939
1,0,125132,79,79,2,49,122370
0,0,17633,22,22,1,66,14982
0,0,4209,121,121,2,69,1423
0,0,187941,232,232,2,39,185287
0,0,1065877,198,198,2,113,1063010
0,0,425184,135,135,2,55,422410
0,0,513629,257,257,3,84,510834
1,0,568671,172,172,2,2,566338
0,0,1123469,221,221,1,96,1120611
0,0,432436,158,158,1,63,429818
1,0,218715,55,55,2,72,215884
1,0,86749,152,152,1,70,84020
0,0,396102,69,69,1,95,393418
0,0,107074,254,254,1,74,104540
0,0,622377,41,41,2,10,620053
0,0,389747,163,163,1,130,387120
0,0,422008,200,200,2,34,419294
0,0,185153,24,24,2,132,182502
0,0,378614,162,162,2,89,375975
0,0,309384,109,109,2,124,306937
1,0,585607,80,80,2,122,583331
0,0,7162,20,20,2,48,4697
1,0,650434,39,39,3,40,647633
1,0,23290,218,218,2,75,20606
0,0,9867,60,60,2,100,7462
1,0,442799,201,201,1,50,439932
0,0,1713823,8,8,2,88,1711409
0,0,700388,15,15,2,109,697620
0,0,14845,47,47,3,52,11996
0,0,8092,214,214,2,45,5759
1,0,13979,197,197,1,0,11352
0,0,1053239,111,111,2,3,1050549
0,0,15062,84,84,2,48,12438
1,0,1100880,194,194,1,41,1098211
1,0,8115,171,171,3,47,5269
1,0,379418,169,169,2,53,376740
1,0,2047179,184,184,2,82,2044399
0,0,585177,204,204,3,24,582301
0,0,475012,141,141,2,116,472298
0,0,1324430,87,87,2,63,1322082
0,0,1156973,236,236,2,32,1154469
1,0,9580,196,196,1,40,6749
1,0,50888,151,151,2,53,48174
1,0,1096585,235,235,2,103,1093946
0,0,758419,45,45,2,23,756089
0,0,12594,150,150,2,48,9967
1,0,9089,217,217,2,25,6579
0,0,45075,124,124,1,27,42286
1,0,1611964,99,99,1,83,1609262
0,0,1828534,106,106,2,87,1825916
1,0,483376,95,95,2,110,480707
0,0,1865809,104,104,2,75,1862957
0,0,139709,253,253,2,92,138117
0,0,290907,117,117,1,19,288478
0,0,1731005,190,190,3,9,1728183
1,0,2060220,183,183,2,103,2057611
0,0,800723,164,164,2,4,798375
1,0,12158,11,11,2,56,9363
0,0,21771,82,82,2,48,19363
0,0,488327,203,203,3,24,485541
0,0,454333,157,157,2,109,451748
0,0,262330,243,243,2,85,259847
0,0,568854,259,259,2,108,566233
1,0,16377,144,144,2,48,13513
1,0,180486,35,35,2,44,177754
