Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,1330,9,9,9,66,2
1,0,30308,48,48,7,9,27168
1,0,56857,120,120,2,17,54575
0,0,1097,10,10,8,55,1
1,0,5564,34,34,2,34,2433
1,0,5286,76,76,2,27,4336
0,0,929052,122,122,2,85,925927
1,0,52289,81,81,7,8,48939
0,0,581462,110,110,6,22,578019
0,0,212280,147,147,9,29,211864
0,0,38881,130,130,2,59,36347
0,0,297517,75,75,7,86,294389
1,0,81368,19,19,2,83,80808
1,0,720,140,140,9,25,1
0,0,742903,100,100,2,77,741965
1,0,28960,0,0,2,85,27503
0,0,429068,80,80,7,84,425925
1,0,118859,95,95,2,34,115842
0,0,69438,35,35,2,61,67273
0,0,6138,37,37,8,72,5206
0,0,315827,124,124,7,79,312663
1,0,639,65,65,9,67,1
0,0,99546,108,108,2,25,97369
1,0,32123,55,55,2,51,29739
1,0,48514,137,137,7,51,47612
1,0,4123,86,86,6,2,1628
0,0,116617,51,51,7,43,113450
0,0,541,43,43,3,1,26
1,0,4229,136,136,7,52,1371
1,0,33235,5,5,9,78,30782
0,0,763,7,7,1,23,5
0,0,767496,93,93,2,9,766105
0,0,567659,24,24,1,16,567123
1,0,99066,111,111,2,82,97825
0,0,318588,152,152,7,42,315535
0,0,1011,6,6,9,37,1
1,0,546,142,142,9,64,1
1,0,4884,47,47,2,72,1753
0,0,213521,148,148,2,51,212382
1,0,11203,39,39,2,57,8075
1,0,74545,150,150,2,69,72053
1,0,2066,18,18,9,84,3
1,0,704,12,12,4,14,18
1,0,81855,145,145,7,12,78709
1,0,341238,26,26,2,73,338959
0,0,306062,90,90,2,51,305283
0,0,5181,103,103,2,87,4192
1,0,99079,49,49,2,3,97820
1,0,35758,4,4,8,78,35156
1,0,33620,82,82,7,69,30504
0,0,521345,22,22,7,56,518232
1,1,54155,54,54,7,37,50976
1,0,48145,1,1,5,19,47690
1,0,1005,15,15,9,65,1
0,0,9252,126,126,9,80,7177
0,0,1242,14,14,8,33,3
0,0,573456,41,41,2,29,572590
0,0,632799,45,45,7,70,629461
1,0,53098,125,125,2,22,49949
0,0,1771,17,17,9,15,5
1,0,55385,128,128,7,54,52233
0,0,6751,104,104,2,89,5450
1,0,3425,117,117,2,68,855
0,0,765509,31,31,7,76,762384
0,0,716461,42,42,7,51,713525
1,0,153763,101,101,6,53,151067
0,0,307836,151,151,9,42,304756
0,0,227216,73,73,9,70,225387
1,0,43791,67,67,7,78,40663
0,0,100486,50,50,2,44,98009
1,0,975350,133,133,6,75,972864
1,0,1651,92,92,2,12,830
1,0,4790,123,123,7,18,1644
1,0,30678,113,113,8,41,29548
0,0,642289,106,106,7,48,639173
1,0,40231,109,109,8,13,38468
1,0,1291,11,11,9,91,11
0,0,694715,132,132,2,32,691713
1,0,5115,52,52,6,36,2545
1,0,5807,129,129,2,32,3882
0,0,762911,102,102,2,32,760413
0,0,100844,29,29,8,71,99663
1,0,506465,68,68,2,40,504186
1,0,1242856,77,77,2,49,1242191
1,0,57661,38,38,2,57,55166
0,0,824374,60,60,2,32,822413
0,0,672501,84,84,2,85,670264
1,0,484,139,139,9,60,2
0,0,7732,62,62,7,36,4595
0,0,506906,98,98,0,86,503742
1,0,96937,119,119,2,63,96035
1,0,3141,87,87,8,30,982
0,0,302755,57,57,9,42,301802
0,0,1289,8,8,9,90,3
0,0,492209,21,21,2,82,489726
0,0,703218,16,16,9,24,701626
1,0,7840,64,64,2,7,6842
1,0,383983,3,3,2,60,383429
0,0,1482,105,105,2,43,1
0,0,304,127,127,8,81,2
1,0,40333,118,118,7,21,37199
1,0,6322,40,40,7,16,3197
0,0,673825,79,79,2,73,670661
0,0,201983,146,146,2,51,197949
0,0,232598,154,154,2,29,230508
1,0,46653,83,83,2,15,44743
0,0,789292,94,94,2,9,788021
0,0,714709,99,99,2,73,711560
0,0,1815,91,91,2,52,1
1,0,11460,143,143,8,71,9091
0,0,772874,149,149,7,81,769737
1,0,341160,155,155,2,85,338881
0,0,135805,156,156,7,26,132644
0,0,326955,28,28,7,9,323962
1,0,2735,74,74,2,60,246
1,0,371763,2,2,10,38,371065
0,0,562767,56,56,7,57,559651
0,0,676357,27,27,2,92,675068
1,0,11360,88,88,7,43,8184
1,0,24175,33,33,7,16,21059
0,0,8113,61,61,2,89,5945
0,0,696,114,114,8,80,1
1,0,552643,116,116,2,26,550361
0,0,225838,89,89,7,31,222980
1,0,46094,72,72,6,62,43491
0,0,296392,23,23,7,51,293633
1,0,36371,141,141,2,58,34218
0,0,220362,115,115,6,9,217744
0,0,532553,153,153,2,5,531252
1,0,34862,85,85,1,6,34431
0,0,638513,69,69,2,41,636579
0,0,685611,66,66,2,28,683131
0,0,9728,36,36,7,39,6585
1,0,5438,138,138,8,71,3198
1,0,13944,59,59,6,0,11467
1,0,37772,134,134,7,62,34755
1,0,7310,32,32,7,39,4179
0,0,8362,131,131,2,88,5834
1,0,96112,112,112,7,11,92984
1,0,6579,63,63,2,7,5257
0,0,8781,25,25,2,48,5653
1,0,8449,121,121,7,76,5315
0,0,34018,53,53,6,47,31541
0,0,1015710,30,30,7,46,1014604
1,0,93861,97,97,2,50,92599
0,0,905463,46,46,7,64,902746
0,0,673601,71,71,2,80,670680
0,0,741862,157,157,2,74,740972
0,0,559272,78,78,7,54,556483
0,0,12199,144,144,2,35,10430
0,0,631461,70,70,2,41,630235
1,0,2165,135,135,8,20,1
1,0,68231,96,96,7,74,65097
0,0,704396,13,13,9,44,703461
1,0,301337,20,20,2,4,298548
0,0,796646,58,58,2,9,794730
1,0,11508,107,107,6,45,8902
0,0,1017672,44,44,2,10,1015075
