Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Strand_Orientation
0,12909,146,146,0,10807,1
0,6110,102,103,0,3849,0
1,457048,92,93,1,454787,0
0,478833,231,231,0,476677,0
0,16869,155,155,0,14662,0
1,552888,219,219,1,550654,0
0,835809,99,100,0,833647,0
0,3770,52,53,0,732,1
1,828777,111,112,1,827212,1
1,9061,57,58,1,6806,1
0,2776,158,158,0,509,0
1,211189,120,120,1,209180,1
1,7765,30,31,1,5519,1
0,3747,24,25,0,1363,1
0,692573,71,72,0,690150,0
0,27924,6,7,0,26149,1
0,754574,177,177,0,752403,0
0,1178466,119,119,0,1176085,0
1,53359,118,118,1,52601,1
1,96434,222,222,1,94266,1
1,45480,198,198,1,43330,1
0,604953,82,83,0,602554,0
1,5633,12,13,1,4134,0
1,813661,183,183,1,811541,0
0,4215,73,74,0,1969,1
0,480713,39,40,0,478230,0
1,114439,8,9,1,112868,1
0,14957,65,66,0,12933,0
1,356577,109,110,1,354673,0
0,45278,103,104,0,42840,0
1,50723,124,124,1,48507,1
1,562476,175,175,1,560179,0
0,56175,87,88,0,53914,1
1,1621,66,67,1,2,1
0,4679,117,117,0,2307,1
0,11646,127,127,0,9286,1
0,487264,97,98,0,485114,0
0,47037,179,179,0,44773,1
0,371476,174,174,0,369323,0
0,477337,10,11,0,476408,0
0,828692,196,196,0,827244,1
1,909033,34,35,1,906619,0
0,1062,3,4,0,1,0
0,15153,208,208,0,12949,1
1,81519,11,12,1,79698,1
0,65232,218,218,0,62692,1
0,707127,50,51,0,704929,0
0,76316,29,30,0,74154,1
1,799420,225,225,1,796943,0
0,3230,131,131,0,921,1
0,2056,51,52,0,2,1
0,4947,47,48,0,2638,0
1,441740,95,96,1,439797,1
0,2326647,17,18,0,2325364,0
1,777368,224,224,1,775140,0
1,51771,234,234,1,49540,1
0,59089,42,43,0,56687,1
1,113111,170,170,1,111105,1
0,79561,121,121,0,77369,1
1,1451239,132,132,1,1449053,0
0,1009290,46,47,0,1006993,0
1,170211,126,126,1,168412,1
0,4516,55,56,0,3179,1
0,611448,114,114,0,610807,0
0,5046,162,162,0,2860,1
1,1375691,123,123,1,1373202,0
0,4025,168,168,0,1761,1
1,224206,203,203,1,222371,1
1,689616,84,85,1,687517,0
1,372955,230,230,1,370655,1
1,1204656,199,199,1,1202680,0
1,11060,145,145,1,8994,1
1,2096,149,149,1,747,1
0,1138,5,6,0,2,0
1,8253,105,106,1,6340,1
1,1189025,190,190,1,1186812,0
1,496899,104,105,1,495853,0
0,1474,16,17,0,101,1
0,1039862,78,79,0,1037046,0
0,20107,70,71,0,17801,1
0,14203,59,60,0,11819,1
0,391932,7,8,0,389746,1
0,3932,165,165,0,1401,0
0,915393,64,65,0,914149,0
0,244454,161,161,0,243822,0
0,394758,20,21,0,393970,0
0,574603,172,172,0,572120,0
1,4883,43,44,1,2628,1
1,252998,135,135,1,250869,0
0,2976,167,167,0,781,0
0,1159648,147,147,0,1157084,0
0,7454,54,55,0,5259,1
1,654471,77,78,1,652312,1
0,2907,37,38,0,667,0
0,4593,1,2,0,2230,1
0,1705791,91,92,0,1703299,1
1,598394,171,171,1,596190,0
0,2152,9,10,0,38,0
0,507624,193,193,0,505363,0
1,459000,176,176,1,456733,0
1,123424,232,232,1,121439,0
1,805063,181,181,1,803291,0
0,3147,44,45,0,535,1
0,7548,56,57,0,5362,0
0,11573,112,113,0,9210,0
0,81116,4,5,0,80040,1
0,703891,74,75,0,701787,0
0,351915,202,202,0,350539,1
0,6111,23,24,0,4843,1
1,299939,227,227,1,297915,1
0,115059,163,163,0,112891,1
0,1036,14,15,0,2,1
1,763015,85,86,1,760970,0
1,547726,138,138,1,545198,0
0,19404,201,201,0,17227,0
0,53099,223,223,0,50910,1
0,2191081,90,91,0,2188577,1
1,52834,185,185,1,50840,0
1,13918,125,125,1,11750,1
1,18062,137,137,1,16122,1
1,62927,153,153,1,60651,1
1,34512,93,94,1,32440,1
0,5683,58,59,0,3845,0
1,1835456,207,207,1,1833030,0
0,711734,32,33,0,710958,0
0,482055,115,115,0,479794,0
1,89110,209,209,1,86993,1
0,92121,143,143,0,90979,1
0,7735,187,187,0,5258,1
0,2352753,134,134,0,2351474,0
1,5117,217,217,1,2943,0
0,120751,188,188,0,119534,1
0,9642,212,212,0,7252,0
0,28514,113,0,0,26043,0
0,1699,88,89,0,101,1
1,3774,18,19,1,1570,0
1,468090,41,42,1,465892,0
0,3637,166,166,0,1680,1
1,619207,205,205,1,617003,0
0,369971,62,63,0,367785,0
1,10067,28,29,1,8418,1
1,1108,164,164,1,1,0
0,3468,72,73,0,1171,0
0,1009265,79,80,0,1006986,0
0,560608,182,182,0,558551,0
0,28523,83,84,0,26538,1
0,2650,25,26,0,386,1
0,6868,186,186,0,4559,1
0,50074,191,191,0,47909,1
0,487691,31,32,0,485538,0
1,17178,110,111,1,14941,1
0,669010,136,136,0,666635,0
0,2335,173,173,0,101,1
0,798,169,169,0,1,1
1,1167843,148,148,1,1165567,0
0,140815,228,228,0,140096,1
1,18493,48,49,1,16673,1
0,5471,141,141,0,3207,1
0,5333,21,22,0,3093,1
0,59387,96,97,0,57738,1
0,477141,200,200,0,476586,0
0,5583,101,102,0,3223,0
1,20192,204,204,1,18165,1
1,636865,81,82,1,634829,0
0,180595,122,122,0,178343,0
0,827,13,14,0,3,0
1,122003,229,229,1,119982,1
0,16433,195,195,0,14709,1
1,35613,197,197,1,33460,1
1,16106,75,76,1,14127,0
0,194620,128,128,0,192110,0
0,85349,67,68,0,84366,1
0,303473,216,216,0,301437,1
0,49973,26,27,0,48072,1
0,7225,108,109,0,4853,0
0,3201,61,62,0,2560,1
0,17152,140,140,0,14774,1
0,43304,160,160,0,40902,1
0,52112,106,107,0,49749,1
0,316113,226,226,0,313945,1
0,3704,22,23,0,1446,1
1,12933,116,116,1,10912,1
1,60946,150,150,1,58898,1
1,1287,19,20,1,1,0
0,3133,53,54,0,824,1
0,23314,236,236,0,21104,0
0,763294,178,178,0,761027,0
1,411395,38,39,1,410220,0
0,66424,233,233,0,64094,1
1,469090,35,36,1,466913,0
0,4184,235,235,0,1923,1
0,68193,151,151,0,66007,1
0,315631,215,215,0,313523,1
1,480279,206,206,1,478171,0
1,609383,80,81,1,607077,0
0,377705,100,101,0,375522,0
0,400277,27,28,0,398004,0
0,702444,213,213,0,701878,0
1,369509,63,64,1,367296,1
0,5540,45,46,0,3963,1
0,526037,40,41,0,525222,0
0,57522,129,129,0,55348,1
1,28472,221,221,1,26358,1
1,3258,210,210,1,754,1
1,961848,157,157,1,959689,0
1,16197,180,180,1,13717,1
0,1669,49,50,0,2,1
1,399311,94,95,1,397290,0
0,646569,184,184,0,644707,0
1,27218,69,70,1,24993,1
0,2152465,192,192,0,2150273,0
1,5726,0,1,1,3723,0
1,1909430,133,133,1,1907460,1
0,1835184,68,69,0,1832923,0
0,27070,144,144,0,24536,1
0,311650,214,214,0,309482,1
0,6765,194,194,0,4204,1
0,1518,60,61,0,1,1
1,477984,154,154,1,475453,0
1,19107,107,108,1,16912,1
1,2336,152,152,1,3,1
1,468765,86,87,1,466540,0
0,4334,98,99,0,1968,1
0,71096,142,142,0,68619,1
0,909502,76,77,0,907241,0
1,1116077,156,156,1,1113876,0
1,731499,33,34,1,729406,0
0,7491,130,130,0,5182,1
0,1333,15,16,0,3,0
1,811009,211,211,1,808763,0
0,1475,2,3,0,3,0
0,471716,220,220,0,470270,0
0,2123600,89,90,0,2121408,0
1,669243,189,189,1,667156,0
0,18709,36,37,0,16532,1
0,6479,139,139,0,5838,1
0,668634,159,159,0,666520,0
