Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,13580138,100,100,2,0,7,13578653,1
0,10821920,84,84,2,0,2,10820229,0
0,6955492,54,54,1,0,2,6953756,0
0,8380600,65,65,2,0,7,8379902,1
0,9310089,75,75,2,0,7,9309220,0
0,10429864,78,78,5,0,7,10428729,1
0,3221626,27,27,5,0,7,3220494,0
0,2102690,15,15,11,0,7,2100093,1
0,20867515,143,143,1,0,1,20866022,0
0,12246771,92,92,2,0,7,12245099,0
0,2680808,19,19,16,0,2,2679423,0
0,1401408,10,10,1,0,7,1400647,0
0,20915947,144,144,1,0,1,20914958,1
0,9221896,74,74,5,0,7,9220525,1
1,6638754,53,53,4,1,8,6637225,0
0,6441604,52,52,2,0,7,6440312,0
0,15741,0,0,18,0,7,14537,1
0,18735986,133,133,15,0,1,18734498,0
0,5430215,43,43,23,0,7,5429553,0
0,9311660,76,76,1,0,7,9310200,0
1,17401205,123,123,13,1,8,17399302,1
0,23649517,155,155,2,0,1,23648664,1
0,6362947,51,51,5,0,2,6361372,1
0,12849258,96,96,2,0,7,12848426,1
1,20479303,141,141,6,1,9,20477665,0
0,2737107,20,20,5,0,2,2736457,1
0,981427,6,6,5,0,7,980799,0
1,3054496,24,24,4,1,6,3053067,0
0,2642795,18,18,16,0,7,2641014,0
0,3511059,31,31,5,0,7,3509868,0
0,14451589,108,108,1,0,2,14449142,0
0,23514561,154,154,1,0,1,23513521,1
0,15398283,113,113,1,0,7,15396637,1
0,4838125,39,39,9,0,7,4836803,0
0,12488986,93,93,2,0,7,12486822,1
0,18766836,134,134,2,0,3,18765534,1
0,7567593,59,59,1,0,2,7566580,1
0,3453161,30,30,1,0,7,3451287,0
0,18932862,135,135,2,0,1,18931125,0
0,7857029,61,61,1,0,7,7856016,1
0,13391838,99,99,5,0,2,13390600,1
0,2579015,16,16,11,0,7,2576673,0
0,14931220,111,111,1,0,7,14928527,0
0,11473094,86,86,1,0,2,11472201,1
0,13980614,105,105,2,0,7,13979644,1
0,34835,165,165,19,0,0,33567,1
0,7776355,60,60,1,0,7,7775540,1
1,4299137,34,34,4,1,9,4297472,1
0,13813861,101,101,1,0,2,13812362,0
0,11600931,88,88,2,0,7,11599714,1
1,8836279,70,70,7,1,9,8834339,1
1,8422594,66,66,3,1,9,8420066,0
0,14939089,112,112,5,0,7,14937890,0
0,3097194,25,25,1,0,2,3096508,0
0,12567288,94,94,2,0,7,12566661,1
0,6016720,47,47,2,0,7,6015477,1
0,1662089,13,13,5,0,7,1659698,1
0,14766244,110,110,20,0,2,14765282,0
0,11497432,87,87,2,0,7,11496159,0
0,2912105,22,22,1,0,7,2911437,1
0,938369,5,5,2,0,7,937674,0
0,24218799,160,160,1,0,1,24217882,0
0,18449802,131,131,2,0,3,18448896,0
0,421354,1,1,11,0,7,418907,0
0,2597044,17,17,14,0,7,2596686,1
0,22586503,151,151,8,0,1,22583996,1
0,23902858,158,158,2,0,1,23901544,1
0,15431493,114,114,10,0,7,15429022,1
0,42748,167,167,14,0,5,41047,1
0,2862968,21,21,5,0,7,2861630,1
0,12160930,91,91,8,0,2,12160046,1
0,16835079,119,119,22,0,1,16833925,1
0,23866829,157,157,2,0,1,23865703,1
0,16416071,118,118,21,0,2,16413631,1
0,11654127,89,89,8,0,2,11653435,1
1,563875,4,4,6,1,9,561461,0
0,6088421,48,48,1,0,7,6085950,0
0,13282465,98,98,25,0,7,13280789,0
0,16920482,120,120,18,0,1,16919435,1
0,19133424,137,137,1,0,3,19132048,1
0,6835,163,163,14,0,0,4667,1
0,21703774,148,148,2,0,1,21701900,0
0,17627223,126,126,2,0,3,17625592,1
0,6956172,55,55,2,0,2,6955569,0
0,18038313,128,128,2,0,3,18037247,1
0,6283351,50,50,2,0,7,6282458,0
0,4102721,33,33,12,0,7,4101290,1
0,14479105,109,109,2,0,7,14478302,0
0,3312359,29,29,1,0,2,3311109,1
0,13013122,97,97,1,0,2,13011857,0
0,2003214,14,14,5,0,2,2002366,0
0,17542792,124,124,2,0,1,17541345,0
