Longitude,Mapycz_Id,Latitude,Commons_Category,Nl_Cr_Aut_Id
14.406597734,223,50.090603629,119,0
13.8725,147,50.0377777778,128,90
14.289524,50,50.386462,197,63
17.265,104,49.6058333333,99,139
15.001462,78,49.142019,112,81
16.16269444,38,49.20875,165,135
14.4678102778,238,50.0786805556,87,0
14.5147,165,49.3674,215,13
14.4494,203,50.0883,167,66
12.66694444,48,49.68,28,161
15.8120269,65,48.8927472,235,120
14.42138889,130,50.07805556,159,53
16.1975,105,50.343,58,128
15.63375,62,48.91480556,226,48
16.3337983,117,50.5866806,18,24
14.42582,90,50.08113,139,0
17.252854,194,49.59208,144,0
13.9840817,219,49.6717761,78,0
15.3108862,111,49.0543159,233,0
14.16834448,24,49.05900212,125,164
17.1864778,206,49.863895,45,0
12.8844,135,50.2225,61,118
15.8703658,94,50.2996439,37,0
16.3967,84,50.5904,59,0
14.3104356,0,50.742075,8,0
17.9006866,120,49.9387226,70,19
14.3651133,51,48.6560047,198,42
14.4227,99,50.08771,44,52
14.04167,73,48.65472,203,10
14.78787778,28,50.77743611,131,44
16.65462,0,49.3008525,249,157
13.23247222,34,49.99144444,143,160
13.52982,22,49.67055,124,82
12.9423572,13,49.5293539,25,77
12.831089,192,50.387106,146,173
17.7550557,205,49.7733105,88,0
15.94194,177,49.58,184,40
14.1344,56,49.9692,152,51
14.4119444444,162,50.0863888889,39,1
15.4528833,173,49.6589492,147,0
14.6768,9,50.1961,66,54
14.1704722222,44,49.513,175,23
13.317714,32,49.546903,140,167
15.230833,60,50.51625,221,96
14.40805556,114,49.96222222,174,2
13.7715833333,79,49.0545,252,61
16.14980556,40,50.34383333,26,43
14.4345009,0,50.0785904,257,0
15.4513,59,49.1854,218,105
15.906667,41,48.837639,161,17
17.0868,100,48.8041,148,0
16.8897222222,121,49.7044444444,16,38
12.7830636,189,50.1066825,76,12
13.2849,158,49.47877222,32,103
14.4066,25,48.871,246,0
15.8559,155,49.9476,50,149
14.420865,42,49.04180611,138,165
13.61837222,123,49.27877778,29,18
14.42824,240,50.08762,155,0
14.4163888889,239,50.0866666667,69,0
15.41327778,30,49.61402778,136,91
14.389281672,47,50.085962903,212,73
13.99138889,220,49.68611111,80,0
14.984592,113,50.732628,111,0
14.4156,217,50.09,200,50
12.7119444,77,50.1019444,79,8
14.3569444444,85,50.0844444444,23,106
15.89222222,18,49.09361111,251,109
16.6158333333,179,49.2072222222,231,22
16.5823,198,49.2082,123,169
14.417,96,50.0759,176,57
14.6578,197,49.4139,172,0
13.64861111,21,50.51777778,65,49
12.8396777778,0,50.0858833333,194,154
16.65,174,48.88333,1,0
14.926389,7,49.808889,258,55
12.9534389,171,50.3288972,238,119
17.00011111,74,50.38972222,113,36
17.72143754,196,50.08001826,121,0
16.3126488333,31,49.8734378333,40,46
18.0494,101,49.8875,168,0
17.7002,17,49.3768,64,0
14.7694875,139,49.0052097222,3,122
16.64416667,49,49.40930556,201,104
18.475198,227,49.769371,263,0
14.7695,83,49.00327,224,166
14.43694,98,50.07611,74,117
16.9182868,229,49.6722734,243,0
15.889325,118,50.397893,96,68
15.4836111111,145,49.8869444444,264,79
16.87455556,46,49.15472222,207,108
16.2694,125,50.6261,56,0
12.706589,159,49.977314,142,0
15.484825,0,50.057617,214,123
14.2589513,143,48.8089338,145,72
16.2018611111,0,50.4058444444,183,0
15.57882,215,49.60628,171,0
17.11464278,110,49.47356806,166,0
13.769,213,49.1857,239,144
16.53319444,33,49.45330556,141,94
13.32863,112,49.5702,67,20
17.31083333,124,49.1075,20,85
14.37361111,200,50.16916667,132,6
14.42545,10,50.087,98,0
14.15187222,237,50.50243333,72,0
