Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,7608,41,41,6745
0,326018,102,102,323649
0,476915,37,37,476025
1,346408,205,205,346178
0,216862,124,124,214952
1,80177,230,230,78453
1,8014,84,84,5234
1,557,91,91,3
1,74182,14,14,73355
1,346850,204,204,346512
0,921959,64,64,919047
0,1129891,146,146,1128836
0,2216,40,40,1884
1,56787,222,222,55507
1,612,71,71,103
0,929,175,175,3
1,9109,153,153,6119
1,35665,151,151,33647
0,223303,156,156,221369
1,30441,196,196,27628
0,1839347,130,130,1836461
1,71748,32,32,71398
0,122795,35,35,121053
0,1121147,213,213,1120731
1,216652,229,229,216302
1,53404,239,239,53066
1,20561,119,119,20007
1,215357,61,61,214062
0,543960,136,136,542011
1,23503,234,234,21764
1,57738,223,223,56893
0,857583,109,109,854629
0,615828,187,187,612868
0,3521,176,176,564
0,640889,122,122,638082
1,119855,182,182,118959
0,351059,63,63,348930
1,4441,70,70,1115
0,218,155,155,3
0,578507,188,188,577500
0,835,4,4,1
1,12423,126,126,10753
1,100170,26,26,98553
1,76293,27,27,74227
1,17384,123,123,15111
1,395,201,201,3
0,1415811,19,19,1415230
0,229154,238,238,227562
1,64517,121,121,64071
1,10942,200,200,10619
1,45868,112,112,44981
0,10805,106,106,10074
0,706956,36,36,704473
0,4265,65,65,3411
1,8105,58,58,5802
0,1034156,74,74,1031220
0,157631,185,185,157230
1,7838,214,214,7741
0,794,8,8,3
1,1231,13,13,899
0,51751,107,107,49106
0,2332647,199,199,2330257
1,114401,62,62,112584
1,41471,157,157,39177
0,1399795,23,23,1397420
1,6985,82,82,4031
1,46358,92,92,44298
0,1122061,145,145,1121249
0,535,6,6,1
0,11717,177,177,11061
0,629366,208,208,627348
1,34648,29,29,31775
1,56420,158,158,55923
1,42976,227,227,42014
0,2400,167,167,211
0,3058,138,138,647
1,33980,165,165,31590
0,358301,173,173,355485
0,202126,77,77,201683
1,83691,197,197,83233
1,33312,80,80,32212
0,1050263,159,159,1049748
0,368350,49,49,367493
1,23148,139,139,20869
0,877,16,16,2
0,1381,103,103,2
0,1130987,147,147,1130442
1,33975,34,34,32362
1,47107,231,231,46339
1,25397,152,152,23602
0,2035,128,128,1445
1,254233,181,181,251879
1,282,117,117,1
0,903359,161,161,902475
0,3364,171,171,1112
0,8634,59,59,6310
0,6051,110,110,3256
0,88109,218,218,87465
0,147,10,10,1
1,36817,150,150,35931
1,15156,24,24,14362
1,944659,162,162,941918
0,513917,236,236,513297
1,24472,189,189,23342
1,46075,232,232,44094
1,4117,224,224,1346
1,1991,179,179,321
1,7580,87,87,6150
0,317768,193,193,315381
0,581031,237,237,580762
0,783875,68,68,783721
0,929,17,17,492
0,6341,60,60,3546
1,28634,142,142,28311
0,392192,105,105,389835
1,2270,57,57,1968
1,17833,30,30,17345
0,609376,207,207,606950
1,2735,215,215,1362
0,1444050,22,22,1442287
0,6226,11,11,4295
0,481120,108,108,478592
0,215,5,5,3
1,2208,144,144,1
1,15743,206,206,15195
0,4959,100,100,2632
1,38673,90,90,38134
1,2184398,86,86,2181870
0,781276,168,168,779186
1,46181,184,184,45609
0,703894,114,114,701207
0,2029693,140,140,2028950
1,4564,44,44,2810
1,1582,12,12,692
0,3052,55,55,605
0,498493,235,235,497942
0,6017,220,220,3066
1,4965,125,125,2173
0,585603,190,190,583600
1,2706,88,88,1
1,89160,183,183,86623
1,88412,95,95,86619
1,101201,25,25,100433
1,6087,15,15,4936
0,1639600,198,198,1637255
1,1686,2,2,1
1,10351,178,178,7736
0,1338938,194,194,1337487
0,699100,72,72,696140
1,16367,31,31,13620
0,1153652,148,148,1152030
0,32383,202,202,29822
1,69602,83,83,68706
1,71222,127,127,69540
0,18217,118,118,15659
0,57820,33,33,56951
1,73875,210,210,71692
0,5666,170,170,3972
0,267665,225,225,267153
0,578251,164,164,576644
0,475584,96,96,473026
0,583,160,160,2
1,2783,38,38,909
1,67398,221,221,66466
0,453362,131,131,452610
0,11981,104,104,9216
0,915785,192,192,913926
0,772241,47,47,769332
0,228,18,18,1
1,2248,20,20,1520
1,74451,228,228,72187
1,3080,53,53,735
0,45115,203,203,42281
1,2190,98,98,1
0,922,9,9,412
0,521339,134,134,518895
0,612431,132,132,611934
0,750468,66,66,747616
0,24991,115,115,22313
1,1238,212,212,288
1,4197,149,149,3526
1,1066,0,0,947
0,1161359,93,93,1159086
1,63967,209,209,63425
0,8168,48,48,5343
0,1852084,67,67,1850486
1,40883,50,50,38052
1,9729,89,89,7402
0,17064,78,78,15238
0,521580,39,39,519241
0,814312,219,219,811961
1,34273,7,7,33176
1,58454,113,113,55821
0,504842,73,73,502038
1,26773,111,111,26201
0,856711,129,129,855554
0,112160,85,85,109194
0,752571,46,46,750136
0,1411,1,1,1097
0,630925,172,172,630173
0,795045,191,191,794215
0,587282,69,69,586959
0,617,54,54,1
0,478396,135,135,477242
0,822273,211,211,821002
1,28437,217,217,25624
0,4194,216,216,3232
1,957,169,169,103
1,13228,195,195,10472
1,1874,56,56,3
0,640440,116,116,637990
1,963,76,76,103
0,184333,75,75,183608
0,382722,101,101,380155
0,9773,226,226,7086
1,10829,81,81,8487
0,281858,154,154,279111
1,23155,186,186,22973
0,663276,133,133,662509
1,563,43,43,3
0,8610,79,79,7165
0,250640,174,174,247890
0,1020701,163,163,1018377
0,23344,166,166,21104
1,57748,51,51,55331
1,7904,97,97,5580
0,2011553,3,3,2010699
1,45867,21,21,45670
0,2033316,141,141,2030554
0,821170,99,99,818471
0,805101,143,143,802591
0,16756,28,28,15296
1,66037,94,94,63011
0,7310,233,233,4494
0,586872,180,180,586129
1,360854,45,45,358083
1,182518,42,42,180932
1,207218,120,120,204852
0,26957,137,137,26184
0,870832,52,52,869711
