Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,38827,226,226,35924
0,4679,185,185,1893
0,308397,303,303,305485
0,847503,311,311,845194
0,502030,132,132,499289
1,79193,80,80,76656
0,2449,0,0,11
1,7010,291,291,4233
1,491613,135,135,488857
1,21822,316,316,18838
1,3014,98,98,228
1,77950,18,18,74987
1,510295,142,142,507728
1,7457,214,214,4911
0,6673,233,233,3815
0,716265,36,36,713932
1,29749,163,163,26915
1,1133115,271,271,1130755
1,60671,177,177,58218
1,2940,212,212,73
0,8383,219,219,7271
1,17724,293,293,14986
0,13435,273,273,10745
1,86361,190,190,83876
0,225780,81,81,223900
0,628364,102,102,625434
0,504140,268,268,500865
0,636457,213,213,635763
0,848494,164,164,847454
0,492362,28,28,490971
0,236472,223,223,233641
0,782600,206,206,781197
0,7188,126,126,4384
1,8831,112,112,6234
0,654938,253,253,652152
0,984,305,305,31
1,1094,24,24,159
0,24358,274,274,21590
1,1225,54,54,1
0,628999,144,144,626735
1,13990,117,117,11384
1,28068,66,66,25282
1,3158,255,255,408
0,2351295,265,265,2348338
0,9939,58,58,8926
1,65081,87,87,62292
1,9052,247,247,7148
0,811998,312,312,810235
1,4342,85,85,1385
0,3790,210,210,806
1,1721524,41,41,1718519
0,2010044,11,11,2009265
1,4119,43,43,967
0,1008775,191,191,1006142
1,66235,248,248,64469
1,556405,240,240,554000
1,8756,146,146,5919
1,4216,134,134,1460
0,430057,187,187,427406
0,1137976,138,138,1133828
0,1204,128,128,2
1,8397,16,16,5578
0,779582,205,205,776703
1,976,21,21,2
0,690828,275,275,688522
0,3258,40,40,436
1,6116,59,59,4224
0,606712,238,238,603989
1,21218,242,242,18921
1,9121,288,288,6152
1,33240,56,56,30436
0,490870,47,47,489493
1,4777,19,19,2027
1,26225,207,207,24447
0,783456,83,83,780772
1,15107,263,263,12237
1,169188,307,307,166855
0,663320,259,259,660522
1,58458,116,116,55432
0,1185502,71,71,1183688
1,644271,101,101,641242
1,16574,222,222,14088
0,3713,284,284,2106
1,59561,141,141,57681
0,3597,235,235,1834
0,5794,137,137,3014
0,655728,169,169,653962
1,41742,308,308,39727
0,829858,121,121,827087
0,794113,243,243,793295
0,169312,68,68,166550
0,130785,106,106,128263
1,122539,192,192,120197
0,625252,229,229,622190
0,571445,200,200,567813
0,702008,181,181,700188
0,9553,115,115,7784
0,582823,22,22,581135
1,1917064,174,174,1914173
1,25743,231,231,24748
1,71114,197,197,69705
