Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position,Strand_Orientation
1,0,1160395,345,3,1159709,0
1,0,18293,402,3,17649,0
0,0,7200,132,4,6637,0
0,0,55025,357,4,54438,0
0,0,1464254,86,4,1463646,0
0,0,494817,200,4,494134,1
0,0,2016292,327,4,2015537,0
0,0,9057,386,4,8128,0
0,0,4555,130,4,3962,0
0,0,683253,96,4,682675,0
1,0,844685,366,3,844098,0
1,0,112468,399,1,111971,0
0,0,4870,338,4,4217,0
0,0,2682,261,4,1954,0
0,0,158502,17,4,158113,0
0,0,1955674,330,4,1955171,0
0,0,756041,97,4,755460,1
0,0,1368555,307,4,1367977,1
0,0,1487064,90,4,1486369,1
1,0,44362,298,3,43754,1
0,0,265007,255,4,264339,0
0,0,128464,414,2,128075,0
0,0,1921473,106,4,1920904,1
0,0,458814,350,4,458125,0
0,0,316703,369,4,316059,0
0,0,548591,222,2,548190,0
0,0,1604078,114,4,1603452,0
0,0,85370,59,4,84681,0
0,0,17407,258,4,16820,0
0,0,1033564,295,4,1032920,0
1,0,1738968,26,3,1738420,0
0,0,6677,377,4,6162,1
0,0,278070,218,4,277438,1
0,0,1731530,334,4,1730895,0
0,0,515441,203,4,514617,0
0,0,567879,379,2,567310,0
0,0,10321,124,4,9749,0
0,0,1686468,110,4,1685914,0
0,0,7629,226,4,6979,0
0,0,1645,354,4,1004,0
0,0,376974,53,4,376393,1
1,0,807869,23,3,807330,1
0,0,431207,424,4,430704,0
0,0,39701,50,4,39237,1
0,0,307213,256,4,306524,0
0,0,782,44,4,129,1
0,0,1132814,315,4,1132212,1
0,0,36247,70,4,35642,1
0,0,170789,66,4,170208,1
0,0,717564,267,4,716974,1
0,0,1637787,112,4,1637185,1
0,0,487905,167,4,487330,0
1,0,628319,181,3,627354,1
0,0,1932015,105,4,1931470,0
0,0,2027,38,4,1341,0
0,0,1743790,333,4,1743146,0
0,0,521226,204,4,520573,0
0,0,1118634,317,4,1117975,1
1,0,347837,16,3,347313,0
0,0,250738,321,4,250097,0
0,0,1579,2,4,1004,1
0,0,578960,74,4,578253,0
0,0,552848,142,4,552180,1
0,0,52129,262,4,51491,0
1,0,19103,378,3,18480,1
0,0,4829,254,4,4128,0
0,0,603114,235,4,602248,1
0,0,436400,10,4,435816,0
0,0,1148872,408,4,1148204,0
0,0,339516,221,4,338926,0
0,0,1581481,211,4,1580900,1
0,0,1081012,404,4,1080440,1
0,0,15668,342,4,15015,0
0,0,6518,301,4,5874,1
0,0,33001,18,4,32291,1
0,0,527500,426,4,526817,1
0,0,668902,146,4,668282,1
0,0,1995197,213,4,1994529,0
0,0,216763,320,4,216122,0
0,0,596495,157,4,595866,0
0,0,416038,381,4,415541,0
1,0,463493,99,3,462885,1
0,0,14001,392,4,13402,1
1,0,385637,19,3,384969,0
0,0,627298,98,4,626603,1
0,0,1845,387,2,1489,1
0,0,375081,120,4,374536,1
0,0,1473130,85,4,1472456,0
0,0,1134002,406,4,1133424,1
0,0,444695,30,4,444042,0
0,0,42175,384,4,41594,0
0,0,9261,126,4,8539,0
0,0,382637,55,4,382086,0
0,0,35038,300,4,34388,1
0,0,416102,244,4,415509,0
1,0,13194,347,3,12661,1
0,0,653543,82,4,652923,1
0,0,320021,421,4,319437,1
0,0,78452,297,4,77844,0
0,0,2893,382,4,2228,0
0,0,38888,77,4,38181,1
0,0,22995,302,2,22609,1
0,0,1066542,403,4,1065931,1
0,0,438865,349,4,438233,0
0,0,345916,151,4,345353,0
1,0,499409,364,3,498789,0
0,0,262228,36,4,261515,0
0,0,350824,412,2,350453,1
0,0,224418,164,4,223792,0
0,0,17055,46,4,16375,0
0,0,1049,281,4,204,1
0,0,807166,149,4,806492,1
1,0,874302,272,3,873739,1
0,0,281,8,5,3,1
0,0,16035,340,4,15472,0
0,0,311595,410,2,311224,1
0,0,6125,9,4,5631,1
0,0,582243,75,4,581596,0
0,0,1670681,27,4,1670067,0
1,0,544317,144,1,543658,0
0,0,285006,243,4,284026,0
0,0,482096,251,4,481446,0
0,0,16573,162,4,15977,0
0,0,1236,123,4,691,0
0,0,2152710,104,4,2152117,1
0,0,218124,163,4,217234,0
0,0,505974,292,4,505327,1
0,0,314714,121,4,314181,0
0,0,729959,94,4,729363,0
0,0,358436,275,2,358038,1
0,0,594102,229,4,593512,1
0,1,22696,71,4,22061,1
1,0,1261581,322,3,1260970,0
0,0,160801,401,4,160181,0
1,0,10872,102,3,10210,0
0,0,412598,277,4,411981,1
0,0,517192,291,4,516578,1
0,0,53893,304,4,53279,1
0,0,253563,285,4,252895,0
0,0,237931,283,4,237338,0
0,0,266589,174,4,265723,0
0,0,1078119,190,4,1077559,0
0,0,468817,294,4,467864,1
0,0,1243238,184,4,1242540,1
0,0,1176204,397,4,1175530,0
0,0,6197,385,4,5628,0
0,0,47042,78,4,46335,1
0,0,374682,40,4,374062,0
0,0,1420673,89,4,1420101,0
0,0,388432,192,2,388043,1
0,0,70633,57,4,70109,0
0,0,11230,372,4,10535,0
0,0,694973,305,4,694383,0
0,0,1677970,116,4,1677395,0
0,0,5761,373,4,5141,0
0,0,1886263,214,4,1885670,0
0,0,311313,420,4,310645,1
0,0,282372,171,4,281740,1
0,0,456160,319,4,455483,0
0,0,36542,383,4,35961,1
0,0,602338,318,4,601643,1
0,0,377041,361,4,376496,1
0,0,1142859,407,4,1142287,1
0,0,1481322,91,4,1480762,1
0,0,1306828,205,4,1306226,1
0,0,1739,5,4,1236,1
0,0,410649,138,2,410251,0
0,0,1587490,208,4,1586741,0
0,0,2442,282,4,1612,1
0,0,333597,422,4,332944,1
0,0,1411596,20,4,1410949,0
0,0,260483,175,4,259935,0
0,0,917604,271,4,916954,0
0,0,371048,274,4,370350,1
0,0,11470,45,2,11081,1
0,0,377176,139,4,376607,0
0,0,1943209,7,4,1942577,0
0,0,7470,266,4,6853,1
0,0,120884,33,2,120498,0
0,0,21243,13,4,20602,1
0,0,617680,230,4,617066,1
0,1,340144,411,4,339536,0
1,0,862102,239,3,861431,0
0,0,1875155,215,4,1874526,0
0,0,633183,231,2,632827,1
0,0,59685,47,4,58891,0
0,0,1611491,328,4,1610868,0
0,0,31626,355,4,31012,0
0,0,76266,276,4,75574,1
0,0,430625,11,4,430509,0
0,0,288480,173,4,287506,0
0,0,1187163,344,4,1186465,0
0,0,1200244,310,4,1199621,0
0,0,18926,388,4,18276,0
0,0,2115566,24,4,2114982,1
0,0,1109679,314,4,1109041,1
0,0,1559,49,4,987,1
0,0,413954,416,4,413337,0
0,0,159847,65,4,159101,1
0,0,1139142,313,4,1138561,1
0,0,462219,362,4,461563,1
0,0,1348,165,4,512,1
0,0,1344856,196,4,1344239,0
0,0,203566,68,2,203195,1
0,0,3660,193,4,3085,1
0,0,1001979,93,4,1001410,0
1,0,1671935,117,3,1671336,0
0,0,3008,160,4,2760,1
0,0,17644,346,4,17072,0
0,0,393310,278,4,392783,0
