Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,7608,42,42,6745
1,391707,128,128,391090
1,23420,85,85,20511
1,346408,210,210,346178
0,216862,129,129,214952
1,100170,26,26,98553
0,453362,136,136,452610
1,557,94,94,3
1,12665,70,70,11931
1,346850,209,209,346512
0,890682,195,195,889150
0,1130987,150,150,1130442
0,2216,41,41,1884
1,56787,226,226,55507
1,45867,21,21,45670
0,929,178,178,3
1,25397,155,155,23602
1,36817,153,153,35931
0,578507,190,190,577500
1,30441,201,201,27628
0,1839347,135,135,1836461
1,71748,34,34,71398
0,586872,183,183,586129
0,1122061,148,148,1121249
0,752571,47,47,750136
1,33312,81,81,32212
1,17807,29,29,16818
1,17424,194,194,14611
1,119855,185,185,118959
0,498493,237,237,497942
1,57738,227,227,56893
0,870832,53,53,869711
1,12423,131,131,10753
0,3521,179,179,564
1,46358,95,95,44298
1,120508,119,119,119957
0,351059,65,65,348930
1,4441,71,71,1115
0,218,158,158,3
0,615828,189,189,612868
0,835,4,4,1
1,71222,132,132,69540
1,101201,25,25,100433
1,76293,27,27,74227
1,17384,127,127,15111
1,395,206,206,3
0,1444050,22,22,1442287
0,122795,35,35,121053
1,64517,125,125,64071
0,747484,172,172,746714
1,58454,116,116,55821
0,10805,110,110,10074
0,805101,146,146,802591
0,4265,67,67,3411
1,8105,60,60,5802
1,42976,231,231,42014
0,157631,188,188,157230
1,7838,219,219,7741
0,794,8,8,3
1,1231,13,13,899
1,74182,14,14,73355
0,2332647,204,204,2330257
1,114401,64,64,112584
1,41471,160,160,39177
0,1415811,19,19,1415230
1,6985,84,84,4031
1,74451,232,232,72187
0,1129891,149,149,1128836
0,535,6,6,1
0,11717,180,180,11061
0,1338938,198,198,1337487
1,36096,30,30,35452
1,56420,161,161,55923
1,20561,123,123,20007
0,2400,171,171,211
0,3058,142,142,647
1,33980,169,169,31590
0,358301,176,176,355485
0,202126,78,78,201683
0,521580,39,39,519241
0,1034156,75,75,1031220
1,393196,83,83,390821
0,368350,50,50,367493
1,66037,98,98,63011
0,877,16,16,2
0,1381,107,107,2
0,1153652,151,151,1152030
1,45746,31,31,45168
1,80177,233,233,78453
1,35665,154,154,33647
0,2035,133,133,1445
0,921959,66,66,919047
1,282,121,121,1
0,903359,164,164,902475
0,3364,175,175,1112
0,8634,61,61,6310
0,6051,113,113,3256
0,223303,159,159,221369
0,147,10,10,1
0,706956,36,36,704473
1,15156,24,24,14362
1,944659,165,165,941918
0,478396,139,139,477242
1,46181,187,187,45609
1,47107,234,234,46339
0,1050263,162,162,1049748
1,1991,182,182,321
1,7580,89,89,6150
0,317768,197,197,315381
0,587282,69,69,586959
1,10942,205,205,10619
0,929,17,17,492
0,6341,62,62,3546
1,50252,214,214,48096
0,751195,193,193,748829
1,2270,59,59,1968
0,629366,212,212,627348
0,585603,192,192,583600
1,2735,220,220,1362
1,4117,228,228,1346
0,6226,11,11,4295
0,504842,74,74,502038
0,215,5,5,3
1,2208,147,147,1
0,857583,112,112,854629
0,4959,104,104,2632
1,38673,93,93,38134
1,2184398,88,88,2181870
0,821170,103,103,818471
0,640889,126,126,638082
0,699100,73,73,696140
0,2029693,143,143,2028950
1,4564,45,45,2810
1,1582,12,12,692
0,3052,57,57,605
0,513917,238,238,513297
0,6017,224,224,3066
1,4965,130,130,2173
1,46075,235,235,44094
1,2706,91,91,1
0,245327,117,117,242916
0,475584,100,100,473026
0,620331,167,167,618505
1,6087,15,15,4936
0,1639600,203,203,1637255
1,1686,2,2,1
1,10351,181,181,7736
0,1399795,23,23,1397420
0,651190,199,199,650348
1,17833,32,32,17345
1,612,72,72,103
0,32383,207,207,29822
1,11788,97,97,10025
1,182518,43,43,180932
0,18217,122,122,15659
0,88109,223,223,87465
0,540826,37,37,537914
0,5666,174,174,3972
0,267665,229,229,267153
1,28634,145,145,28311
0,1121147,218,218,1120731
0,583,163,163,2
1,2783,38,38,909
1,67398,225,225,66466
0,453819,90,90,453466
0,11981,108,108,9216
0,935665,196,196,933350
1,9109,156,156,6119
0,228,18,18,1
1,2248,20,20,1520
0,578251,168,168,576644
1,3080,55,55,735
0,45115,208,208,42281
1,2190,102,102,1
0,922,9,9,412
0,543960,140,140,542011
0,663276,137,137,662509
0,783875,68,68,783721
0,24991,118,118,22313
1,1238,217,217,288
1,4197,152,152,3526
1,1066,0,0,947
0,1161359,96,96,1159086
1,73875,215,215,71692
0,8168,49,49,5343
0,1842055,213,213,1840004
1,40883,51,51,38052
1,9729,92,92,7402
0,17064,79,79,15238
1,89160,186,186,86623
1,207218,124,124,204852
0,640440,120,120,637990
1,957,173,173,103
1,83691,202,202,83233
1,45868,115,115,44981
1,18211,54,54,15392
1,963,77,77,103
0,772241,48,48,769332
0,1411,1,1,1097
1,24472,191,191,23342
1,35958,40,40,35374
1,34273,7,7,33176
0,617,56,56,1
0,521339,138,138,518895
0,392192,109,109,389835
1,28437,222,222,25624
0,4194,221,221,3232
1,16367,33,33,13620
1,13228,200,200,10472
1,1874,58,58,3
0,51751,111,111,49106
0,581031,239,239,580762
0,184333,76,76,183608
0,382722,105,105,380155
0,9773,230,230,7086
1,10829,82,82,8487
0,281858,157,157,279111
0,326018,106,106,323649
0,112160,87,87,109194
1,563,44,44,3
0,8610,80,80,7165
1,8014,86,86,5234
0,1020701,166,166,1018377
0,23344,170,170,21104
1,57748,52,52,55331
1,7904,101,101,5580
0,2011553,3,3,2010699
1,26773,114,114,26201
0,2033316,144,144,2030554
1,15743,211,211,15195
0,822273,216,216,821002
0,16756,28,28,15296
1,88412,99,99,86619
0,7310,236,236,4494
0,250640,177,177,247890
1,360854,46,46,358083
1,215357,63,63,214062
1,254233,184,184,251879
0,26957,141,141,26184
0,856711,134,134,855554
