Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Genomic_Start_Position
1,3408436,5,2,3406694
0,11827525,19,2,11825876
0,2789368,3,4,2788047
1,15222966,26,0,15221143
1,2485342,2,2,2485001
1,16536814,29,2,16535087
0,11110825,17,2,11109716
0,19198058,34,2,19196265
0,15208834,25,5,15207657
1,21652250,38,2,21651465
1,8102835,10,5,8101324
0,4856229,6,5,4855079
0,8714764,11,5,8714108
1,13536464,23,2,13535010
0,16035426,28,3,16034275
0,11338656,18,3,11337604
0,6315281,8,3,6314564
1,109749,41,2,108094
1,19719069,36,2,19717789
0,11903031,20,3,11901664
1,13602436,24,2,13600727
1,16940003,31,2,16938267
0,12475698,22,2,12473968
1,19493479,35,5,19491830
0,729313,0,2,727583
1,10013846,14,6,10011450
1,2078700,1,1,2077966
1,17697736,32,2,17696702
0,15966851,27,2,15965034
1,10739420,16,3,10738391
0,21644712,37,3,21643691
0,5858117,7,3,5857149
0,10151192,15,2,10149456
1,9226812,12,2,9225424
0,24170195,40,2,24168318
1,9500152,13,2,9498311
1,3114645,4,2,3113716
1,18084214,33,2,18082439
0,7265620,9,2,7263896
0,12085133,21,3,12083649
1,23930113,39,3,23929616
1,16543225,30,2,16541663
