db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,,0.02256998047232628
15832,solo,1.0,1.0,,0.0005802739760838449
26192,solo,0.42857142857142855,0.2222222222222222,,1.160797119140625
34036,solo,1.0,1.0,,0.15675731003284454
52953,solo,0.7777777777777778,0.4375,,1.086308479309082
67222,solo,1.0,1.0,,0.005262268241494894
79114,solo,0.9823008849557522,0.7378205128205129,0.9999069421179974,0.03533731400966644
84208,solo,0.8888888888888888,0.6,,0.43237435817718506
01318,fedavg,1.0,1.0,,0.7830501794815063
15832,fedavg,1.0,1.0,,0.7760209441184998
26192,fedavg,0.8571428571428571,0.6363636363636364,,0.923417866230011
34036,fedavg,1.0,1.0,,0.8273447751998901
52953,fedavg,0.8888888888888888,0.8,,0.9174495339393616
67222,fedavg,1.0,1.0,,0.7853310704231262
79114,fedavg,0.9646017699115044,0.46737022504848236,0.953867994384697,0.7533172369003296
84208,fedavg,0.8888888888888888,0.8632478632478633,,0.9375584125518799
01318,fedgnn_both,1.0,1.0,,0.8850332498550415
15832,fedgnn_both,1.0,1.0,,0.8254592418670654
26192,fedgnn_both,0.8571428571428571,0.5555555555555555,,1.097161889076233
34036,fedgnn_both,1.0,1.0,,0.9630457162857056
52953,fedgnn_both,0.8888888888888888,0.8,,0.9564253687858582
67222,fedgnn_both,1.0,1.0,,0.9136364459991455
79114,fedgnn_both,0.9823008849557522,0.7378205128205129,0.9970995133725886,0.7761028409004211
84208,fedgnn_both,1.0,1.0,,0.9781447649002075
01318,fedgnn_node_only,1.0,1.0,,0.8771060109138489
15832,fedgnn_node_only,1.0,1.0,,0.807892382144928
26192,fedgnn_node_only,0.8571428571428571,0.5555555555555555,,1.0195599794387817
34036,fedgnn_node_only,1.0,1.0,,0.9526462554931641
52953,fedgnn_node_only,1.0,1.0,,0.9321367740631104
67222,fedgnn_node_only,1.0,1.0,,0.9019554257392883
79114,fedgnn_node_only,0.9734513274336283,0.4922576145082539,0.9279630696405308,0.7675199508666992
84208,fedgnn_node_only,0.8888888888888888,0.8585858585858586,,0.9837022423744202
01318,fedgnn_edge_only,1.0,1.0,,0.802049458026886
15832,fedgnn_edge_only,1.0,1.0,,0.8330509066581726
26192,fedgnn_edge_only,0.8571428571428571,0.6363636363636364,,1.070683240890503
34036,fedgnn_edge_only,1.0,1.0,,0.9931368827819824
52953,fedgnn_edge_only,1.0,1.0,,1.0254428386688232
67222,fedgnn_edge_only,1.0,1.0,,0.8108068108558655
79114,fedgnn_edge_only,0.995575221238938,0.9946370240358833,0.9831649831649831,0.704091489315033
84208,fedgnn_edge_only,1.0,1.0,,0.9441379904747009
01318,fedgnn_none,1.0,1.0,,0.9041560292243958
15832,fedgnn_none,1.0,1.0,,0.8833863139152527
26192,fedgnn_none,0.8571428571428571,0.6363636363636364,,1.065657377243042
34036,fedgnn_none,1.0,1.0,,0.9241717457771301
52953,fedgnn_none,0.8888888888888888,0.8,,1.0420994758605957
67222,fedgnn_none,1.0,1.0,,0.9956616759300232
79114,fedgnn_none,0.9690265486725663,0.6115580847723705,0.9891565088276055,0.7846693396568298
84208,fedgnn_none,1.0,1.0,,1.0232129096984863
