db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0004053085285704583
15832,solo,1.0,1.0,1.0,0.002126023406162858
26192,solo,0.7142857142857143,0.75,0.9166666666666667,0.6347957253456116
34036,solo,0.8,0.8,0.8333333333333333,1.067383885383606
52953,solo,0.6666666666666666,0.5714285714285714,0.9,1.021424412727356
67222,solo,1.0,1.0,1.0,0.11041852086782455
79114,solo,1.0,1.0,1.0,0.0004411861882545054
84208,solo,0.5555555555555556,0.6,0.7,1.1970515251159668
01318,fedavg,0.96,0.9655172413793104,1.0,0.5088745951652527
15832,fedavg,1.0,1.0,1.0,0.5079314112663269
26192,fedavg,0.7142857142857143,0.6666666666666666,1.0,0.6080528497695923
34036,fedavg,0.8,0.8,1.0,0.588234543800354
52953,fedavg,0.8888888888888888,0.8888888888888888,0.95,0.5985167622566223
67222,fedavg,0.6666666666666666,0.6666666666666666,0.75,0.6585971713066101
79114,fedavg,0.9823008849557522,0.9829059829059829,0.9993726966204031,0.46783581376075745
84208,fedavg,0.7777777777777778,0.75,0.8500000000000001,0.6248659491539001
01318,fedgnn_node_only,1.0,1.0,1.0,0.48687270283699036
15832,fedgnn_node_only,1.0,1.0,1.0,0.49031439423561096
26192,fedgnn_node_only,0.8571428571428571,0.8571428571428571,0.9166666666666667,0.5749305486679077
34036,fedgnn_node_only,0.8,0.8571428571428571,1.0,0.5800787806510925
52953,fedgnn_node_only,1.0,1.0,1.0,0.582201361656189
67222,fedgnn_node_only,0.8333333333333334,0.8888888888888888,0.875,0.6089451313018799
79114,fedgnn_node_only,0.9778761061946902,0.9787234042553191,0.9995295224653024,0.44676777720451355
84208,fedgnn_node_only,0.6666666666666666,0.7692307692307693,0.85,0.6149246692657471
