db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,,0.001826763735152781
15832,solo,1.0,1.0,,0.0012566065415740013
26192,solo,0.7142857142857143,0.30303030303030304,,1.2437150478363037
34036,solo,1.0,1.0,,0.060796935111284256
52953,solo,1.0,1.0,,0.16185611486434937
67222,solo,1.0,1.0,,0.03627989441156387
79114,solo,0.9911504424778761,0.7487113402061856,1.0,0.017839234322309494
84208,solo,0.6666666666666666,0.26666666666666666,,0.9134544730186462
01318,fedavg,1.0,1.0,,0.8916428089141846
15832,fedavg,1.0,1.0,,0.7853525280952454
26192,fedavg,0.7142857142857143,0.30303030303030304,,1.0489648580551147
34036,fedavg,1.0,1.0,,0.8750594854354858
52953,fedavg,1.0,1.0,,0.9939238429069519
67222,fedavg,1.0,1.0,,0.8657568097114563
79114,fedavg,0.9911504424778761,0.8333333333333333,0.9988738738738738,0.7150517702102661
84208,fedavg,0.8888888888888888,0.8632478632478633,,1.017755389213562
01318,fedgnn_both,1.0,1.0,,0.8590987324714661
15832,fedgnn_both,1.0,1.0,,0.841799259185791
26192,fedgnn_both,0.7142857142857143,0.4166666666666667,,1.0635625123977661
34036,fedgnn_both,1.0,1.0,,0.8565929532051086
52953,fedgnn_both,0.8888888888888888,0.8,,0.9781694412231445
67222,fedgnn_both,1.0,1.0,,0.8648449778556824
79114,fedgnn_both,0.9734513274336283,0.4968030690537084,1.0,0.6698445677757263
84208,fedgnn_both,0.6666666666666666,0.26666666666666666,,1.0401384830474854
01318,fedgnn_node_only,1.0,1.0,,0.7511910796165466
15832,fedgnn_node_only,1.0,1.0,,0.7436124682426453
26192,fedgnn_node_only,0.7142857142857143,0.30303030303030304,,0.9838957190513611
34036,fedgnn_node_only,1.0,1.0,,0.8749920725822449
52953,fedgnn_node_only,1.0,1.0,,0.839396595954895
67222,fedgnn_node_only,1.0,1.0,,0.8694534301757812
79114,fedgnn_node_only,0.9823008849557522,0.7474358974358974,0.9983208655083655,0.6222115755081177
84208,fedgnn_node_only,0.7777777777777778,0.6190476190476191,,1.004408359527588
01318,fedgnn_edge_only,1.0,1.0,,0.8184220790863037
15832,fedgnn_edge_only,1.0,1.0,,0.8050859570503235
26192,fedgnn_edge_only,0.8571428571428571,0.5555555555555555,,1.0006898641586304
34036,fedgnn_edge_only,1.0,1.0,,0.7919636964797974
52953,fedgnn_edge_only,0.8888888888888888,0.8,,0.9544851779937744
67222,fedgnn_edge_only,1.0,1.0,,0.8786363005638123
79114,fedgnn_edge_only,0.995575221238938,0.9160206718346253,0.9999607473700738,0.7009297609329224
84208,fedgnn_edge_only,0.7777777777777778,0.6190476190476191,,1.0512975454330444
01318,fedgnn_none,1.0,1.0,,0.7908962368965149
15832,fedgnn_none,1.0,1.0,,0.7973155975341797
26192,fedgnn_none,0.7142857142857143,0.30303030303030304,,1.0000073909759521
34036,fedgnn_none,1.0,1.0,,0.8243991136550903
52953,fedgnn_none,1.0,1.0,,1.0060453414916992
67222,fedgnn_none,1.0,1.0,,0.8297293186187744
79114,fedgnn_none,0.9867256637168141,0.800595238095238,0.9994369369369369,0.7437276244163513
84208,fedgnn_none,0.7777777777777778,0.4807692307692308,,1.0535153150558472
