db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0006625972455367446
15832,solo,1.0,1.0,1.0,0.03863096982240677
26192,solo,0.7142857142857143,0.75,0.8333333333333334,0.6239346265792847
34036,solo,1.0,1.0,1.0,0.03862190246582031
52953,solo,0.7777777777777778,0.8,0.8,0.7558709383010864
67222,solo,0.6666666666666666,0.8,1.0,0.3646794557571411
79114,solo,1.0,1.0,1.0,0.00020990395569242537
84208,solo,1.0,1.0,1.0,0.09136321395635605
01318,fedavg,1.0,1.0,1.0,0.43119916319847107
15832,fedavg,1.0,1.0,1.0,0.4540095627307892
26192,fedavg,0.8571428571428571,0.8888888888888888,1.0,0.5158425569534302
34036,fedavg,1.0,1.0,1.0,0.4470316469669342
52953,fedavg,0.8888888888888888,0.9090909090909091,0.9,0.5880701541900635
67222,fedavg,1.0,1.0,1.0,0.5323312878608704
79114,fedavg,0.995575221238938,0.9957446808510638,1.0,0.39710351824760437
84208,fedavg,1.0,1.0,1.0,0.5300193428993225
01318,fedgnn_node_only,1.0,1.0,1.0,0.4319549798965454
15832,fedgnn_node_only,1.0,1.0,1.0,0.4262450933456421
26192,fedgnn_node_only,1.0,1.0,1.0,0.47648927569389343
34036,fedgnn_node_only,1.0,1.0,1.0,0.4948408007621765
52953,fedgnn_node_only,1.0,1.0,1.0,0.56972336769104
67222,fedgnn_node_only,0.5,0.5714285714285714,0.75,0.6249977946281433
79114,fedgnn_node_only,0.995575221238938,0.9957446808510638,1.0,0.40549135208129883
84208,fedgnn_node_only,1.0,1.0,1.0,0.5116037130355835
