db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.000480478978715837
15832,solo,1.0,1.0,1.0,0.0019541732035577297
26192,solo,0.7142857142857143,0.75,0.9166666666666667,0.3744301497936249
34036,solo,1.0,1.0,1.0,0.11028696596622467
52953,solo,0.7777777777777778,0.75,1.0,0.7014046311378479
67222,solo,0.8333333333333334,0.8888888888888888,1.0,0.19707199931144714
79114,solo,0.995575221238938,0.9957081545064378,0.9996863483102015,0.02807648852467537
84208,solo,1.0,1.0,1.0,0.17676499485969543
01318,fedavg,1.0,1.0,1.0,0.514356791973114
15832,fedavg,1.0,1.0,1.0,0.49262580275535583
26192,fedavg,1.0,1.0,1.0,0.5553768873214722
34036,fedavg,1.0,1.0,1.0,0.4829652011394501
52953,fedavg,0.8888888888888888,0.9090909090909091,0.9,0.5880997776985168
67222,fedavg,1.0,1.0,1.0,0.551758885383606
79114,fedavg,0.9911504424778761,0.9913793103448276,0.9992942836979535,0.4466041028499603
84208,fedavg,0.7777777777777778,0.8,0.9,0.6214246153831482
01318,fedgnn_both,1.0,1.0,1.0,0.46028274297714233
15832,fedgnn_both,1.0,1.0,1.0,0.45701974630355835
26192,fedgnn_both,0.8571428571428571,0.8888888888888888,1.0,0.5504541397094727
34036,fedgnn_both,1.0,1.0,1.0,0.5151929259300232
52953,fedgnn_both,0.8888888888888888,0.8888888888888888,1.0,0.5960033535957336
67222,fedgnn_both,1.0,1.0,1.0,0.5811069011688232
79114,fedgnn_both,0.9823008849557522,0.9830508474576272,0.9989022190857053,0.41834941506385803
84208,fedgnn_both,0.6666666666666666,0.6666666666666666,0.9,0.6104656457901001
01318,fedgnn_node_only,1.0,1.0,1.0,0.4939972460269928
15832,fedgnn_node_only,1.0,1.0,1.0,0.5185909271240234
26192,fedgnn_node_only,0.8571428571428571,0.8571428571428571,1.0,0.5660800337791443
34036,fedgnn_node_only,1.0,1.0,1.0,0.5576159358024597
52953,fedgnn_node_only,0.6666666666666666,0.5714285714285714,0.8500000000000001,0.6385314464569092
67222,fedgnn_node_only,0.5,0.4,1.0,0.6630257368087769
79114,fedgnn_node_only,0.9823008849557522,0.9826086956521739,0.9932564886693327,0.4630792737007141
84208,fedgnn_node_only,0.7777777777777778,0.8,0.95,0.6178256869316101
01318,fedgnn_edge_only,0.96,0.9655172413793104,1.0,0.4901036024093628
15832,fedgnn_edge_only,0.9166666666666666,0.9333333333333333,1.0,0.5287576913833618
26192,fedgnn_edge_only,0.8571428571428571,0.8571428571428571,1.0,0.5630349516868591
34036,fedgnn_edge_only,1.0,1.0,1.0,0.5545184016227722
52953,fedgnn_edge_only,0.6666666666666666,0.5714285714285714,0.9,0.6392679810523987
67222,fedgnn_edge_only,0.5,0.4,1.0,0.6380115151405334
79114,fedgnn_edge_only,0.8982300884955752,0.8940092165898618,0.9934917274366815,0.4514094591140747
84208,fedgnn_edge_only,0.8888888888888888,0.8888888888888888,1.0,0.6146022081375122
01318,fedgnn_none,1.0,1.0,1.0,0.49474117159843445
15832,fedgnn_none,1.0,1.0,1.0,0.45879122614860535
26192,fedgnn_none,0.8571428571428571,0.8888888888888888,1.0,0.5486671924591064
34036,fedgnn_none,1.0,1.0,1.0,0.49820470809936523
52953,fedgnn_none,0.8888888888888888,0.9090909090909091,1.0,0.562303364276886
67222,fedgnn_none,1.0,1.0,1.0,0.5587049126625061
79114,fedgnn_none,0.9778761061946902,0.9785407725321889,0.9923939465223869,0.44748592376708984
84208,fedgnn_none,0.7777777777777778,0.8333333333333334,0.9,0.6290361881256104
