db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0003571909328456968
15832,solo,1.0,1.0,1.0,0.0010603920090943575
26192,solo,0.8571428571428571,0.8888888888888888,1.0,0.6833799481391907
34036,solo,1.0,1.0,1.0,0.2800334393978119
52953,solo,0.5555555555555556,0.5,0.85,0.986291229724884
67222,solo,0.6666666666666666,0.6666666666666666,1.0,0.9526452422142029
79114,solo,0.995575221238938,0.9957446808510638,0.9999215870775504,0.03393031284213066
84208,solo,0.7777777777777778,0.75,0.7,1.076046347618103
01318,fedavg,1.0,1.0,1.0,0.46543359756469727
15832,fedavg,1.0,1.0,1.0,0.4283437132835388
26192,fedavg,1.0,1.0,1.0,0.4874735474586487
34036,fedavg,1.0,1.0,1.0,0.48611900210380554
52953,fedavg,0.7777777777777778,0.8,0.9,0.6071907877922058
67222,fedavg,1.0,1.0,1.0,0.5560178756713867
79114,fedavg,0.9778761061946902,0.9790794979079498,1.0,0.4119822084903717
84208,fedavg,0.8888888888888888,0.9090909090909091,0.95,0.5609669089317322
01318,fedgnn_both,1.0,1.0,1.0,0.46214529871940613
15832,fedgnn_both,1.0,1.0,1.0,0.4743313789367676
26192,fedgnn_both,1.0,1.0,1.0,0.5078579783439636
34036,fedgnn_both,0.8,0.8571428571428571,1.0,0.5579103827476501
52953,fedgnn_both,0.7777777777777778,0.8,0.85,0.615120530128479
67222,fedgnn_both,1.0,1.0,1.0,0.48546573519706726
79114,fedgnn_both,0.9734513274336283,0.975,1.0,0.4458523094654083
84208,fedgnn_both,0.7777777777777778,0.8,0.8,0.6157241463661194
