db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0006577694439329207
15832,solo,1.0,1.0,1.0,0.0012191347777843475
26192,solo,0.8571428571428571,0.8571428571428571,0.9166666666666667,0.3544647991657257
34036,solo,0.8,0.8,0.8333333333333333,0.9661352038383484
52953,solo,0.5555555555555556,0.6,0.75,0.7111098170280457
67222,solo,1.0,1.0,1.0,0.043527599424123764
79114,solo,0.9911504424778761,0.9915254237288136,0.9976476123265114,0.054123952984809875
84208,solo,0.6666666666666666,0.6666666666666666,0.8,0.8213208913803101
01318,fedavg,0.88,0.8888888888888888,1.0,0.5345272421836853
15832,fedavg,0.9166666666666666,0.9333333333333333,1.0,0.531139612197876
26192,fedavg,0.8571428571428571,0.8888888888888888,1.0,0.6095798015594482
34036,fedavg,0.8,0.8,1.0,0.6115102767944336
52953,fedavg,0.5555555555555556,0.6,0.6,0.6442788243293762
67222,fedavg,0.8333333333333334,0.8571428571428571,1.0,0.5606452822685242
79114,fedavg,0.9911504424778761,0.9913793103448276,0.9999215870775504,0.43501004576683044
84208,fedavg,0.6666666666666666,0.6666666666666666,0.9,0.5990622639656067
01318,fedgnn_both,1.0,1.0,1.0,0.4862600266933441
15832,fedgnn_both,1.0,1.0,1.0,0.48437604308128357
26192,fedgnn_both,0.7142857142857143,0.8,0.6666666666666667,0.6481351852416992
34036,fedgnn_both,0.6,0.6666666666666666,0.8333333333333333,0.6124834418296814
52953,fedgnn_both,0.6666666666666666,0.6666666666666666,0.65,0.6454203724861145
67222,fedgnn_both,0.8333333333333334,0.8571428571428571,1.0,0.5186818838119507
79114,fedgnn_both,0.9778761061946902,0.9790794979079498,0.993413314514232,0.41898101568222046
84208,fedgnn_both,0.7777777777777778,0.8333333333333334,0.95,0.5903714299201965
01318,fedgnn_node_only,0.88,0.8888888888888888,1.0,0.5303052663803101
15832,fedgnn_node_only,1.0,1.0,1.0,0.4803036153316498
26192,fedgnn_node_only,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6548269987106323
34036,fedgnn_node_only,0.8,0.8,1.0,0.5994238257408142
52953,fedgnn_node_only,0.7777777777777778,0.75,0.75,0.6409856081008911
67222,fedgnn_node_only,1.0,1.0,1.0,0.5949797630310059
79114,fedgnn_node_only,0.995575221238938,0.9957446808510638,0.9999215870775504,0.42674052715301514
84208,fedgnn_node_only,0.8888888888888888,0.8888888888888888,0.95,0.5963066816329956
01318,fedgnn_edge_only,1.0,1.0,1.0,0.5307321548461914
15832,fedgnn_edge_only,1.0,1.0,1.0,0.5061180591583252
26192,fedgnn_edge_only,0.5714285714285714,0.7272727272727273,0.5,0.6756286025047302
34036,fedgnn_edge_only,0.8,0.8,1.0,0.5699813365936279
52953,fedgnn_edge_only,0.6666666666666666,0.6666666666666666,0.85,0.6322277784347534
67222,fedgnn_edge_only,0.8333333333333334,0.8571428571428571,0.875,0.6045278310775757
79114,fedgnn_edge_only,0.9557522123893806,0.9586776859504132,0.9861209127264173,0.5025494694709778
84208,fedgnn_edge_only,0.8888888888888888,0.9090909090909091,0.95,0.5988706350326538
01318,fedgnn_none,1.0,1.0,1.0,0.4719451069831848
15832,fedgnn_none,1.0,1.0,1.0,0.44297105073928833
26192,fedgnn_none,0.5714285714285714,0.7272727272727273,0.8333333333333334,0.6431848406791687
34036,fedgnn_none,1.0,1.0,1.0,0.543008029460907
52953,fedgnn_none,0.6666666666666666,0.7692307692307693,0.7,0.6285126805305481
67222,fedgnn_none,0.6666666666666666,0.75,0.875,0.5602049827575684
79114,fedgnn_none,0.9823008849557522,0.9830508474576272,0.9997647612326512,0.44083017110824585
84208,fedgnn_none,0.7777777777777778,0.8333333333333334,1.0,0.5850959420204163
