db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.00040321596316061914
15832,solo,1.0,1.0,1.0,0.0021498287096619606
26192,solo,0.7142857142857143,0.75,0.9166666666666667,0.6344603300094604
34036,solo,0.8,0.8,0.8333333333333333,1.0669052600860596
52953,solo,0.6666666666666666,0.5714285714285714,0.9,1.0208280086517334
67222,solo,1.0,1.0,1.0,0.13112878799438477
79114,solo,1.0,1.0,1.0,0.0005419700755737722
84208,solo,0.5555555555555556,0.6,0.7,1.19550621509552
01318,fedavg,0.96,0.9655172413793104,1.0,0.5090249180793762
15832,fedavg,1.0,1.0,1.0,0.5077432990074158
26192,fedavg,0.7142857142857143,0.6666666666666666,1.0,0.6082581281661987
34036,fedavg,0.8,0.8,1.0,0.5879149436950684
52953,fedavg,0.8888888888888888,0.8888888888888888,0.95,0.5989953279495239
67222,fedavg,0.6666666666666666,0.6666666666666666,0.75,0.6594234704971313
79114,fedavg,0.9823008849557522,0.9829059829059829,0.998980632008155,0.46801602840423584
84208,fedavg,0.7777777777777778,0.75,0.8500000000000001,0.6248400807380676
01318,fedgnn_both,1.0,1.0,1.0,0.43297019600868225
15832,fedgnn_both,1.0,1.0,1.0,0.42805051803588867
26192,fedgnn_both,0.8571428571428571,0.8571428571428571,1.0,0.49866431951522827
34036,fedgnn_both,0.8,0.8,0.8333333333333333,0.6024196743965149
52953,fedgnn_both,1.0,1.0,1.0,0.5767630338668823
67222,fedgnn_both,0.8333333333333334,0.8571428571428571,1.0,0.5212151408195496
79114,fedgnn_both,0.9911504424778761,0.9913793103448276,0.9996863483102015,0.37454837560653687
84208,fedgnn_both,0.7777777777777778,0.8,0.95,0.5760507583618164
