db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0003571909328456968
15832,solo,1.0,1.0,1.0,0.0010603920090943575
26192,solo,0.8571428571428571,0.8888888888888888,1.0,0.6833799481391907
34036,solo,1.0,1.0,1.0,0.2800334393978119
52953,solo,0.5555555555555556,0.5,0.85,0.986291229724884
67222,solo,0.6666666666666666,0.6666666666666666,1.0,0.9526452422142029
79114,solo,0.995575221238938,0.9957446808510638,0.9999215870775504,0.03183883801102638
84208,solo,0.7777777777777778,0.75,0.7,1.076046347618103
01318,fedavg,1.0,1.0,1.0,0.46534013748168945
15832,fedavg,1.0,1.0,1.0,0.42835211753845215
26192,fedavg,1.0,1.0,1.0,0.48734715580940247
34036,fedavg,1.0,1.0,1.0,0.48594751954078674
52953,fedavg,0.7777777777777778,0.8,0.9,0.6067418456077576
67222,fedavg,1.0,1.0,1.0,0.5557732582092285
79114,fedavg,0.9778761061946902,0.9790794979079498,1.0,0.41137391328811646
84208,fedavg,0.8888888888888888,0.9090909090909091,0.95,0.5604212284088135
01318,fedgnn_both,1.0,1.0,1.0,0.46211618185043335
15832,fedgnn_both,1.0,1.0,1.0,0.47517675161361694
26192,fedgnn_both,1.0,1.0,1.0,0.5079307556152344
34036,fedgnn_both,0.8,0.8571428571428571,1.0,0.5575587153434753
52953,fedgnn_both,0.7777777777777778,0.8,0.85,0.6155515313148499
67222,fedgnn_both,1.0,1.0,1.0,0.48624634742736816
79114,fedgnn_both,0.9734513274336283,0.975,1.0,0.44194266200065613
84208,fedgnn_both,0.7777777777777778,0.8,0.8,0.6153831481933594
01318,fedgnn_node_only,1.0,1.0,1.0,0.5002829432487488
15832,fedgnn_node_only,1.0,1.0,1.0,0.4658486545085907
26192,fedgnn_node_only,0.8571428571428571,0.8888888888888888,1.0,0.5358101725578308
34036,fedgnn_node_only,0.8,0.8571428571428571,1.0,0.5763065218925476
52953,fedgnn_node_only,0.7777777777777778,0.8333333333333334,0.9,0.6116366982460022
67222,fedgnn_node_only,1.0,1.0,1.0,0.5603940486907959
79114,fedgnn_node_only,0.9601769911504425,0.9629629629629629,1.0,0.4667383134365082
84208,fedgnn_node_only,0.6666666666666666,0.7692307692307693,0.8,0.6388267874717712
01318,fedgnn_edge_only,1.0,1.0,1.0,0.5016124844551086
15832,fedgnn_edge_only,1.0,1.0,1.0,0.46291589736938477
26192,fedgnn_edge_only,1.0,1.0,1.0,0.5080245733261108
34036,fedgnn_edge_only,1.0,1.0,1.0,0.530052900314331
52953,fedgnn_edge_only,0.8888888888888888,0.8888888888888888,0.9,0.6225365996360779
67222,fedgnn_edge_only,1.0,1.0,1.0,0.5518014430999756
79114,fedgnn_edge_only,0.9513274336283186,0.9547325102880658,0.9990590449306046,0.4382777214050293
84208,fedgnn_edge_only,0.7777777777777778,0.8,0.9,0.5998520255088806
01318,fedgnn_none,1.0,1.0,1.0,0.4525163173675537
15832,fedgnn_none,1.0,1.0,1.0,0.44082197546958923
26192,fedgnn_none,1.0,1.0,1.0,0.453241229057312
34036,fedgnn_none,1.0,1.0,1.0,0.5409855246543884
52953,fedgnn_none,0.8888888888888888,0.8888888888888888,0.9,0.5759328007698059
67222,fedgnn_none,1.0,1.0,1.0,0.53425532579422
79114,fedgnn_none,0.9911504424778761,0.9914529914529915,0.9994511095428527,0.39145657420158386
84208,fedgnn_none,0.8888888888888888,0.8888888888888888,0.95,0.5907971262931824
