db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.00040321596316061914
15832,solo,1.0,1.0,1.0,0.0021498287096619606
26192,solo,0.7142857142857143,0.75,0.9166666666666667,0.6344603300094604
34036,solo,0.8,0.8,0.8333333333333333,1.0669052600860596
52953,solo,0.6666666666666666,0.5714285714285714,0.9,1.0208280086517334
67222,solo,1.0,1.0,1.0,0.13112878799438477
79114,solo,1.0,1.0,1.0,0.0006051848758943379
84208,solo,0.5555555555555556,0.6,0.7,1.19550621509552
01318,fedavg,0.96,0.9655172413793104,1.0,0.5086819529533386
15832,fedavg,1.0,1.0,1.0,0.5078052282333374
26192,fedavg,0.7142857142857143,0.6666666666666666,1.0,0.6079307794570923
34036,fedavg,0.8,0.8,1.0,0.587449848651886
52953,fedavg,0.8888888888888888,0.8888888888888888,0.95,0.5985530018806458
67222,fedavg,0.6666666666666666,0.6666666666666666,0.75,0.6597752571105957
79114,fedavg,0.9823008849557522,0.9829059829059829,0.9996863483102015,0.4684657156467438
84208,fedavg,0.7777777777777778,0.75,0.8500000000000001,0.6248430609703064
01318,fedgnn_both,1.0,1.0,1.0,0.4328567385673523
15832,fedgnn_both,1.0,1.0,1.0,0.4278351664543152
26192,fedgnn_both,0.8571428571428571,0.8571428571428571,1.0,0.4982307553291321
34036,fedgnn_both,0.8,0.8,0.8333333333333333,0.6022936105728149
52953,fedgnn_both,1.0,1.0,1.0,0.5766995549201965
67222,fedgnn_both,0.8333333333333334,0.8571428571428571,1.0,0.521050214767456
79114,fedgnn_both,0.9911504424778761,0.9913793103448276,0.9996863483102015,0.3749389946460724
84208,fedgnn_both,0.7777777777777778,0.8,0.95,0.5764490365982056
01318,fedgnn_node_only,1.0,1.0,1.0,0.464170902967453
15832,fedgnn_node_only,1.0,1.0,1.0,0.41999930143356323
26192,fedgnn_node_only,0.7142857142857143,0.75,0.8333333333333334,0.5637530088424683
34036,fedgnn_node_only,1.0,1.0,1.0,0.5055888295173645
52953,fedgnn_node_only,0.8888888888888888,0.9090909090909091,1.0,0.565778374671936
67222,fedgnn_node_only,0.6666666666666666,0.75,0.875,0.5807473659515381
79114,fedgnn_node_only,0.9778761061946902,0.9787234042553191,0.9995295224653022,0.4149678945541382
84208,fedgnn_node_only,1.0,1.0,1.0,0.5804958343505859
01318,fedgnn_edge_only,1.0,1.0,1.0,0.49734655022621155
15832,fedgnn_edge_only,1.0,1.0,1.0,0.43802040815353394
26192,fedgnn_edge_only,0.8571428571428571,0.8571428571428571,1.0,0.5879114270210266
34036,fedgnn_edge_only,0.8,0.8,0.8333333333333333,0.6324521899223328
52953,fedgnn_edge_only,0.7777777777777778,0.8,0.9,0.6069762110710144
67222,fedgnn_edge_only,0.6666666666666666,0.6666666666666666,0.625,0.6392843723297119
79114,fedgnn_edge_only,0.9823008849557522,0.9829059829059829,0.9995295224653022,0.4326627850532532
84208,fedgnn_edge_only,0.8888888888888888,0.8888888888888888,0.8,0.6196481585502625
01318,fedgnn_none,0.92,0.9285714285714286,1.0,0.512051522731781
15832,fedgnn_none,0.8333333333333334,0.8571428571428571,1.0,0.5510197877883911
26192,fedgnn_none,0.8571428571428571,0.8571428571428571,1.0,0.5916995406150818
34036,fedgnn_none,0.6,0.5,1.0,0.599774956703186
52953,fedgnn_none,0.6666666666666666,0.5714285714285714,0.95,0.6239952445030212
67222,fedgnn_none,0.5,0.4,1.0,0.6379622220993042
79114,fedgnn_none,0.9911504424778761,0.9913793103448276,1.0,0.45001643896102905
84208,fedgnn_none,0.5555555555555556,0.3333333333333333,0.95,0.6440373659133911
