db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0006577694439329207
15832,solo,1.0,1.0,1.0,0.0012191347777843475
26192,solo,0.8571428571428571,0.8571428571428571,0.9166666666666667,0.3544647991657257
34036,solo,0.8,0.8,0.8333333333333333,0.9661352038383484
52953,solo,0.5555555555555556,0.6,0.75,0.7111098170280457
67222,solo,1.0,1.0,1.0,0.043527599424123764
79114,solo,0.9911504424778761,0.9915254237288136,0.9963145926448679,0.060097359120845795
84208,solo,0.6666666666666666,0.6666666666666666,0.8,0.8213208913803101
01318,fedavg,0.88,0.8888888888888888,1.0,0.5337575674057007
15832,fedavg,0.9166666666666666,0.9333333333333333,1.0,0.5312070846557617
26192,fedavg,0.8571428571428571,0.8888888888888888,1.0,0.6093658804893494
34036,fedavg,0.8,0.8,1.0,0.6114262938499451
52953,fedavg,0.5555555555555556,0.6,0.6,0.6435377597808838
67222,fedavg,0.8333333333333334,0.8571428571428571,1.0,0.5597055554389954
79114,fedavg,0.995575221238938,0.9957081545064378,0.9995295224653024,0.43483152985572815
84208,fedavg,0.6666666666666666,0.6666666666666666,0.9,0.5985990166664124
01318,fedgnn_both,1.0,1.0,1.0,0.4864311218261719
15832,fedgnn_both,1.0,1.0,1.0,0.4849134683609009
26192,fedgnn_both,0.7142857142857143,0.8,0.6666666666666667,0.6480552554130554
34036,fedgnn_both,0.6,0.6666666666666666,0.8333333333333333,0.6125921607017517
52953,fedgnn_both,0.6666666666666666,0.6666666666666666,0.65,0.6448251008987427
67222,fedgnn_both,0.8333333333333334,0.8571428571428571,1.0,0.5189265012741089
79114,fedgnn_both,0.9778761061946902,0.9790794979079498,0.992158707755038,0.41793105006217957
84208,fedgnn_both,0.7777777777777778,0.8333333333333334,0.95,0.5903897881507874
