db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0006628526607528329
15832,solo,1.0,1.0,1.0,0.0012059571454301476
26192,solo,0.8571428571428571,0.8571428571428571,0.9166666666666667,0.3554198443889618
34036,solo,0.8,0.8,0.8333333333333333,0.9666993021965027
52953,solo,0.5555555555555556,0.6,0.75,0.7109609842300415
67222,solo,1.0,1.0,1.0,0.02454497665166855
79114,solo,0.9911504424778761,0.9915254237288136,0.9997647612326511,0.05339496582746506
84208,solo,0.6666666666666666,0.6666666666666666,0.8,0.8219993114471436
01318,fedavg,0.88,0.8888888888888888,1.0,0.5348960757255554
15832,fedavg,0.9166666666666666,0.9333333333333333,1.0,0.5312739014625549
26192,fedavg,0.8571428571428571,0.8888888888888888,1.0,0.6092958450317383
34036,fedavg,0.8,0.8,1.0,0.6113251447677612
52953,fedavg,0.5555555555555556,0.6,0.6,0.6436913013458252
67222,fedavg,0.8333333333333334,0.8571428571428571,1.0,0.5625916123390198
79114,fedavg,0.9911504424778761,0.9913793103448276,0.999607935387752,0.43288877606391907
84208,fedavg,0.6666666666666666,0.6666666666666666,0.9,0.598811149597168
01318,fedgnn_node_only,1.0,1.0,1.0,0.4932836890220642
15832,fedgnn_node_only,1.0,1.0,1.0,0.49187585711479187
26192,fedgnn_node_only,1.0,1.0,1.0,0.6052703857421875
34036,fedgnn_node_only,0.8,0.8,1.0,0.5703762769699097
52953,fedgnn_node_only,0.5555555555555556,0.6666666666666666,0.5,0.6710013747215271
67222,fedgnn_node_only,1.0,1.0,1.0,0.5696271061897278
79114,fedgnn_node_only,0.9867256637168141,0.9871244635193133,0.9972555477142634,0.45815733075141907
84208,fedgnn_node_only,0.7777777777777778,0.8333333333333334,0.95,0.6199658513069153
