db_id,method,accuracy,f1,auc,loss
01318,solo,1.0,1.0,1.0,0.0003592807042878121
15832,solo,1.0,1.0,1.0,0.0010450431145727634
26192,solo,0.8571428571428571,0.8888888888888888,1.0,0.6835002899169922
34036,solo,1.0,1.0,1.0,0.28042179346084595
52953,solo,0.5555555555555556,0.5,0.85,0.9852055311203003
67222,solo,0.6666666666666666,0.6666666666666666,1.0,0.7333067059516907
79114,solo,0.995575221238938,0.9957446808510638,0.9998431741551007,0.036130744963884354
84208,solo,0.7777777777777778,0.75,0.7,1.077437162399292
01318,fedavg,1.0,1.0,1.0,0.46494385600090027
15832,fedavg,1.0,1.0,1.0,0.4289022386074066
26192,fedavg,1.0,1.0,1.0,0.48661884665489197
34036,fedavg,1.0,1.0,1.0,0.486589252948761
52953,fedavg,0.7777777777777778,0.8,0.9,0.6080748438835144
67222,fedavg,1.0,1.0,1.0,0.5518544912338257
79114,fedavg,0.9778761061946902,0.9790794979079498,1.0,0.4113127589225769
84208,fedavg,0.8888888888888888,0.9090909090909091,0.95,0.5605780482292175
01318,fedgnn_node_only,1.0,1.0,1.0,0.4670843183994293
15832,fedgnn_node_only,1.0,1.0,1.0,0.454204797744751
26192,fedgnn_node_only,1.0,1.0,1.0,0.5227469205856323
34036,fedgnn_node_only,1.0,1.0,1.0,0.5832896828651428
52953,fedgnn_node_only,0.8888888888888888,0.8888888888888888,0.95,0.596216082572937
67222,fedgnn_node_only,1.0,1.0,1.0,0.515830934047699
79114,fedgnn_node_only,0.995575221238938,0.9957446808510638,1.0,0.4149172604084015
84208,fedgnn_node_only,0.8888888888888888,0.9090909090909091,0.95,0.6174500584602356
