Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,1169344,41,41,1,25,1158920
1,7614,2,0,0,2,1030
1,609988,157,157,1,124,605538
0,1211309,162,162,1,132,1200861
1,71128,81,81,1,17,60752
1,18759,151,151,3,74,8548
1,52109,56,56,1,60,41772
1,18044,37,37,1,9,13358
0,424181,138,138,1,64,413739
0,225503,222,222,1,116,215040
0,1026196,141,141,3,35,1015775
0,330111,109,109,1,71,322282
1,458221,51,51,1,110,447770
0,328819,65,65,1,68,318764
0,18045,172,172,1,65,7588
1,83617,101,101,1,89,73238
0,743366,13,13,3,92,733188
0,775910,131,131,1,91,765552
0,796435,42,42,3,135,786038
0,332104,167,167,1,52,321641
1,7780,9,9,2,123,2
0,818767,120,120,1,121,810066
0,573981,158,158,1,124,563530
1,459416,62,62,1,139,449073
1,5380,26,26,3,26,2
1,214744,10,10,3,38,206012
1,31572,75,75,1,24,21127
1,63253,173,173,1,76,52823
0,286931,190,190,1,97,283691
0,149649,115,115,2,25,143326
1,14171,178,178,2,59,4392
1,11492,32,32,1,56,5925
1,26884,61,61,1,51,16478
1,45907,205,205,2,16,38978
0,13390,160,160,1,125,2987
0,193120,183,183,2,96,183374
0,9732,191,191,1,18,1
1,1233807,176,176,3,136,1224493
1,62951,94,94,1,85,52593
1,970184,184,184,1,83,959784
1,138304,215,215,1,49,127910
1,13701,152,152,1,79,3220
0,328850,47,47,1,14,318795
1,5595,7,7,2,137,1
0,213628,100,100,1,129,203258
0,24168,112,112,3,22,13795
1,31191,121,121,1,53,20812
0,3034,91,91,2,86,2
1,347060,219,219,2,139,339083
1,127990,149,149,3,122,117557
1,390898,218,218,1,71,380639
1,60872,206,206,1,21,50520
1,141214,130,130,1,39,130814
0,842551,211,211,1,6,832124
0,475972,77,77,2,82,470489
1,534898,113,113,2,103,529028
1,47512,124,124,1,14,39092
0,2345983,165,165,1,21,2335691
0,33876,199,199,1,69,23431
0,2017022,5,5,2,101,2011656
0,745319,40,40,1,134,734937
0,908777,38,38,1,102,898398
0,1020605,200,200,3,19,1014285
1,25728,93,93,3,39,21774
0,13163,66,66,1,48,2601
0,789447,212,212,3,113,779023
0,7954,192,192,2,66,2
1,229560,213,213,1,93,219184
0,1028641,20,20,1,100,1018586
1,69531,217,217,1,49,59128
0,5243,69,69,1,45,2
0,9826,23,23,2,114,2831
1,12411,133,133,3,3,1858
0,6482,4,4,2,66,3
1,78813,196,196,1,140,72588
1,12312,195,195,2,7,7990
1,40663,197,197,1,125,30197
1,24830,102,102,1,39,14646
0,288082,208,208,1,94,277652
1,64484,128,128,2,97,55971
1,127475,170,170,1,88,117093
1,32850,186,186,1,100,28143
0,207695,53,53,1,111,204667
1,36235,216,216,1,50,25871
0,11147,33,33,2,117,4143
0,1351353,154,154,3,136,1340908
0,30892,74,74,1,124,20468
1,54812,6,6,1,106,50482
1,353296,97,97,2,7,348857
0,7476,0,1,2,103,127
