Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,1160395,347,347,3,55,1159709
0,0,18293,404,404,3,156,17649
0,0,7200,134,134,4,24,6637
0,0,55025,359,359,4,100,54438
0,0,1464254,88,88,4,96,1463646
1,0,494817,203,203,4,14,494134
0,0,2016292,329,329,4,62,2015537
0,0,9057,388,388,4,90,8128
0,0,4555,132,132,4,130,3962
0,0,683253,98,98,4,57,682675
0,0,844685,368,368,3,112,844098
0,0,112468,401,401,1,36,111971
0,0,4870,340,340,4,139,4217
0,0,2682,264,264,4,130,1954
1,0,163066,8,8,4,142,162521
0,0,1955674,332,332,4,160,1955171
1,0,756041,99,99,4,96,755460
1,0,1368555,309,309,4,75,1367977
1,0,1487064,92,92,4,28,1486369
1,0,44362,301,301,3,121,43754
0,0,265007,258,258,4,5,264339
0,0,120884,35,35,2,106,120498
1,0,1921473,108,108,4,57,1920904
0,0,458814,352,352,4,99,458125
0,0,316703,371,371,4,45,316059
0,0,548591,226,226,2,40,548190
0,0,1604078,116,116,4,75,1603452
0,0,85370,62,62,4,76,84681
0,0,17407,261,261,4,41,16820
0,0,1033564,298,298,4,167,1032920
0,0,1738968,28,28,3,40,1738420
1,0,6677,379,379,4,89,6162
1,0,278070,222,222,4,157,277438
0,0,1731530,336,336,4,57,1730895
0,0,477620,206,206,4,112,476973
0,0,567879,381,381,2,88,567310
0,0,10321,126,126,4,41,9749
0,0,1686468,112,112,4,96,1685914
0,0,7629,230,230,4,41,6979
0,0,1645,356,356,4,104,1004
1,0,376974,56,56,4,150,376393
1,0,807869,25,25,3,117,807330
1,0,426818,137,137,4,128,426186
1,0,39701,53,53,4,41,39237
0,0,307213,259,259,4,14,306524
1,0,782,47,47,4,126,129
1,0,1132814,317,317,4,57,1132212
1,0,36247,72,72,4,63,35642
1,0,159847,68,68,4,98,159101
1,0,717564,270,270,4,122,716974
1,0,1637787,114,114,4,57,1637185
0,0,487905,170,170,4,150,487330
1,0,356421,430,430,3,137,355831
0,0,1932015,107,107,4,96,1931470
0,0,2027,40,40,4,71,1341
0,0,1743790,335,335,4,57,1743146
0,0,515441,207,207,4,65,514617
1,0,1118634,319,319,4,152,1117975
0,0,347837,18,18,3,9,347313
0,0,250738,323,323,4,157,250097
1,0,1579,3,3,4,166,1004
0,0,570400,76,76,4,114,569783
1,0,552848,145,145,4,163,552180
0,0,52129,265,265,4,130,51491
1,0,19103,380,380,3,31,18480
0,0,4829,257,257,4,37,4128
1,0,599763,233,233,4,6,598996
0,0,436400,12,12,4,26,435816
0,0,1148872,410,410,4,33,1148204
0,0,339516,225,225,4,82,338926
1,0,1581481,215,215,4,84,1580900
1,0,1081012,406,406,4,169,1080440
0,0,15668,344,344,4,20,15015
1,0,6518,304,304,4,150,5874
1,0,26110,306,306,4,31,25487
1,0,504309,428,428,3,145,503911
1,0,668902,149,149,4,77,668282
0,0,1995197,217,217,4,149,1994529
0,0,216763,322,322,4,143,216122
1,0,588625,157,157,3,108,587969
0,0,416038,383,383,4,64,415541
1,0,463493,101,101,3,79,462885
1,0,14001,394,394,4,153,13402
0,0,385637,21,21,3,55,384969
1,0,602338,320,320,4,92,601643
1,0,1845,389,389,2,87,1489
0,0,314714,123,123,4,25,314181
0,0,1473130,87,87,4,27,1472456
1,0,1134002,408,408,4,47,1133424
0,0,444695,32,32,4,110,444042
0,0,42175,386,386,4,149,41594
0,0,9261,128,128,4,41,8539
0,0,382637,58,58,4,157,382086
1,0,35038,303,303,4,120,34388
0,0,416102,247,247,4,23,415509
1,0,13194,349,349,3,105,12661
1,0,641578,83,83,4,54,640880
1,0,320021,423,423,4,97,319437
0,0,78452,300,300,4,85,77844
0,0,2893,384,384,4,147,2228
1,0,36160,20,20,4,53,35462
1,0,628319,184,184,3,65,627354
1,0,1066542,405,405,4,69,1065931
0,0,438865,351,351,4,21,438233
0,0,345916,154,154,4,133,345353
0,0,499409,366,366,3,55,498789
0,0,262228,38,38,4,168,261515
1,0,350824,414,414,2,98,350453
0,0,224418,167,167,4,21,223792
0,0,17055,49,49,4,41,16375
1,0,1049,284,284,4,68,204
1,0,807166,152,152,4,116,806492
1,0,874302,275,275,3,117,873739
1,0,281,10,10,5,73,3
0,0,16035,342,342,4,52,15472
1,0,311595,412,412,2,98,311224
1,0,6125,11,11,4,73,5631
0,0,578960,77,77,4,114,578253
0,0,1670681,29,29,4,122,1670067
0,0,544317,147,147,1,112,543658
0,0,285006,246,246,4,133,284026
0,0,482096,254,254,4,109,481446
0,0,16573,165,165,4,126,15977
0,0,1236,125,125,4,0,691
1,0,2152710,106,106,4,160,2152117
0,0,218124,166,166,4,21,217234
1,0,497850,295,295,4,41,497083
1,0,653543,84,84,4,54,652923
0,0,729959,96,96,4,17,729363
1,0,358436,278,278,2,56,358038
1,0,584282,133,133,4,6,583626
1,1,22696,73,73,4,61,22061
0,0,1261581,324,324,3,129,1260970
0,0,160801,403,403,4,48,160181
0,0,10872,104,104,3,102,10210
1,0,412598,280,280,4,44,411981
1,0,514088,294,294,4,41,513441
1,0,667099,4,4,4,6,666332
0,0,253563,288,288,4,131,252895
0,0,237931,286,286,4,23,237338
0,0,266589,177,177,4,21,265723
0,0,1078119,193,193,4,160,1077559
1,0,198335,43,43,4,6,197730
1,0,1243238,187,187,4,160,1242540
0,0,1176204,399,399,4,5,1175530
0,0,6197,387,387,4,154,5628
1,0,38888,79,79,4,56,38181
0,0,374682,42,42,4,17,374062
0,0,1420673,91,91,4,160,1420101
1,0,388432,195,195,2,74,388043
0,0,70633,60,60,4,126,70109
0,0,11230,374,374,4,125,10535
0,0,694973,307,307,4,70,694383
0,0,1677970,118,118,4,136,1677395
0,0,5761,375,375,4,22,5141
0,0,1886263,218,218,4,101,1885670
1,0,311313,422,422,4,135,310645
1,0,282372,174,174,4,46,281740
0,0,456160,321,321,4,118,455483
1,0,36542,385,385,4,149,35961
0,0,541203,103,103,4,65,540331
1,0,375081,122,122,4,25,374536
1,0,1142859,409,409,4,47,1142287
1,0,1481322,93,93,4,75,1480762
1,0,1306828,209,209,4,91,1306226
1,0,1739,6,6,4,33,1236
0,0,410649,141,141,2,31,410251
0,0,1587490,212,212,4,91,1586741
1,0,2442,285,285,4,29,1612
1,1,327963,424,424,4,97,327337
0,0,1411596,22,22,4,17,1410949
0,0,260483,178,178,4,99,259935
0,0,917604,274,274,4,101,916954
1,0,371048,277,277,4,98,370350
1,0,11470,48,48,2,126,11081
0,0,377176,142,142,4,98,376607
0,0,1943209,9,9,4,57,1942577
1,0,7470,269,269,4,126,6853
1,0,76266,279,279,4,46,75574
1,0,21243,15,15,4,16,20602
1,0,605996,239,239,4,6,605367
0,1,340144,413,413,4,98,339536
0,0,862102,242,242,3,1,861431
0,0,1875155,219,219,4,47,1874526
1,0,617680,234,234,4,15,617066
0,0,59685,50,50,4,76,58891
0,0,1611491,330,330,4,122,1610868
0,0,31626,357,357,4,22,31012
0,0,67780,415,415,4,31,67067
0,0,430625,13,13,4,133,430509
0,0,288480,176,176,4,99,287506
0,0,1187163,346,346,4,168,1186465
0,0,1200244,312,312,4,57,1199621
0,0,18926,390,390,4,151,18276
1,0,2115566,26,26,4,96,2114982
1,0,1109679,316,316,4,96,1109041
1,0,1559,52,52,4,41,987
0,0,413954,418,418,4,17,413337
0,0,128464,416,416,2,7,128075
1,0,1139142,315,315,4,57,1138561
1,0,462219,364,364,4,115,461563
1,0,1348,168,168,4,41,512
0,0,1344856,199,199,4,123,1344239
1,0,190891,67,67,4,98,190256
1,0,3660,196,196,4,41,3085
0,0,1001979,95,95,4,165,1001410
0,0,1671935,119,119,3,120,1671336
1,0,3008,163,163,4,143,2760
0,0,17644,348,348,4,155,17072
0,0,393310,281,281,4,10,392783
0,0,1025055,192,192,4,75,1024453
1,0,1654543,31,31,4,150,1654004
1,0,11006,14,14,4,139,10434
0,0,1840810,110,110,4,57,1840178
1,0,1182146,313,313,4,57,1181541
1,0,377041,363,363,4,25,376496
0,0,398667,249,249,4,23,398035
1,0,1235855,188,188,2,96,1235211
0,0,1806636,337,337,4,146,1806064
0,0,7249,54,54,4,41,6641
0,0,452612,282,282,4,96,451995
0,0,425782,140,140,2,46,425384
0,0,1121,2,2,4,162,531
1,0,725245,151,151,4,116,724664
0,0,7534,343,343,2,148,7151
0,0,14571,377,377,4,101,14272
0,0,244449,289,289,4,119,243556
0,0,622513,27,27,4,96,621803
0,0,261062,175,175,4,31,260553
0,0,253089,179,179,4,21,252442
0,0,305429,372,372,4,9,304515
0,0,690105,148,148,3,55,689434
1,0,22995,305,305,2,56,22609
1,0,47042,80,80,4,31,46335
1,0,6670,228,228,4,41,6140
0,0,467996,365,365,4,163,467418
0,0,1079,127,127,2,76,750
1,1,1784731,333,333,4,146,1784156
0,0,1392058,308,308,4,165,1391459
1,0,170789,69,69,4,31,170208
1,0,44727,395,395,3,66,44119
0,0,978860,276,276,1,117,978390
0,0,7294,262,262,4,41,6638
0,0,9111,131,131,2,76,8734
1,0,633393,82,82,4,59,632488
0,0,2852,17,17,4,35,2211
0,0,1610144,115,115,4,75,1609563
1,0,219644,71,71,4,53,218985
1,0,873,5,5,4,32,262
0,0,462632,139,139,4,97,462006
0,0,1707,378,378,4,87,1054
0,0,555039,78,78,4,78,554104
0,0,897457,273,273,4,60,896894
1,0,522983,293,293,4,6,522417
1,0,930600,243,243,4,168,929947
0,0,459742,250,250,4,26,459083
0,0,8892,376,376,4,4,8245
0,0,410431,182,182,4,63,409799
1,0,95645,65,65,4,111,95094
1,0,296809,421,421,4,97,296102
1,0,438791,33,33,4,143,438168
0,0,302673,245,245,4,45,302005
0,0,332148,411,411,4,98,331510
0,0,22912,59,59,2,130,22523
1,0,20624,74,74,4,67,19953
0,0,276224,136,136,4,81,275592
1,0,603114,238,238,4,15,602248
0,0,610905,156,156,4,135,610333
1,0,893116,240,240,3,11,892445
1,0,9993,34,34,4,127,9376
1,0,1448091,89,89,4,17,1447573
1,0,12594,198,198,4,94,11959
0,0,389569,248,248,4,109,388676
0,0,28027,45,45,4,126,27344
0,0,406686,138,138,4,97,406078
0,0,32545,263,263,4,126,31979
0,0,11424,41,41,3,107,10828
0,0,474095,354,354,4,113,473496
1,0,891600,272,272,1,40,891058
1,0,1570983,121,121,4,96,1570405
1,0,487260,202,202,4,124,486679
0,0,28680,129,129,3,164,27985
0,0,478938,102,102,4,3,478315
0,0,1109266,398,398,4,138,1108595
0,0,21792,345,345,4,39,21193
1,0,649380,237,237,4,6,648745
1,0,538452,146,146,4,117,537880
0,0,21840,231,231,4,130,21079
0,0,567898,124,124,2,62,567485
0,0,53116,397,397,5,36,52718
0,0,308712,370,370,4,26,308044
1,0,633183,235,235,2,95,632827
0,0,1591262,331,331,4,70,1590720
0,0,559332,144,144,2,80,558976
1,0,627298,100,100,4,83,626603
1,0,555039,429,429,4,97,554545
0,0,269583,420,420,4,135,268954
0,0,1591401,213,213,3,129,1590901
1,0,1060193,190,190,4,57,1059636
0,0,272757,181,181,4,21,271798
0,0,21892,339,339,4,52,21179
1,0,400683,57,57,4,157,400036
0,0,11825,46,46,4,126,11139
1,0,610947,367,367,4,168,610288
0,0,1183104,325,325,4,38,1182499
0,0,1871216,109,109,4,17,1870641
1,0,1100102,407,407,4,101,1099440
0,0,223254,290,290,4,23,222562
1,0,2130876,105,105,4,96,2130250
1,0,5418,232,232,4,76,4696
1,0,274287,173,173,4,98,273715
0,0,643220,200,200,4,65,642618
0,0,253619,171,171,4,31,252897
1,0,174019,66,66,4,46,173294
1,0,33533,391,391,4,147,32910
0,0,66227,302,302,4,120,65685
1,0,1038285,191,191,4,96,1037734
0,0,1299223,186,186,4,96,1298663
0,0,549268,75,75,4,159,548651
1,0,1790185,220,220,4,33,1789544
1,0,110877,155,155,5,161,110344
0,0,70385,299,299,4,158,69732
1,0,375323,426,426,4,128,374682
1,1,1894275,111,111,4,28,1893637
0,0,48963,358,358,4,104,48349
0,0,63431,64,64,4,126,62859
0,0,563485,94,94,2,18,563114
1,0,1947,16,16,3,140,1330
1,1,849658,24,24,4,122,849029
0,0,17246,267,267,4,41,16593
1,0,11667,260,260,4,41,10975
1,0,1192370,314,314,4,160,1191744
1,0,789660,150,150,4,58,789061
0,0,484940,355,355,4,50,484143
0,0,551183,227,227,2,161,550740
0,0,1665163,30,30,4,150,1664528
0,0,15815,361,361,4,49,15231
0,0,423275,204,204,4,5,422700
0,0,50225,396,396,4,101,49587
0,0,23909,362,362,4,141,23259
0,0,1935320,216,216,4,122,1934724
1,0,1439745,90,90,4,57,1439215
0,0,1646736,214,214,4,19,1646206
1,0,5356,350,350,4,134,4736
0,0,281837,180,180,4,99,281250
0,0,217404,23,23,4,23,216745
0,0,431207,427,427,4,144,430704
0,0,565167,382,382,2,80,564760
1,0,4939,7,7,4,1,4241
0,0,497547,252,252,4,23,496699
0,0,2159962,326,326,4,70,2159390
1,0,1722444,338,338,4,21,1721857
1,0,210445,135,135,3,42,209840
1,0,636879,159,159,4,128,636250
1,0,2103139,221,221,4,57,2102468
0,0,211634,419,419,5,8,211245
1,0,34921,268,268,4,126,34262
0,0,1578872,120,120,4,17,1578312
0,0,596495,160,160,4,135,595866
1,0,9539,197,197,4,94,8904
1,0,491431,296,296,4,6,490859
0,0,465000,353,353,4,2,464038
0,0,283286,425,425,4,135,282588
0,0,1863,44,44,4,130,1279
0,0,1337715,211,211,3,30,1337152
1,0,10499,39,39,2,93,10110
0,0,6256,130,130,2,130,5888
0,0,77237,61,61,4,130,76545
0,0,1685667,117,117,0,160,1685527
1,0,566496,297,297,4,132,565864
0,0,1212108,311,311,4,17,1211533
1,0,8071,393,393,4,86,7124
1,0,631273,158,158,4,97,630704
1,0,1357417,310,310,4,146,1356881
1,0,1413348,210,210,4,13,1412725
0,0,897652,241,241,4,163,897068
1,0,102031,0,0,4,103,101630
0,0,460277,283,283,4,57,459570
1,0,542828,291,291,4,6,542232
1,0,2082607,36,36,4,57,2081918
