Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,1160395,346,346,1159709
0,18293,403,403,17649
0,7200,132,132,6637
0,55025,358,358,54438
0,1464254,86,86,1463646
1,494817,200,200,494134
0,2016292,328,328,2015537
0,9057,387,387,8128
0,4555,130,130,3962
0,683253,96,96,682675
0,844685,367,367,844098
0,112468,400,400,111971
0,4870,339,339,4217
0,2682,262,262,1954
0,158502,17,17,158113
0,1955674,331,331,1955171
1,756041,97,97,755460
1,1368555,308,308,1367977
1,1487064,90,90,1486369
1,44362,299,299,43754
0,265007,256,256,264339
0,128464,415,415,128075
1,1921473,106,106,1920904
0,458814,351,351,458125
0,316703,370,370,316059
0,548591,223,223,548190
0,1604078,114,114,1603452
0,85370,59,59,84681
0,17407,259,259,16820
0,1033564,296,296,1032920
0,1738968,26,26,1738420
1,6677,378,378,6162
1,278070,219,219,277438
0,1731530,335,335,1730895
0,477620,203,203,476973
0,567879,380,380,567310
0,10321,124,124,9749
0,1686468,110,110,1685914
0,7629,227,227,6979
0,1645,355,355,1004
1,376974,53,53,376393
1,807869,23,23,807330
1,426818,134,134,426186
1,39701,50,50,39237
0,307213,257,257,306524
1,782,44,44,129
1,1132814,316,316,1132212
1,36247,70,70,35642
1,170789,66,66,170208
1,717564,268,268,716974
1,1637787,112,112,1637185
0,487905,167,167,487330
1,628319,181,181,627354
0,1932015,105,105,1931470
0,2027,38,38,1341
0,1743790,334,334,1743146
0,515441,204,204,514617
1,1118634,318,318,1117975
0,347837,16,16,347313
0,250738,322,322,250097
1,1579,2,2,1004
0,578960,74,74,578253
1,552848,142,142,552180
0,52129,263,263,51491
1,19103,379,379,18480
0,4829,255,255,4128
1,603114,236,236,602248
0,436400,10,10,435816
0,1148872,409,409,1148204
0,339516,222,222,338926
1,1581481,212,212,1580900
1,1081012,405,405,1080440
0,15668,343,343,15015
1,6518,302,302,5874
1,33001,18,18,32291
1,504309,427,427,503911
1,668902,146,146,668282
0,1995197,214,214,1994529
0,216763,321,321,216122
1,588625,154,154,587969
0,416038,382,382,415541
1,463493,99,99,462885
1,14001,393,393,13402
0,385637,19,19,384969
1,602338,319,319,601643
1,1845,388,388,1489
1,375081,120,120,374536
0,1473130,85,85,1472456
1,1134002,407,407,1133424
0,444695,30,30,444042
0,42175,385,385,41594
0,9261,126,126,8539
0,382637,55,55,382086
1,35038,301,301,34388
0,416102,245,245,415509
1,13194,348,348,12661
1,653543,82,82,652923
1,320021,422,422,319437
0,78452,298,298,77844
0,2893,383,383,2228
1,38888,77,77,38181
1,22995,303,303,22609
1,1066542,404,404,1065931
0,438865,350,350,438233
0,345916,151,151,345353
0,499409,365,365,498789
0,262228,36,36,261515
1,350824,413,413,350453
0,224418,164,164,223792
0,17055,46,46,16375
1,1049,282,282,204
1,807166,149,149,806492
1,874302,273,273,873739
1,281,8,8,3
0,16035,341,341,15472
1,311595,411,411,311224
1,6125,9,9,5631
0,582243,75,75,581596
0,1670681,27,27,1670067
0,544317,144,144,543658
0,285006,244,244,284026
0,482096,252,252,481446
0,16573,162,162,15977
0,1236,123,123,691
1,2152710,104,104,2152117
0,218124,163,163,217234
1,505974,293,293,505327
0,314714,121,121,314181
0,729959,94,94,729363
1,358436,276,276,358038
1,594102,230,230,593512
1,22696,71,71,22061
0,1261581,323,323,1260970
0,160801,402,402,160181
0,10872,102,102,10210
1,412598,278,278,411981
1,517192,292,292,516578
1,53893,305,305,53279
0,253563,286,286,252895
0,237931,284,284,237338
0,266589,174,174,265723
0,1078119,190,190,1077559
1,468817,295,295,467864
1,1243238,184,184,1242540
0,1176204,398,398,1175530
0,6197,386,386,5628
1,47042,78,78,46335
0,374682,40,40,374062
0,1420673,89,89,1420101
1,388432,192,192,388043
0,70633,57,57,70109
0,11230,373,373,10535
0,694973,306,306,694383
0,1677970,116,116,1677395
0,5761,374,374,5141
0,1886263,215,215,1885670
1,311313,421,421,310645
1,282372,171,171,281740
0,456160,320,320,455483
1,36542,384,384,35961
0,541203,101,101,540331
1,377041,362,362,376496
1,1142859,408,408,1142287
1,1481322,91,91,1480762
1,1306828,206,206,1306226
1,1739,5,5,1236
0,410649,138,138,410251
0,1587490,209,209,1586741
1,2442,283,283,1612
1,327963,423,423,327337
0,1411596,20,20,1410949
0,260483,175,175,259935
0,917604,272,272,916954
1,371048,275,275,370350
1,11470,45,45,11081
0,377176,139,139,376607
0,1943209,7,7,1942577
1,7470,267,267,6853
0,120884,33,33,120498
1,21243,13,13,20602
1,617680,231,231,617066
0,340144,412,412,339536
0,862102,240,240,861431
0,1875155,216,216,1874526
1,633183,232,232,632827
0,59685,47,47,58891
0,1611491,329,329,1610868
0,31626,356,356,31012
1,76266,277,277,75574
0,430625,11,11,430509
0,288480,173,173,287506
0,1187163,345,345,1186465
0,1200244,311,311,1199621
0,18926,389,389,18276
1,2115566,24,24,2114982
1,1109679,315,315,1109041
1,1559,49,49,987
0,413954,417,417,413337
1,159847,65,65,159101
1,1139142,314,314,1138561
1,462219,363,363,461563
1,1348,165,165,512
0,1344856,196,196,1344239
1,203566,68,68,203195
1,3660,193,193,3085
0,1001979,93,93,1001410
0,1671935,117,117,1671336
1,3008,160,160,2760
0,17644,347,347,17072
0,393310,279,279,392783
0,1025055,189,189,1024453
1,1654543,29,29,1654004
1,11006,12,12,10434
0,1840810,108,108,1840178
1,1182146,312,312,1181541
1,356421,430,430,355831
0,398667,247,247,398035
1,1235855,185,185,1235211
0,1806636,336,336,1806064
0,7249,51,51,6641
0,452612,280,280,451995
0,425782,137,137,425384
0,1121,1,1,531
1,725245,148,148,724664
0,7534,342,342,7151
0,14571,376,376,14272
0,244449,287,287,243556
0,622513,25,25,621803
0,261062,172,172,260553
0,253089,176,176,252442
0,305429,371,371,304515
0,690105,145,145,689434
1,26110,304,304,25487
0,55203,79,79,54550
1,6670,225,225,6140
0,467996,364,364,467418
0,1079,125,125,750
1,1784731,332,332,1784156
0,1392058,307,307,1391459
1,174019,63,63,173294
1,44727,394,394,44119
0,978860,274,274,978390
0,7294,260,260,6638
0,9111,129,129,8734
1,641578,81,81,640880
0,2852,15,15,2211
0,1610144,113,113,1609563
1,225709,67,67,225092
1,873,4,4,262
0,462632,136,136,462006
0,1707,377,377,1054
0,570400,73,73,569783
0,897457,271,271,896894
1,528985,291,291,528356
1,930600,241,241,929947
0,459742,248,248,459083
0,8892,375,375,8245
0,410431,179,179,409799
1,95645,62,62,95094
1,296809,420,420,296102
1,438791,31,31,438168
0,302673,243,243,302005
0,332148,410,410,331510
0,22912,56,56,22523
1,20624,72,72,19953
0,276224,133,133,275592
1,605996,237,237,605367
0,610905,153,153,610333
1,893116,238,238,892445
1,9993,32,32,9376
1,1448091,87,87,1447573
1,12594,195,195,11959
0,389569,246,246,388676
0,28027,42,42,27344
0,406686,135,135,406078
0,32545,261,261,31979
0,11424,39,39,10828
0,474095,353,353,473496
1,891600,270,270,891058
1,1570983,119,119,1570405
1,487260,199,199,486679
0,28680,127,127,27985
0,478938,100,100,478315
0,1109266,397,397,1108595
0,21792,344,344,21193
1,652493,235,235,651543
1,538452,143,143,537880
0,21840,228,228,21079
0,567898,122,122,567485
0,53116,396,396,52718
0,308712,369,369,308044
1,641268,233,233,640657
0,1591262,330,330,1590720
0,559332,141,141,558976
1,627298,98,98,626603
1,555039,428,428,554545
0,269583,419,419,268954
0,1591401,210,210,1590901
1,1060193,187,187,1059636
0,272757,178,178,271798
0,21892,338,338,21179
1,400683,54,54,400036
0,11825,43,43,11139
1,610947,366,366,610288
0,1183104,324,324,1182499
0,1871216,107,107,1870641
1,1100102,406,406,1099440
0,223254,288,288,222562
1,2130876,103,103,2130250
1,5418,229,229,4696
1,274287,170,170,273715
0,643220,197,197,642618
0,253619,168,168,252897
1,190891,64,64,190256
1,33533,390,390,32910
0,66227,300,300,65685
1,1038285,188,188,1037734
0,1299223,183,183,1298663
0,555039,76,76,554104
1,1790185,217,217,1789544
1,110877,152,152,110344
0,70385,297,297,69732
1,375323,425,425,374682
1,1894275,109,109,1893637
0,48963,357,357,48349
0,63431,61,61,62859
0,563485,92,92,563114
1,1947,14,14,1330
1,849658,22,22,849029
0,17246,265,265,16593
1,11667,258,258,10975
1,1192370,313,313,1191744
1,789660,147,147,789061
0,484940,354,354,484143
0,551183,224,224,550740
0,1665163,28,28,1664528
0,15815,360,360,15231
0,423275,201,201,422700
0,50225,395,395,49587
0,23909,361,361,23259
0,1935320,213,213,1934724
1,1439745,88,88,1439215
0,1646736,211,211,1646206
1,5356,349,349,4736
0,281837,177,177,281250
0,217404,21,21,216745
0,431207,426,426,430704
0,565167,381,381,564760
1,4939,6,6,4241
0,497547,250,250,496699
0,2159962,325,325,2159390
1,1722444,337,337,1721857
1,627125,83,83,626559
1,636879,156,156,636250
1,2103139,218,218,2102468
0,211634,418,418,211245
1,34921,266,266,34262
0,1578872,118,118,1578312
0,596495,157,157,595866
1,9539,194,194,8904
1,497850,294,294,497083
0,465000,352,352,464038
0,283286,424,424,282588
0,1863,41,41,1279
0,1337715,208,208,1337152
1,10499,37,37,10110
0,6256,128,128,5888
0,77237,58,58,76545
0,1685667,115,115,1685527
1,584282,131,131,583626
0,1212108,310,310,1211533
1,8071,392,392,7124
1,631273,155,155,630704
1,1357417,309,309,1356881
1,1413348,207,207,1412725
0,897652,239,239,897068
1,102031,0,0,101630
0,460277,281,281,459570
1,550961,289,289,550314
1,2082607,34,34,2081918
1,673589,182,182,672981
0,262590,285,285,261997
0,1069989,191,191,1069351
1,54130,399,399,53294
1,238595,169,169,237978
1,2039757,327,327,2039173
0,55031,264,264,54300
1,42738,391,391,42403
1,698962,95,95,698387
1,1037760,368,368,1037092
0,510533,431,431,509916
1,1653046,111,111,1652444
0,602022,158,158,601444
0,9693,359,359,9067
0,331967,150,150,331098
1,57983,60,60,57381
0,488252,249,249,487683
0,152203,401,401,151562
1,7816,166,166,6941
0,473006,251,251,472107
1,8984,254,254,8412
0,296422,242,242,295724
0,786,372,372,88
0,521226,205,205,520573
1,1896,253,253,1198
0,433446,202,202,432955
0,297265,221,221,296609
0,421453,416,416,420860
