Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,7608,41,41,6745
0,326018,98,98,323649
0,476915,37,37,476025
1,114401,60,60,112584
0,2332647,196,196,2330257
1,80177,230,230,78453
1,8014,80,80,5234
1,557,86,86,3
1,74182,14,14,73355
1,346408,202,202,346178
0,921959,61,61,919047
0,1129891,142,142,1128836
0,2216,40,40,1884
1,40192,221,221,38090
1,612,68,68,103
0,929,171,171,3
1,9109,149,149,6119
1,35665,147,147,33647
0,223303,152,152,221369
1,30441,192,192,27628
0,1639600,195,195,1637255
1,67398,219,219,66466
0,122795,35,35,121053
0,1121147,211,211,1120731
1,216652,229,229,216302
1,53404,239,239,53066
1,20561,116,116,20007
1,215357,59,59,214062
0,543960,133,133,542011
1,23503,234,234,21764
1,56787,222,222,55507
0,857583,105,105,854629
0,615828,183,183,612868
1,282,114,114,1
0,640889,120,120,638082
1,119855,178,178,118959
0,202126,73,73,201683
0,157631,181,181,157230
0,218,151,151,3
0,578507,184,184,577500
0,835,4,4,1
1,12423,124,124,10753
1,100170,26,26,98553
1,74123,119,119,73479
1,17384,121,121,15111
0,3521,172,172,564
0,1415811,19,19,1415230
0,229154,238,238,227562
1,47729,118,118,46503
1,10942,197,197,10619
1,45868,108,108,44981
0,10805,102,102,10074
0,706956,36,36,704473
0,4265,62,62,3411
1,8105,56,56,5802
0,1034156,71,71,1031220
0,1842055,206,206,1840004
1,7838,212,212,7741
1,4117,6,6,2168
0,1411,1,1,1097
0,51751,103,103,49106
1,2184398,82,82,2181870
1,76293,27,27,74227
1,28437,215,215,25624
0,1399795,23,23,1397420
1,6985,78,78,4031
1,46358,88,88,44298
0,1122061,141,141,1121249
1,57738,223,223,56893
0,11717,173,173,11061
0,629366,205,205,627348
1,34648,28,28,31775
1,41471,153,153,39177
1,42976,227,227,42014
0,2400,163,163,211
0,3058,135,135,647
1,71748,32,32,71398
0,202086,210,210,201577
0,368350,48,48,367493
1,83691,193,193,83233
1,33312,76,76,32212
0,1050263,155,155,1049748
0,358301,169,169,355485
1,23148,136,136,20869
1,1686,2,2,1
0,1381,99,99,2
0,1130987,143,143,1130442
1,33975,34,34,32362
1,47107,231,231,46339
1,25397,148,148,23602
0,2035,126,126,1445
1,254233,177,177,251879
0,6051,106,106,3256
0,270124,225,225,267929
0,3364,167,167,1112
0,8634,57,57,6310
0,27721,87,87,25157
0,88109,216,216,87465
0,794,8,8,3
1,36817,146,146,35931
1,2248,20,20,1520
0,903359,157,157,902475
0,513917,236,236,513297
1,24472,185,185,23342
1,46075,232,232,44094
1,4117,224,224,1346
1,1991,175,175,321
1,7580,83,83,6150
0,281858,150,150,279111
0,581031,237,237,580762
0,783875,66,66,783721
0,228,17,17,1
0,6341,58,58,3546
1,28634,138,138,28311
0,392192,101,101,389835
1,2270,55,55,1968
1,17833,30,30,17345
0,609376,204,204,606950
1,2735,213,213,1362
0,1444050,22,22,1442287
0,922,9,9,412
0,481120,104,104,478592
0,215,5,5,3
1,2208,140,140,1
1,15743,203,203,15195
0,4959,96,96,2632
1,38673,85,85,38134
0,317768,189,189,315381
0,781276,164,164,779186
1,46181,180,180,45609
0,703894,110,110,701207
0,2011553,3,3,2010699
1,4564,44,44,2810
1,1066,0,0,947
0,3052,53,53,605
0,498493,235,235,497942
0,6017,218,218,3066
1,4965,123,123,2173
0,585603,186,186,583600
0,805,63,63,2
1,89160,179,179,86623
1,88412,91,91,86619
1,101201,25,25,100433
0,5632,13,13,4214
0,1161359,89,89,1159086
0,929,16,16,492
1,10351,174,174,7736
0,1338938,190,190,1337487
0,699100,69,69,696140
1,16367,31,31,13620
0,1153652,144,144,1152030
0,32383,199,199,29822
1,69602,79,79,68706
1,71222,125,125,69540
0,18217,115,115,15659
0,57820,33,33,56951
1,73875,208,208,71692
0,5666,166,166,3972
1,33980,161,161,31590
