Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,301826,242,242,2,90,299487
1,0,32772,97,97,1,118,29866
1,0,373899,29,29,2,27,371611
1,0,721934,74,74,2,35,719244
0,0,428427,87,87,3,84,425755
1,0,1516533,43,43,2,62,1514173
0,0,465591,162,162,2,114,462814
1,0,54199,32,32,2,47,51578
1,0,952113,116,116,1,40,949273
1,0,1062895,234,234,2,86,1060310
1,0,199898,36,36,1,94,197364
0,0,404584,119,119,2,93,402206
0,0,473501,203,203,3,124,470631
0,0,246580,86,86,2,5,243767
0,0,33755,27,27,2,56,30969
0,0,355891,244,244,2,118,353552
1,0,993191,44,44,2,62,990858
1,0,1150558,193,193,1,89,1147775
0,0,1152306,222,222,2,117,1149583
0,0,1161129,167,167,2,113,1158613
1,0,32977,216,216,1,116,30248
1,0,33431,26,26,2,99,30843
0,0,184674,6,6,2,96,182293
1,0,1757922,189,189,2,34,1755496
0,0,553480,174,174,3,66,550610
0,0,16153,30,30,2,47,13502
1,0,292921,245,245,2,121,290183
0,0,256062,179,179,2,123,253732
0,0,25495,50,50,2,99,22811
1,0,8691,196,196,2,30,6085
1,0,180436,213,213,2,45,177890
1,0,15222,212,212,2,7,12538
0,0,849988,206,206,2,80,847319
1,0,1966199,103,103,2,41,1963551
0,0,546874,143,143,2,107,544250
0,0,1024944,233,233,2,86,1022305
0,0,519004,251,251,2,75,516413
0,0,1176004,166,166,2,106,1173581
1,0,82609,138,138,3,43,79808
1,0,447956,177,177,2,65,445458
0,0,735391,129,129,2,74,733043
0,0,1102343,226,226,2,78,1099539
0,0,1314205,89,89,2,113,1311887
1,0,1015945,209,209,2,72,1013150
1,0,204433,62,62,2,46,201761
1,0,1800605,108,108,2,74,1797939
1,0,125132,80,80,2,48,122370
0,0,17633,22,22,1,65,14982
0,0,4209,122,122,2,68,1423
0,0,187941,232,232,2,38,185287
