Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Strand_Orientation
1,3818,116,116,1,2061,1
0,497232,54,54,0,497002,0
1,1362603,67,67,1,1360342,0
1,10034,9,9,1,9492,0
1,705460,55,55,1,703286,0
1,720,117,117,1,1,0
0,551749,34,34,0,551012,0
1,160581,125,125,1,159610,1
1,2942,37,37,1,882,1
1,53693,62,62,1,52560,1
1,1058918,107,107,1,1056777,0
1,1193345,104,104,1,1191366,0
1,590889,94,94,1,588715,1
1,2356776,5,5,1,2355799,0
1,5081,19,19,1,2874,1
1,82404,8,8,1,80149,1
1,3053,22,22,1,873,0
1,501852,64,64,1,499696,1
1,195717,4,4,1,194815,0
1,454212,110,110,1,451945,1
1,1166328,32,32,1,1164352,1
1,114991,85,85,1,114542,1
1,161676,79,79,1,160684,1
1,2832,57,57,1,619,0
1,26356,45,45,1,24182,1
1,603844,95,95,1,602780,1
1,18169,7,7,1,16115,1
1,508321,36,36,1,506186,0
1,29015,29,29,1,27780,1
1,646319,101,101,1,643902,0
1,395040,109,109,1,392911,1
1,2179419,98,98,1,2176948,1
1,742170,81,81,1,739927,0
1,203063,82,82,1,200871,0
1,9199,103,103,1,7001,1
1,606833,39,39,1,604902,0
1,53186,23,23,1,51024,0
0,12912,2,2,0,12295,0
1,5374,106,106,1,4073,1
1,346367,44,44,1,344166,1
1,194168,89,89,1,192141,0
1,656983,75,75,1,654773,0
0,302402,48,48,0,301785,1
1,628874,61,61,1,628374,1
1,2355697,99,99,1,2354525,0
1,141673,126,126,1,140918,1
1,38921,65,65,1,36609,1
0,356850,24,24,0,356083,1
1,246323,71,71,1,244452,1
1,258202,88,88,1,255983,1
1,802663,63,63,1,801878,0
1,628270,40,40,1,627785,1
1,1105132,105,105,1,1103840,1
0,1157244,30,30,0,1157023,0
1,2001346,69,69,1,1998842,0
1,122127,119,119,1,120202,0
1,32651,28,28,1,31587,1
1,576256,1,1,1,575726,0
1,13846,11,11,1,12761,0
1,69895,3,3,1,67685,1
1,292285,128,128,1,290090,1
1,479217,80,80,1,477172,0
1,967593,59,59,1,965515,1
1,18788,27,27,1,16752,1
1,1431,21,21,1,1,0
1,843337,68,68,1,841178,0
1,27802,123,123,1,25553,1
0,521,0,0,0,3,1
1,149082,120,120,1,147823,0
1,630544,12,12,1,630077,0
1,85717,42,42,1,84713,1
1,2356,6,6,1,188,0
0,116089,78,78,0,115388,1
1,5373,102,102,1,3175,0
1,414917,91,91,1,412986,0
1,551038,41,41,1,548948,0
1,879776,20,20,1,877512,0
1,16562,25,25,1,16113,1
1,522056,129,129,1,520707,0
1,560632,58,58,1,560198,0
1,8796,47,47,1,6766,1
0,242101,49,49,0,241769,0
1,804175,50,50,1,801998,0
1,7341,15,15,1,5542,1
1,1092022,122,122,1,1090076,1
1,853635,113,113,1,852247,0
1,6731,38,38,1,4560,1
1,24063,90,90,1,21859,0
0,569,77,77,0,3,1
1,605835,112,112,1,604711,1
1,20468,93,93,1,18309,1
1,47761,115,115,1,45575,0
1,80858,13,13,1,80019,1
1,143770,130,130,1,141896,0
1,40865,17,17,1,38190,1
1,17708,31,31,1,16425,1
1,107570,33,33,1,105642,1
1,238993,72,72,1,236726,1
1,5239,53,53,1,3059,1
1,2117,26,26,1,3,1
1,45873,86,86,1,43711,1
1,305003,100,100,1,302736,0
1,724179,14,14,1,722086,0
1,564263,35,35,1,562332,1
1,487684,132,132,1,485708,0
1,9794,121,121,1,7884,1
1,395811,52,52,1,393328,0
1,399746,92,92,1,397836,0
1,510087,18,18,1,508918,0
1,640806,111,111,1,638620,0
1,630340,43,43,1,629867,0
1,45587,118,118,1,43530,1
1,12118,56,56,1,9896,0
0,591642,60,60,0,591283,1
1,28251,114,114,1,27310,0
1,15656,51,51,1,13635,1
1,551317,83,83,1,549344,0
1,2323,70,70,1,1850,0
1,17469,87,87,1,15220,0
1,2747,84,84,1,2046,0
1,1525088,97,97,1,1523784,1
1,1220025,96,96,1,1218841,0
1,1560715,16,16,1,1558235,1
1,8315,10,10,1,7779,1
1,415880,46,46,1,413892,0
0,352533,108,108,0,352018,1
1,429,127,127,1,1,0
0,461012,74,74,0,460530,0
1,216636,73,73,1,214564,1
1,61722,124,124,1,61057,1
1,111044,131,131,1,109113,0
0,875271,76,76,0,874933,0
1,1428134,66,66,1,1426182,0
