StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,GeneType,ChromosomeId,GenomicStartPosition
0,1160395,348,348,1,22,1159709
0,18293,404,404,1,95,17649
0,7200,135,135,0,45,6637
0,55025,360,360,0,83,54438
0,1464254,89,89,0,28,1463646
1,494817,204,204,0,23,494134
0,2016292,330,330,0,27,2015537
0,9057,388,388,0,90,8128
0,4555,133,133,0,64,3962
0,683253,99,99,0,28,682675
0,844685,369,369,1,22,844098
0,112468,401,401,1,94,111971
0,4870,341,341,0,78,4217
0,2682,266,266,0,76,1954
1,163066,8,8,0,8,162521
0,1955674,333,333,0,28,1955171
1,756041,100,100,0,28,755460
1,1368555,310,310,0,28,1367977
1,1487064,93,93,0,28,1486369
1,36247,73,73,0,15,35642
0,265007,260,260,0,23,264339
0,120884,35,35,0,14,120498
1,1921473,109,109,0,28,1920904
0,458814,353,353,0,17,458125
0,316703,371,371,0,16,316059
0,548591,227,227,0,19,548190
0,1604078,117,117,0,28,1603452
0,85370,62,62,0,58,84681
0,17407,263,263,0,74,16820
0,1033564,300,300,0,18,1032920
0,1738968,28,28,1,27,1738420
1,6677,379,379,0,86,6162
1,278070,223,223,0,3,277438
0,1731530,337,337,0,28,1730895
0,477620,207,207,0,6,476973
0,567879,381,381,0,20,567310
0,10321,127,127,0,61,9749
0,1686468,113,113,0,28,1685914
0,7629,231,231,0,70,6979
0,1645,357,357,0,83,1004
1,376974,56,56,0,3,376393
1,807869,25,25,1,27,807330
1,426818,138,138,0,4,426186
1,39701,53,53,0,57,39237
0,307213,261,261,0,23,306524
1,782,47,47,0,54,129
1,1132814,318,318,0,28,1132212
1,30799,74,74,0,15,30158
1,159847,68,68,0,14,159101
1,717564,272,272,0,27,716974
1,1637787,115,115,0,28,1637185
0,487905,171,171,0,3,487330
1,356421,430,430,1,13,355831
0,1932015,108,108,0,28,1931470
0,2027,40,40,0,52,1341
0,1743790,336,336,0,28,1743146
0,515441,208,208,0,6,514617
1,1118634,320,320,0,28,1117975
0,347837,18,18,1,3,347313
0,250738,324,324,0,3,250097
1,1579,3,3,0,34,1004
0,570400,77,77,0,7,569783
1,552848,146,146,0,22,552180
0,52129,267,267,0,76,51491
1,19103,380,380,1,86,18480
0,4829,259,259,0,73,4128
1,599763,234,234,0,10,598996
0,436400,12,12,0,16,435816
0,1148872,410,410,0,27,1148204
0,339516,226,226,0,3,338926
1,1581481,216,216,0,26,1580900
1,1081012,406,406,0,27,1080440
0,15668,345,345,0,79,15015
1,6518,305,305,0,1,5874
1,26110,307,307,0,14,25487
1,504309,428,428,1,4,503911
1,668902,150,150,0,22,668282
0,1995197,218,218,0,27,1994529
0,216763,323,323,0,3,216122
1,588625,158,158,1,4,587969
0,416038,383,383,0,31,415541
1,463493,102,102,1,0,462885
1,14001,394,394,0,92,13402
0,385637,21,21,1,22,384969
1,602338,321,321,0,6,601643
1,1845,389,389,0,91,1489
0,314714,124,124,0,12,314181
0,1473130,88,88,0,28,1472456
1,1134002,408,408,0,27,1133424
0,444695,32,32,0,3,444042
0,42175,386,386,0,88,41594
0,9261,129,129,0,62,8539
0,382637,58,58,0,3,382086
1,35038,304,304,0,1,34388
0,416102,249,249,0,16,415509
1,13194,350,350,1,81,12661
1,641578,84,84,0,11,640880
1,320021,423,423,0,4,319437
0,70385,301,301,0,15,69732
0,2893,384,384,0,87,2228
1,36160,20,20,0,14,35462
1,628319,185,185,1,13,627354
1,1066542,405,405,0,27,1065931
0,438865,352,352,0,17,438233
0,345916,155,155,0,16,345353
0,499409,367,367,1,22,498789
0,262228,38,38,0,22,261515
0,340144,413,413,0,14,339536
0,224418,168,168,0,17,223792
0,17055,49,49,0,56,16375
1,1049,287,287,0,48,204
1,807166,153,153,0,22,806492
1,874302,277,277,1,27,873739
1,281,10,10,0,36,3
0,16035,343,343,0,78,15472
1,301818,281,281,0,14,301183
1,6125,11,11,0,36,5631
0,578960,78,78,0,7,578253
0,1670681,29,29,0,27,1670067
0,544317,148,148,1,22,543658
0,278450,245,245,0,16,277617
0,482096,256,256,0,16,481446
0,16573,166,166,0,66,15977
0,1236,126,126,0,44,691
1,2152710,107,107,0,28,2152117
0,218124,167,167,0,17,217234
1,497850,297,297,0,10,497083
1,653543,85,85,0,11,652923
0,729959,97,97,0,28,729363
1,350824,414,414,0,14,350453
1,584282,134,134,0,10,583626
0,425782,142,142,0,14,425384
0,1261581,325,325,1,26,1260970
0,160801,403,403,0,94,160181
0,10872,105,105,1,60,10210
1,412598,283,283,0,30,411981
1,514088,296,296,0,10,513441
1,667099,4,4,0,10,666332
0,244449,291,291,0,16,243556
0,223254,292,292,0,16,222562
0,266589,177,177,0,17,265723
0,1078119,194,194,0,28,1077559
1,198335,43,43,0,10,197730
1,1243238,188,188,0,28,1242540
0,1176204,399,399,0,23,1175530
0,6197,387,387,0,89,5628
1,38888,80,80,0,14,38181
0,374682,42,42,0,28,374062
0,1420673,92,92,0,28,1420101
1,388432,196,196,0,29,388043
0,70633,60,60,0,58,70109
0,11230,374,374,0,49,10535
0,694973,308,308,0,27,694383
0,1677970,119,119,0,28,1677395
0,5761,375,375,0,50,5141
0,1886263,219,219,0,27,1885670
1,311313,422,422,0,4,310645
1,274287,174,174,0,14,273715
0,456160,322,322,0,23,455483
1,36542,385,385,0,88,35961
0,541203,104,104,0,6,540331
1,375081,123,123,0,12,374536
1,1142859,409,409,0,27,1142287
1,1481322,94,94,0,28,1480762
1,1306828,210,210,0,26,1306226
1,1739,6,6,0,33,1236
0,405277,141,141,0,14,404699
0,1587490,213,213,0,26,1586741
1,2442,288,288,0,48,1612
1,327963,424,424,0,4,327337
0,1411596,22,22,0,28,1410949
0,260483,178,178,0,17,259935
0,917604,276,276,0,27,916954
1,358436,280,280,0,14,358038
1,11470,48,48,0,55,11081
1,371048,279,279,0,14,370350
0,1943209,9,9,0,28,1942577
1,7470,271,271,0,77,6853
1,76266,282,282,0,14,75574
1,21243,15,15,0,38,20602
1,605996,240,240,0,10,605367
0,332148,411,411,0,14,331510
0,862102,243,243,1,22,861431
0,1875155,220,220,0,27,1874526
1,617680,235,235,0,10,617066
0,59685,50,50,0,56,58891
0,1611491,331,331,0,27,1610868
0,31626,358,358,0,83,31012
0,67780,415,415,0,14,67067
0,430625,13,13,0,16,430509
0,288480,176,176,0,17,287506
0,1187163,347,347,0,22,1186465
0,1200244,313,313,0,28,1199621
0,18926,390,390,0,92,18276
1,2115566,26,26,0,28,2114982
1,1109679,317,317,0,28,1109041
1,1559,52,52,0,57,987
0,413954,418,418,0,28,413337
0,128464,416,416,0,14,128075
1,1139142,316,316,0,28,1138561
1,462219,365,365,0,22,461563
1,1348,169,169,0,67,512
0,1344856,200,200,0,21,1344239
1,190891,67,67,0,14,190256
1,3660,197,197,0,68,3085
0,1001979,96,96,0,28,1001410
0,1671935,120,120,1,28,1671336
1,3008,164,164,0,46,2760
0,17644,349,349,0,80,17072
0,393310,284,284,0,30,392783
0,1025055,193,193,0,28,1024453
1,1654543,31,31,0,27,1654004
1,11006,14,14,0,37,10434
0,1840810,111,111,0,28,1840178
1,1182146,314,314,0,28,1181541
1,377041,364,364,0,12,376496
0,398667,251,251,0,16,398035
1,1235855,189,189,0,28,1235211
0,1806636,338,338,0,28,1806064
0,7249,54,54,0,57,6641
0,452612,285,285,0,28,451995
0,410649,143,143,0,14,410251
0,1121,2,2,0,32,531
1,725245,152,152,0,22,724664
0,7534,344,344,0,79,7151
0,14571,377,377,0,50,14272
0,237931,289,289,0,16,237338
0,622513,27,27,0,28,621803
0,253619,172,172,0,14,252897
0,253089,179,179,0,17,252442
0,305429,372,372,0,24,304515
0,690105,149,149,1,22,689434
1,22995,306,306,0,14,22609
1,47042,81,81,0,14,46335
1,6670,229,229,0,69,6140
0,467996,366,366,0,22,467418
0,1079,128,128,0,62,750
1,1784731,334,334,0,28,1784156
0,1392058,309,309,0,28,1391459
1,170789,69,69,0,14,170208
