Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,12688657,52,52,4,2,12687579
0,2176074,8,8,3,1,2173822
1,3263510,18,18,3,1,3262518
1,8184305,33,33,3,1,8183049
1,22366722,86,86,3,3,22365805
0,18034173,71,71,8,3,18033193
0,14022240,58,58,4,1,14021446
1,11725924,49,49,4,2,11723685
1,2409527,11,11,3,2,2408865
0,22780026,90,90,8,3,22779001
1,2956426,16,16,6,2,2955563
1,6934931,30,30,4,2,6934113
1,16426637,63,63,3,2,16424412
1,16563937,67,67,3,2,16562831
1,4287060,22,22,3,2,4285357
1,20342521,74,74,3,3,20341259
1,9869998,41,41,3,2,9867056
0,1047729,7,7,6,1,1047100
0,4868024,24,24,3,1,4867473
1,11448216,47,47,3,1,11446408
1,3332030,19,19,3,2,3330351
0,23802860,95,95,4,2,23802345
0,4118166,20,20,7,4,4116199
0,11996370,51,51,4,1,11994619
1,24301722,98,98,3,3,24299593
0,505867,3,3,1,0,504683
0,11898553,50,50,3,1,11896367
1,13398519,55,55,3,1,13396177
1,6650810,29,29,6,2,6649504
1,8804662,36,36,8,1,8802437
0,5436724,26,26,4,2,5435818
0,2564774,12,12,5,4,2562631
1,12831055,53,53,3,2,12829310
0,5271180,25,25,3,1,5270266
1,23447838,92,92,8,2,23447218
1,1016782,5,5,3,2,1014533
0,23802012,94,94,7,0,23801011
0,8028195,32,32,3,1,8026444
1,20485261,75,75,3,2,20483000
1,12836026,54,54,3,1,12834782
0,21211189,79,79,3,2,21210206
0,21783921,83,83,7,4,21781632
0,1021038,6,6,3,1,1018726
0,2207377,9,9,3,1,2205470
1,22435858,87,87,3,5,22433813
0,459187,2,2,4,1,458294
0,2569869,13,13,0,0,2567808
0,6392825,28,28,3,2,6390597
0,13837817,57,57,3,2,13836696
1,20509228,76,76,8,3,20508290
0,625564,4,4,5,0,623563
0,15552221,62,62,3,1,15549750
0,22028199,85,85,4,3,22026512
1,22708989,88,88,3,2,22707574
0,9613514,40,40,3,2,9612390
0,9006166,37,37,6,2,9005404
1,16508468,65,65,3,2,16506867
1,8623885,34,34,4,1,8621853
1,16554165,66,66,3,3,16551901
1,11372104,46,46,4,1,11370677
1,23973217,97,97,3,3,23972078
0,15485527,61,61,3,2,15483887
0,20802281,77,77,4,3,20801291
1,7083780,31,31,3,1,7082506
0,10376605,43,43,5,0,10374419
1,18081210,72,72,3,2,18078931
1,8798973,35,35,8,2,8796721
1,17714007,70,70,3,3,17711731
1,23838762,96,96,3,3,23836501
0,10143236,42,42,3,2,10141842
0,14402075,60,60,5,4,14401099
1,4795291,23,23,6,1,4794295
1,23794678,93,93,4,3,23793193
1,10637386,44,44,3,1,10636079
0,11464520,48,48,4,1,11462589
0,21705992,82,82,4,2,21705274
0,6168822,27,27,4,2,6167727
0,4172542,21,21,3,1,4171208
0,22756821,89,89,3,3,22754536
0,49903,0,0,3,2,48200
1,9176690,39,39,6,1,9175716
1,2921001,15,15,3,2,2918737
0,239835,1,1,4,1,239235
0,2995357,17,17,3,2,2993120
0,21479783,81,81,3,3,21478365
1,21130236,78,78,3,2,21127996
0,17420742,69,69,3,3,17418463
1,22835806,91,91,4,3,22834331
0,14023398,59,59,4,2,14022418
0,17296111,68,68,5,4,17294360
1,16505641,64,64,3,2,16503965
0,24595701,99,99,2,2,24593912
0,2719577,14,14,3,1,2718561
0,11181620,45,45,7,4,11179739
0,13567233,56,56,4,1,13566216
0,21997160,84,84,8,2,21996177
1,2408736,10,10,4,1,2407756
0,19120773,73,73,3,3,19118842
0,9015817,38,38,6,2,9013593
0,21301605,80,80,8,3,21300769
